ipc,context_switches(K/sec),cpu_migrations(/sec),page_faults(/sec),branches(M/sec),branch_misses(%),L1_dcache_loads(M/sec),L1_dcache_load_misses(%),r (procs),b (procs),Swap (KB),Free (KB),Buffers (KB),Cached (KB),si (KB/s),so (KB/s),bi (blocks/s),bo (blocks/s),in (interrupts/s),cs (context switches/s),us (%),sy (%),id (%),wa (%),st (%),avg-latency
1.22,6.614,12.859,42182.656,199.313,0.59,461.856,5.05,4.0,0.0,1026644.0,4632814.4,136347.2,416908.8,38.4,0.0,64.0,22520.0,13071.0,26016.0,30.4,44.6,21.0,4.2,0.0,0.00232
1.42,6.296,8.911,30266.368,241.534,0.49,599.283,3.69,4.8,0.0,1026644.0,4669538.4,136368.0,417889.6,33.6,0.0,83.2,21327.2,13299.8,25240.0,32.0,44.0,21.0,3.4,0.0,0.00257
1.01,4.106,48.746,13561.856,146.134,1.11,311.331,5.09,3.8,0.8,1198352.8,4705420.8,136368.0,419648.0,56.0,89880.0,76.0,104624.0,11343.0,17066.2,19.8,58.6,17.0,5.0,0.0,0.00546
1.63,6.075,4.823,20838.4,270.497,0.41,722.887,2.93,4.4,0.0,1022664.0,4901809.6,136379.2,422788.0,47.2,0.0,47.2,19608.8,12215.6,23674.6,37.8,34.6,24.2,3.4,0.0,0.00271
1.7,6.507,7.701,15948.8,287.147,0.38,728.093,2.84,3.0,0.0,1022408.0,4999016.8,136396.0,424712.8,41.6,0.0,42.4,22492.0,13059.4,26066.2,38.4,35.4,22.2,4.4,0.0,0.00309
1.45,4.097,42.916,13368.32,256.95,0.57,533.114,3.4,4.8,0.2,1340516.8,5127115.2,136403.2,424048.0,30.4,124629.6,36.0,139092.8,10606.2,15794.0,25.2,55.0,16.0,4.2,0.0,0.00362
1.67,6.01,20.312,15866.88,275.002,0.4,694.608,2.89,4.2,0.2,1021082.4,5370306.4,136405.6,421064.8,25.6,9807.2,25.6,30085.6,12219.8,23566.2,39.8,35.8,20.4,4.2,0.0,0.00323
1.57,6.31,17.481,26022.912,367.195,0.32,523.462,4.08,4.4,0.0,1019392.8,5688857.6,136409.6,429981.6,371.2,0.0,373.6,22946.4,12837.2,24886.0,35.4,42.6,19.2,2.8,0.0,0.00436
1.43,6.159,21.434,37342.208,366.816,0.31,435.335,5.29,5.4,0.0,1018676.0,5881204.8,136422.4,418950.4,32.8,0.0,32.8,22416.0,12731.4,24944.6,32.2,44.6,20.4,3.0,0.0,0.00612
1.11,5.705,43.219,23436.288,231.127,0.73,377.352,5.54,5.0,0.8,1022918.4,6115163.2,136437.6,420855.2,44.8,26214.4,44.8,50500.8,12598.4,22549.6,30.8,48.2,17.8,3.2,0.0,0.0048
0.58,5.725,27.553,1337.344,162.429,1.51,207.715,11.78,6.0,0.0,1017748.0,6321251.2,136472.0,429937.6,53.6,32.8,53.6,22720.8,12573.4,23124.0,55.0,37.8,7.0,0.6,0.0,0.00473
0.77,4.173,43.393,36527.104,228.078,1.37,278.057,11.81,10.2,1.6,1040905.6,674812.8,87680.8,309725.6,80.0,22473.6,15200.4,38944.0,11870.2,18174.8,26.8,68.4,3.8,1.4,0.0,0.01029
0.85,4.752,34.969,39829.504,230.501,1.27,294.335,12.5,7.4,0.0,1038621.6,2680756.0,61131.2,345767.2,167.2,0.0,6352.6,17044.0,10587.8,18962.2,38.8,55.0,5.6,1.0,0.0,0.00744
0.79,3.914,32.8,34031.616,233.263,1.57,280.546,11.92,10.2,0.8,1074759.2,659607.2,66163.2,277673.6,96.0,27997.6,18031.6,42520.0,10594.8,16306.8,28.4,68.0,3.2,1.0,0.0,0.01345
0.77,4.592,31.006,38110.208,205.408,1.24,263.872,12.46,9.0,0.2,1118783.2,1023837.6,73249.6,343546.4,6550.4,36015.2,11326.8,52553.6,11933.4,18359.4,32.4,61.2,4.8,1.4,0.0,0.007
0.83,5.386,29.306,39810.048,219.075,1.1,275.846,12.08,6.6,0.4,1092988.0,3742700.8,107418.4,343491.2,129.6,0.0,233.6,19706.4,12215.0,21430.2,38.2,55.8,5.6,0.8,0.0,0.00641
0.85,4.383,36.882,29402.112,229.879,1.14,293.179,11.81,8.4,0.0,1131440.8,1708754.4,126908.0,357944.0,110.4,33990.4,616.0,50960.0,11668.6,18600.6,34.4,59.4,5.4,1.2,0.0,0.00772
0.84,5.097,27.827,44303.36,236.076,1.06,298.801,12.4,7.6,0.4,1070320.0,2877748.8,132159.2,369288.0,122.4,0.0,770.4,18138.4,10961.2,19712.8,35.4,58.0,5.6,1.0,0.0,0.0066
0.81,5.211,30.14,45673.472,213.462,1.12,266.46,12.93,7.4,1.0,1066756.0,4072472.0,134731.2,369095.2,374.4,0.0,612.0,20035.2,11677.6,21212.2,37.8,55.6,5.8,0.6,0.0,0.0062
0.87,5.353,27.717,36768.768,239.255,1.04,308.669,11.8,7.6,0.6,1066167.2,3231754.4,135925.6,367970.4,48.0,0.0,54.4,19474.4,11919.8,21360.0,36.8,57.2,5.0,0.8,0.0,0.00686
0.83,5.44,29.554,44354.56,225.156,1.12,283.33,12.61,8.0,0.2,1065736.8,4506314.4,136356.8,375659.2,127.2,0.0,152.8,22004.0,11777.2,21891.2,40.8,52.6,5.8,0.8,0.0,0.00506
0.84,5.308,24.925,44028.928,223.623,1.13,280.862,12.55,6.0,0.6,1065004.8,4305507.2,136509.6,384705.6,335.2,0.0,565.6,18805.6,11774.4,21151.8,39.2,53.4,6.6,1.0,0.0,0.0064
0.84,5.336,29.891,40238.08,219.428,1.13,277.526,12.49,8.0,0.6,1064200.8,4390184.0,136754.4,383607.2,57.6,0.0,57.6,20126.4,12044.4,22029.0,37.8,54.6,6.6,1.0,0.0,0.00664
0.81,5.202,33.745,41134.08,210.456,1.16,260.382,13.2,7.0,0.2,1063636.0,4619176.8,136768.0,388052.8,91.2,0.0,92.0,19187.2,11887.8,20692.6,38.4,54.4,6.4,0.6,0.0,0.00401
0.93,5.189,27.978,28728.32,218.468,1.1,339.581,10.08,7.2,0.8,1063340.0,3875943.2,136788.8,392942.4,60.8,0.0,80.8,19295.2,11405.6,20477.8,42.6,50.0,6.6,1.0,0.0,0.00545
0.83,5.425,25.939,42396.672,210.433,1.12,279.236,12.23,8.0,0.2,1061688.8,4831871.2,137230.4,416411.2,87.2,0.0,99.2,20344.8,12253.0,21967.0,40.6,52.4,6.2,1.0,0.0,0.00873
0.85,5.166,28.559,41360.384,212.104,1.15,302.621,11.29,8.2,0.4,1060900.8,4735528.0,137238.4,420861.6,387.2,0.0,416.8,18449.6,11823.0,20401.6,41.0,52.8,5.2,0.8,0.0,0.00651
0.88,5.074,37.683,34819.072,202.827,1.2,300.531,10.55,6.8,0.2,1059963.2,4771852.0,137393.6,418962.4,81.6,0.0,82.4,23476.8,10908.2,20395.2,39.0,53.2,7.2,1.0,0.0,0.00828
1.04,5.334,31.64,31399.936,191.931,1.3,450.55,7.04,8.0,0.0,1059675.2,4470194.4,137427.2,419212.8,82.4,0.0,111.8,19663.2,11581.8,21240.6,45.6,47.8,6.0,0.8,0.0,0.00996
1.0,5.626,31.221,26944.512,175.773,1.35,418.445,7.11,7.0,0.2,1059275.2,4413944.8,137449.6,416679.2,44.8,0.0,57.6,20974.4,12630.2,22687.2,46.6,47.0,6.0,1.0,0.0,0.00544
1.11,5.294,26.693,22056.96,230.478,1.06,458.665,6.66,6.2,0.2,1058924.8,4577356.0,137469.6,422356.0,36.8,0.0,46.4,20189.6,11486.0,21328.6,47.0,47.4,5.2,0.8,0.0,0.00881
1.1,5.39,35.309,28591.104,231.864,1.07,435.522,7.07,6.8,0.0,1058520.0,4904856.8,137504.8,424028.8,44.0,0.0,117.6,21616.8,11985.6,21345.4,47.4,46.0,6.0,1.0,0.0,0.00705
1.16,5.345,26.106,23876.608,248.494,0.94,451.311,6.45,7.2,0.2,1058019.2,5069310.4,137684.0,430798.4,112.8,0.0,112.8,20211.2,12182.6,21776.4,49.0,45.6,5.0,0.8,0.0,0.01122
0.95,4.51,37.766,13204.48,219.245,1.18,333.362,7.5,9.0,1.0,1516933.6,5097728.8,137695.2,428332.0,5724.8,116928.0,5725.6,131501.6,12000.8,17997.2,35.8,58.4,4.0,1.6,0.0,0.00935
1.28,5.24,34.468,15182.848,287.645,0.82,559.377,5.37,6.8,0.4,1015424.8,5396881.6,137700.0,432440.8,105.6,0.0,105.6,19976.8,11782.6,21022.8,49.4,44.2,5.8,0.8,0.0,0.00552
1.36,5.306,30.304,6766.592,305.465,0.75,603.087,4.67,6.8,0.0,1014964.0,5333532.8,137708.0,432130.4,70.4,0.0,70.4,19601.6,12115.4,21451.8,51.6,41.8,6.2,0.8,0.0,0.00479
1.36,5.018,29.242,14186.496,309.864,0.8,628.508,4.92,6.2,0.8,1014861.6,5663793.6,137734.4,430459.2,99.2,0.0,104.0,18765.6,11557.2,20779.8,54.0,39.2,6.2,1.0,0.0,0.00683
1.28,5.419,31.725,17751.04,324.26,0.73,503.683,5.93,9.2,0.2,1014028.0,5897436.0,137747.2,433552.8,44.8,0.0,48.0,21083.2,11209.4,21244.6,48.4,45.6,5.0,0.8,0.0,0.00536
1.22,5.048,30.033,19323.904,331.972,0.71,433.504,6.55,7.2,0.4,1013772.0,6087683.2,137760.0,434049.6,32.8,0.0,36.0,19601.6,11330.0,20946.0,49.6,42.8,6.6,0.8,0.0,0.0065
0.48,6.56,34.842,1475.584,140.136,1.64,183.875,12.3,4.8,0.6,1013540.0,6315229.6,137776.0,439085.6,140.8,56.8,150.4,24556.0,14173.4,26830.0,56.2,31.4,10.8,1.6,0.0,0.00441
0.71,3.614,40.339,37462.016,203.135,1.12,249.077,12.1,6.2,0.6,1157529.6,485275.2,126508.8,399273.6,68.0,74318.4,93.8,88569.6,13395.6,15594.8,22.6,70.8,5.4,1.6,0.0,0.00524
0.81,3.566,36.094,36229.12,241.192,0.97,285.425,12.23,8.6,0.6,1046529.6,668488.8,65108.0,251906.4,53.6,12353.6,4063.2,26548.8,9587.8,16066.8,25.4,65.4,6.8,2.6,0.0,0.00986
0.77,4.573,39.941,40583.168,235.54,1.11,299.654,11.94,6.8,0.6,1160297.6,727845.6,27585.6,277449.6,1904.0,15931.2,24056.0,31556.0,10948.4,18121.8,27.4,64.8,6.0,1.4,0.0,0.03205
0.8,5.123,37.095,49768.448,217.491,1.05,278.946,12.93,8.2,0.6,1168664.0,3525937.6,76066.4,373964.0,1330.4,0.0,5924.4,19026.4,12640.0,20058.4,30.6,61.0,7.2,1.4,0.0,0.00766
0.79,5.463,39.534,52148.224,214.645,1.25,275.791,12.92,6.2,1.0,1092350.4,2688520.8,116792.8,429036.0,2572.0,531.2,3997.0,19776.0,11555.8,21245.6,29.6,59.2,9.4,1.8,0.0,0.00494
0.78,5.642,35.099,50682.88,204.168,1.05,260.028,13.36,7.8,0.0,1093044.0,3363589.6,132899.2,433267.2,574.4,0.0,636.0,21605.6,12331.0,22759.6,31.8,58.4,8.6,1.2,0.0,0.00521
0.81,5.633,34.183,50580.48,216.415,1.02,274.373,12.55,5.2,0.8,1088487.2,3905412.8,139037.6,450872.0,151.2,0.0,168.8,20864.8,11619.8,22049.4,29.8,58.2,10.6,1.4,0.0,0.00648
0.84,5.524,33.392,40110.08,225.421,0.99,287.222,12.3,5.8,1.2,1060803.2,3307223.2,140792.0,454740.0,222.4,0.0,484.4,20292.0,11101.2,21236.8,32.4,56.8,9.4,1.6,0.0,0.00687
0.85,5.907,30.678,35273.728,210.99,1.02,284.297,12.27,6.6,0.6,1059882.4,2873757.6,141539.2,463287.2,104.8,0.0,227.2,22276.8,12239.0,23436.0,33.4,54.4,11.0,1.4,0.0,0.00734
0.77,6.156,29.438,50228.224,205.27,1.08,258.294,13.46,6.0,0.2,1058994.4,4070864.8,141982.4,466024.8,51.2,0.0,51.2,22739.2,13292.4,24515.8,34.8,55.0,8.8,1.6,0.0,0.00679
0.78,4.368,50.324,22810.624,200.433,1.21,255.708,11.06,6.2,0.4,1325716.0,3262340.0,142064.8,460664.0,85.6,116111.2,112.0,132489.6,11949.0,18063.8,30.8,58.4,8.4,2.6,0.0,0.00447
0.78,4.399,42.381,27569.152,200.863,1.2,251.466,11.62,5.8,0.6,1251253.6,3348407.2,142132.8,465159.2,68.0,88476.0,84.8,105097.6,11743.8,18118.8,30.8,58.0,8.8,2.4,0.0,0.00388
0.78,5.929,29.376,48349.184,197.415,1.09,247.127,13.63,6.0,0.4,1050784.0,4587131.2,142175.2,464972.8,47.2,0.0,317.6,21140.0,12242.2,23623.8,35.4,51.2,11.4,1.6,0.0,0.00381
0.95,5.599,28.479,43541.504,191.909,1.18,378.638,8.32,7.2,0.0,1049838.4,4203985.6,142192.0,465560.0,104.0,0.0,104.0,20322.4,12067.6,22440.6,33.8,52.0,12.6,1.8,0.0,0.00519
0.95,5.656,35.506,40402.944,190.661,1.18,372.694,8.14,4.4,0.4,1049364.8,4601006.4,142196.0,468407.2,86.4,0.0,86.4,21435.2,11602.6,22371.2,33.6,54.0,10.8,1.6,0.0,0.00563
0.92,4.209,51.514,18016.256,191.7,1.28,340.925,7.4,5.4,1.2,1434549.6,3458877.6,142208.0,464932.0,68.8,131044.8,96.8,146284.0,11087.0,16932.4,33.6,55.8,8.0,2.4,0.0,0.00556
1.14,5.587,33.633,22981.632,187.378,1.12,468.518,5.88,5.6,0.0,1046561.6,3854066.4,142364.0,475373.6,66.4,0.0,88.0,21016.8,12016.6,22413.2,44.8,43.4,10.6,1.6,0.0,0.00634
1.05,6.127,31.261,30454.784,178.825,1.2,447.11,6.35,7.0,0.4,1045956.8,3998693.6,142372.0,481820.0,99.2,0.0,99.2,23404.0,13412.8,24754.6,41.2,48.2,9.2,1.6,0.0,0.00706
0.96,4.33,34.502,12892.16,203.766,1.14,355.36,6.64,3.8,0.4,1576764.0,3821500.0,142384.0,478944.0,68.8,148331.2,68.8,163793.6,10974.6,16957.6,35.6,54.0,7.4,2.8,0.0,0.0067
1.12,5.691,34.332,36205.568,221.071,0.98,436.918,6.77,5.4,0.2,1035644.0,4688184.0,142385.6,480160.0,58.4,0.0,58.4,22504.0,12015.8,22781.6,40.8,48.0,10.0,1.4,0.0,0.00914
1.21,5.93,31.366,29069.312,241.694,0.87,477.233,5.86,5.2,0.6,1035026.4,4819236.0,142395.2,481001.6,57.6,0.0,58.4,22636.8,12600.8,23868.6,41.2,46.0,10.8,2.0,0.0,0.00638
1.21,5.804,33.435,19652.608,239.928,0.86,469.33,5.67,6.2,0.0,1032643.2,4943777.6,142415.2,482849.6,1004.0,0.0,1036.8,24390.4,12800.6,23499.6,43.6,46.8,9.0,1.0,0.0,0.00877
1.32,5.439,33.31,20167.68,271.857,0.75,570.013,4.69,4.8,0.6,1028558.4,5224733.6,142429.6,479494.4,1522.4,0.0,1829.6,20100.0,11881.8,21492.2,43.4,46.0,9.6,1.2,0.0,0.00474
1.07,4.039,46.712,9421.824,231.184,0.99,372.87,6.07,5.8,0.4,1350446.4,5129608.8,142476.0,491369.6,45.6,119000.0,45.6,133418.4,10846.2,15472.8,34.2,55.2,7.6,3.2,0.0,0.00737
1.22,4.466,37.453,11387.904,262.339,0.85,476.047,5.01,6.0,0.2,1241816.8,5338169.6,142488.0,486059.2,56.0,100169.6,56.0,115440.0,11132.2,17196.6,39.0,50.6,8.2,2.2,0.0,0.00417
1.36,5.64,26.73,17234.944,305.804,0.67,608.286,4.78,7.2,0.8,1022064.0,5578896.8,142488.0,488535.2,40.0,0.0,40.0,19584.8,12198.8,22139.8,48.0,40.8,10.2,1.4,0.0,0.0051
1.15,3.937,58.321,6856.704,239.513,0.99,439.975,5.52,7.0,0.6,1135893.6,5775697.6,142492.0,488357.6,62.4,99881.6,63.2,114668.0,11518.6,15421.6,37.4,52.2,7.8,2.8,0.0,0.00692
1.22,5.733,33.952,22612.992,303.871,0.71,404.485,6.37,7.2,0.6,1020900.8,6146477.6,142577.6,491957.6,50.4,19300.8,87.6,39725.6,12511.2,22835.2,44.0,43.2,10.8,2.2,0.0,0.00769
0.31,7.128,17.524,1140.736,92.422,1.7,122.283,13.11,6.8,0.0,1020900.8,6268925.6,142596.0,495179.2,109.6,37.6,109.6,23952.0,14703.6,28042.0,51.0,26.4,19.8,2.8,0.0,0.00479
0.79,3.43,52.8,23169.024,272.518,0.91,295.173,13.14,9.0,2.2,1057753.6,103664.8,64466.4,264778.4,1592.8,36011.2,11791.0,47464.0,10860.6,14616.4,11.2,82.6,4.0,2.6,0.0,0.01839
0.75,3.057,44.406,22562.816,227.273,1.03,274.44,11.3,7.2,1.6,1145946.4,107073.6,23287.2,221632.8,637.6,56353.6,20038.8,66547.2,10736.6,12799.0,16.4,75.4,5.2,2.4,0.0,0.01275
0.7,6.081,30.129,66968.576,180.933,0.97,226.265,14.51,5.2,0.0,1140964.8,3568339.2,81742.4,360308.0,118.4,0.0,1468.0,21757.6,12724.8,24519.2,23.2,57.0,17.2,2.6,0.0,0.00336
0.68,4.823,44.507,34217.984,186.009,1.06,243.171,12.22,5.0,0.2,1199707.2,1534310.4,84336.8,281512.0,82.4,62723.2,943.2,80792.0,14886.2,19873.0,17.4,67.2,12.8,3.0,0.0,0.00665
0.72,4.06,46.418,35823.616,174.941,1.24,222.016,12.09,7.6,0.4,1271547.2,2278315.2,111824.8,328080.0,35.2,98842.4,1514.8,114925.6,10698.4,17184.6,20.0,61.6,15.4,3.4,0.0,0.00481
0.71,5.976,23.211,61721.6,180.581,0.96,226.859,14.6,4.2,0.0,1076860.8,3917584.0,127572.0,341820.8,248.8,0.0,1484.6,22697.6,11452.4,23408.2,25.0,56.2,17.2,2.0,0.0,0.00688
0.68,6.631,24.019,60951.552,172.807,0.93,220.998,14.78,4.4,0.2,1076006.4,4204139.2,135084.0,353974.4,58.4,0.0,96.8,23616.0,13532.4,25976.4,24.8,57.2,15.2,2.8,0.0,0.00403
0.7,5.899,29.928,60023.808,175.573,0.93,220.05,14.71,6.6,0.2,1075396.0,4199672.8,137597.6,348258.4,48.0,0.0,48.0,24700.8,11869.6,23799.6,26.0,56.0,16.2,2.0,0.0,0.00645
0.69,4.544,45.372,29829.12,175.324,1.07,226.452,11.58,5.6,0.4,1356252.8,2620111.2,138411.2,346599.2,60.0,115892.8,93.0,132438.4,11904.4,17996.6,22.0,63.6,10.4,3.6,0.0,0.0106
0.7,6.442,24.586,56246.272,172.758,1.07,215.803,14.71,8.0,0.4,1070026.4,4441637.6,138650.4,354309.6,1374.4,0.0,5189.4,22457.6,13396.4,25588.2,24.2,56.4,16.2,3.4,0.0,0.00594
0.8,6.575,17.188,53167.104,162.807,0.95,290.657,10.06,7.2,0.6,1068033.6,4294628.8,139059.2,382757.6,39.2,0.0,59.2,23140.8,13148.0,25992.2,25.6,53.8,17.4,3.0,0.0,0.00627
1.03,6.097,25.646,45841.408,159.561,1.01,440.211,6.38,2.8,0.8,1056009.6,3521849.6,139104.0,385131.2,213.6,0.0,258.4,23706.4,12529.2,24400.6,31.0,50.0,16.8,2.2,0.0,0.00757
0.86,6.591,22.187,45957.12,154.844,1.03,325.776,8.61,4.4,0.0,1055249.6,4430978.4,139124.0,381739.2,63.2,0.0,126.4,24160.8,14575.6,27378.8,23.6,56.0,17.8,3.2,0.0,0.00461
1.02,6.092,31.965,42896.384,135.365,1.17,453.067,5.83,4.6,0.6,1054440.8,3699816.8,139163.2,391312.8,251.2,0.0,362.4,23189.6,13047.2,25132.8,31.2,50.2,15.8,3.0,0.0,0.00558
1.12,6.091,27.371,22100.992,153.777,1.03,478.983,4.98,7.0,0.2,1052285.6,3336698.4,139189.6,387269.6,112.8,0.0,112.8,21920.0,12980.6,25107.8,37.6,43.0,16.4,3.0,0.0,0.00407
0.91,3.99,48.748,19060.736,170.795,1.41,330.807,6.26,6.0,0.6,1586971.2,3509178.4,139299.2,395628.8,321.6,161400.0,1612.6,176516.0,11063.8,16402.4,22.2,61.0,13.4,3.6,0.0,0.00631
1.1,6.151,19.651,33765.376,156.198,0.95,427.66,5.53,4.4,0.0,1050078.4,4410801.6,139345.6,394828.8,49.6,0.0,49.6,21223.2,13340.4,24831.4,34.6,46.4,16.2,3.2,0.0,0.003
1.12,6.562,15.653,46730.24,202.952,0.76,446.489,6.14,5.6,0.2,1049506.4,4673172.8,139362.4,396393.6,79.2,0.0,140.0,22891.2,13222.8,25902.8,35.2,46.4,15.4,3.0,0.0,0.00442
1.09,5.634,29.407,32747.52,185.002,0.99,430.629,5.84,4.6,0.0,1079096.8,4390448.0,139375.2,403640.0,95.2,27470.4,132.0,48008.8,13760.4,24177.0,33.6,47.4,15.4,3.8,0.0,0.0034
1.13,5.757,19.527,41029.632,204.428,0.79,410.502,6.19,5.0,0.2,1048200.0,4833929.6,139388.0,397795.2,47.2,0.0,53.6,20172.0,12134.6,22808.4,32.6,46.6,18.4,2.6,0.0,0.00283
1.32,6.505,17.491,29492.224,244.464,0.65,556.065,4.61,5.2,0.0,1048200.0,4953960.8,139404.0,400523.2,76.8,0.0,87.2,22504.8,13607.4,25748.4,36.6,44.0,16.2,3.2,0.0,0.00551
1.5,5.978,13.65,20601.856,270.789,0.54,629.405,3.63,4.2,0.2,1047432.0,4932497.6,139404.0,396167.2,162.4,0.0,164.0,21351.2,12615.0,24174.8,38.8,40.8,17.4,3.2,0.0,0.0066
1.51,6.244,24.146,17973.248,295.888,0.52,658.844,3.66,5.4,0.0,1046920.0,5142979.2,139432.8,396221.6,67.2,0.0,67.2,22176.8,13294.2,25129.0,40.6,39.4,16.8,3.0,0.0,0.00519
1.65,6.076,23.445,13546.496,312.306,0.48,736.798,3.23,6.8,0.0,1046356.8,5172701.6,139520.8,396431.2,117.6,0.0,528.4,21516.8,12404.0,23818.8,43.6,37.4,16.6,2.8,0.0,0.00461
1.54,5.756,42.582,11206.656,275.559,0.55,665.201,3.31,5.2,0.2,1046598.4,5345103.2,139576.0,404216.8,54.4,680.0,54.4,23784.8,13053.8,24962.8,46.2,35.4,15.4,3.0,0.0,0.00495
1.38,5.187,33.736,15155.2,279.856,0.57,518.438,4.04,5.6,0.2,1106106.4,5702549.6,139576.0,403986.4,31.2,48482.4,60.0,66880.0,12264.0,20806.6,38.0,42.8,15.4,3.6,0.0,0.0055
1.33,5.596,45.86,24099.84,319.875,0.53,423.335,5.4,5.4,0.6,1091279.2,5970232.8,139589.6,402645.6,120.0,52428.8,120.0,72122.4,12559.4,21339.6,32.6,51.0,13.4,3.2,0.0,0.00454
1.22,6.101,21.788,22009.856,276.732,0.61,397.719,5.71,6.6,0.4,1042776.0,6165208.0,139604.0,404329.6,40.8,0.0,44.0,21806.4,13059.6,24378.0,36.4,43.2,17.4,3.0,0.0,0.0065
0.17,6.901,11.659,1296.384,59.604,1.91,81.983,13.64,5.2,0.0,1042827.2,6390298.4,139608.0,403568.8,32.0,59.2,32.8,24749.6,13696.0,26926.2,49.6,25.6,21.6,3.0,0.0,0.00543
0.66,6.832,17.976,77037.568,171.437,0.79,236.111,13.97,6.0,0.0,1041240.0,2686595.2,139684.0,401478.4,49.6,0.0,54.4,25326.4,13521.6,27364.8,18.0,58.0,21.2,2.6,0.0,0.00556
0.67,3.162,69.84,20291.584,198.635,1.43,230.087,10.75,6.8,2.8,1191501.6,110072.8,30128.0,203098.4,172.0,83668.8,26186.8,91952.0,12016.8,12847.2,3.8,86.8,3.2,6.2,0.0,0.0194
0.67,4.82,36.399,39703.552,197.664,1.46,253.339,12.13,8.0,0.4,1149094.4,1012515.2,20384.0,232447.2,10972.0,31427.2,45120.8,45575.2,11555.4,18250.0,7.2,81.0,8.0,4.0,0.0,0.06776
0.64,5.964,42.669,60774.4,163.662,0.86,209.499,14.83,4.4,0.4,1172600.0,3908280.0,89211.2,335388.0,296.0,3406.4,2198.0,25762.4,12949.8,23050.0,19.2,62.4,15.6,2.4,0.0,0.00759
0.63,6.319,42.188,70968.32,162.217,0.8,204.128,16.06,3.6,0.4,1109214.4,3811835.2,124259.2,356444.0,88.0,0.0,510.8,25448.8,12714.0,25779.2,18.4,58.6,20.8,2.2,0.0,0.00433
0.63,6.844,16.407,64912.384,155.022,0.85,196.404,15.86,3.8,0.2,1106244.8,4211825.6,134060.0,365172.8,282.4,0.0,1424.0,23298.4,13904.4,27226.0,19.6,54.6,21.4,4.6,0.0,0.0047
0.7,6.84,24.272,62546.944,154.984,0.84,243.422,11.64,5.8,0.0,1100766.4,4123808.0,137631.2,375222.4,990.4,0.0,1726.4,25012.0,13207.0,26808.2,19.4,59.8,18.0,2.8,0.0,0.00711
0.67,4.682,48.988,23170.048,160.954,0.99,212.787,9.44,4.0,1.0,1450678.4,3020656.0,138836.8,398320.8,506.4,144932.0,2080.8,161065.6,12691.6,19065.4,11.8,59.0,22.8,6.0,0.0,0.00613
0.89,6.758,15.99,58836.992,144.702,0.91,383.456,7.77,5.2,0.4,1085520.8,3689838.4,139279.2,402026.4,57.6,0.0,188.0,23404.8,13989.0,27095.0,20.4,54.6,21.2,3.8,0.0,0.00375
0.99,7.043,19.481,54142.976,110.918,1.12,482.843,5.6,3.0,0.0,1085086.4,3065918.4,139489.6,408240.8,76.0,0.0,141.6,25768.8,14276.8,27782.4,27.4,50.2,18.8,3.6,0.0,0.00481
1.1,6.763,23.58,50123.776,133.346,0.95,532.289,4.79,3.6,0.4,1084651.2,2938915.2,139560.8,401376.0,59.2,0.0,59.2,25093.6,13340.6,26936.0,30.6,44.4,22.4,3.0,0.0,0.00421
1.03,6.952,24.893,47519.744,119.983,1.08,496.312,5.11,4.0,0.4,1083993.6,3078940.8,139601.6,414044.8,884.8,0.0,2807.6,25822.4,14179.4,28432.4,30.6,45.4,20.2,3.4,0.0,0.00589
1.1,7.129,9.995,50373.632,141.231,0.87,491.405,5.27,3.8,0.0,1083154.4,3543052.8,139787.2,419676.0,70.4,0.0,70.4,24689.6,14442.0,28559.6,29.6,43.6,22.8,3.8,0.0,0.00475
1.11,6.653,20.156,48637.952,163.626,0.76,490.797,5.16,4.2,0.0,1082724.8,3680740.0,139806.4,421928.0,49.6,0.0,50.4,23335.2,13537.4,26558.6,32.0,44.2,20.6,3.4,0.0,0.00476
1.11,6.771,16.357,44903.424,167.527,0.79,477.779,5.18,4.0,0.2,1082369.6,3894320.0,139812.0,428633.6,76.0,0.0,76.0,24752.8,13886.6,27467.8,30.4,46.4,20.0,3.2,0.0,0.00521
0.98,4.808,44.915,25149.44,191.745,0.81,371.738,5.32,4.0,0.6,1598418.4,3911038.4,139816.0,418976.8,81.6,190368.0,92.8,206578.4,12028.2,18547.4,16.2,58.8,20.0,5.2,0.0,0.0048
1.14,6.959,16.907,47261.696,196.183,0.68,453.314,5.74,3.6,0.0,1070864.8,4263592.8,139824.8,419492.0,64.0,0.0,64.0,25059.2,13818.6,28351.6,29.2,47.0,20.0,4.0,0.0,0.004
1.22,7.085,13.656,47287.296,211.366,0.59,477.845,5.31,5.2,0.4,1070376.8,4744966.4,139834.4,420737.6,48.8,0.0,48.8,24655.2,13936.8,28186.0,30.6,44.2,21.2,4.4,0.0,0.00399
1.21,4.572,29.457,23879.68,239.597,0.6,454.59,4.38,3.6,0.0,1631245.6,4565252.8,139896.0,432000.8,84.8,176652.0,88.0,191944.8,10862.6,16744.6,17.4,61.4,16.6,4.4,0.0,0.00575
1.55,6.396,13.479,29849.6,255.767,0.45,640.109,3.49,4.6,0.6,1065350.4,4775420.0,139907.2,434315.2,56.0,0.0,56.0,21133.6,13381.8,25627.0,32.2,41.4,22.4,3.8,0.0,0.00556
1.7,6.54,9.157,23417.856,299.056,0.36,759.325,2.94,3.2,0.0,1065043.2,4768693.6,139924.0,438857.6,59.2,0.0,62.4,22035.2,12982.2,26148.8,36.8,36.0,23.8,3.8,0.0,0.00427
