ipc,context_switches(K/sec),cpu_migrations(/sec),page_faults(/sec),branches(M/sec),branch_misses(%),L1_dcache_loads(M/sec),L1_dcache_load_misses(%),r (procs),b (procs),Swap (KB),Free (KB),Buffers (KB),Cached (KB),si (KB/s),so (KB/s),bi (blocks/s),bo (blocks/s),in (interrupts/s),cs (context switches/s),us (%),sy (%),id (%),wa (%),st (%),avg-latency
0.8,4.712,24.77,49902.592,235.552,1.13,292.188,12.92,7.8,0.4,816691.2,1448666.4,124924,445476.8,40,4512.8,103.6,22526.4,11418.6,19478.2,35.4,60.4,3.8,0.6,0,0.38
0.85,4.842,23.536,35737.6,229.115,1.15,283.224,13.09,7.8,0,847488,3353533.6,64896.8,435988.8,16,0,18109.6,17572.8,10658.2,19198.4,41.6,53.4,4.2,0.6,0,0.46
0.86,4.319,31.331,25252.864,227.708,1.2,289.024,11.85,8.4,1,900632.8,1825626.4,110868.8,459701.6,119.2,36965.6,2763.6,53650.4,11104.2,18031.4,39,56.6,4,1,0,0.25
0.84,4.995,22.939,43783.168,240.601,1.14,298.204,13.06,7.2,0.4,840511.2,3867339.2,124761.6,471261.6,91.2,0,692,19308.8,11699.4,20599.8,41.8,54.2,3.6,0.2,0,0.26
0.89,5.566,20.029,24441.856,240.475,1.13,301.493,12.03,9.4,0,840209.6,3729262.4,131061.6,477512,54.4,0,483.4,21652,12390.4,22420,39.4,55.6,4.8,0.6,0,0.12
0.8,5.026,18.418,36129.792,205.57,1.28,252.897,12.8,7.4,0.4,839773.6,4813275.2,133427.2,471170.4,796.8,0,1386.4,17748.8,11957.4,20588,41.4,54.2,4,0.8,0,0.3
0.85,5.258,19.968,36759.552,233.037,1.19,288.869,11.52,7.4,0.2,838671.2,5255780,134077.6,488701.6,12.8,0,106.4,18940.8,12067.2,21526.4,42,51.4,5.8,1,0,0.53
0.8,4.953,17.479,33561.6,195.421,1.36,241.725,12.78,7.2,0.4,835103.2,5149432.8,134357.6,505199.2,1022.4,0,2735.2,17719.2,12128.6,20356,41,56,3,0.4,0,0.27
1,5.337,17.733,28441.6,206.319,1.3,418.539,7.88,7.4,0.6,814132.8,4737048.8,134448,509080,702.4,0,896.4,18781.6,12264.6,21936,46.2,48,5.2,0.8,0,0.23
0.93,3.534,28.885,10247.168,206.372,1.34,336.697,7.62,6,0.2,1201576,4572832,134508.8,514723.2,15.2,96852.8,46.4,109891.2,10726,14295.2,44.4,51.8,2.8,1,0,0.48
1.1,5.25,23.466,25894.912,255.416,1.01,433.8,7.38,6.8,0.6,811079.2,5433813.6,134536.8,510523.2,12,0,124,19564.8,12054.8,21396.6,49.4,45.4,4.6,1,0,0.32
1.24,5.076,22.228,11315.2,295.303,0.84,539.949,5.43,7,0,811028,5599756,134551.2,514072,6.4,0,6.4,19080,11691.6,20619.4,53.6,42.4,3.8,0.4,0,0.23
1.16,5.321,19.856,17682.432,293.928,0.83,440.672,6.83,7.8,0.4,811028,6102379.2,134563.2,515604,20,0,59.2,19216.8,11783.4,21018.2,51.4,44.6,3.4,0.6,0,0.53
0.64,5.182,20.824,875.714,176.099,1.47,218.343,11.59,7.8,0.2,810516,6449982.4,134580.8,512651.2,16,40,16,20452,11896.4,21390.6,55.6,41,3.4,0.4,0,0.27
0.72,3.621,33.535,37747.712,183.84,1.26,229.151,12.45,8.4,0.4,874786.4,737851.2,132032,493779.2,276,41154.4,328,55914.4,11483.6,16205.8,31.4,62.2,4.2,2,0,0.2
0.81,5.439,28.722,43707.392,223.108,1.06,280.28,12.9,8.8,0,812480,3340245.6,118900,436796,66.4,0,1286.4,21574.4,11925.8,21693,34.4,60.2,5.2,0.4,0,0.47
0.83,5.241,29.998,42711.04,222.568,1.11,281.041,12.69,5.2,0.6,812224,3625785.6,128842.4,440856,21.6,0,83.2,19660,11754.6,21295.6,34.8,57.2,7.6,0.8,0,0.25
0.83,5.344,26.042,45973.504,238.3,1.1,299.377,12.59,7.2,0.6,812044,3692612,132374.4,435531.2,60.8,0,74.4,20239.2,11516.4,21285.2,39.4,54.6,5.4,0.6,0,0.12
0.82,5.274,28.152,40225.792,220.659,1.14,276.237,12.76,8,0.8,811788,4910484.8,133661.6,437870.4,12,0,80.8,19010.4,11461.2,20707.2,40.8,52.4,6.2,0.8,0,0.39
0.81,5.004,25.109,41265.152,204.914,1.17,256.951,12.89,7.6,0.6,811532,4402139.2,133992,439022.4,57.6,0,58.4,21672.8,10904.2,20438.6,36,57,6.8,0.8,0,0.34
0.72,3.288,29.58,17389.568,150.497,1.45,186.442,12.18,8.6,0,919141.6,4030875.2,134099.2,430096.8,12,57005.6,72,68869.6,9450.6,13470.4,37,57.6,4.6,1.4,0,1.04
0.94,5.263,24.035,34830.336,191.477,1.33,365.888,8.56,6.4,0,809526.4,4493742.4,134156,441039.2,63.2,0,85.2,18920.8,11802.6,20907.4,40.4,52.2,6.6,0.8,0,0.26
1.01,5.587,24.862,28562.432,182.218,1.29,431.714,6.93,6.6,0.6,809414.4,4583269.6,134281.6,439820.8,8.8,0,79.2,20349.6,12336,22192,46.2,46.2,6.6,0.8,0,0.11
1.1,4.993,25.402,20888.576,211.987,1.06,405.132,6.7,7.4,0,809138.4,5017791.2,134298.4,437902.4,12,0,32,19336.8,11517,20441.6,49.8,43.4,6.2,0.8,0,0.21
1.02,4.059,31.378,12813.312,240.881,1.09,380.379,6.93,5.8,0,1339940,5105106.4,134312,438723.2,9.6,113638.4,45.6,127630.4,11324.8,15903.4,40.4,54,4.2,1.6,0,0.23
1.35,4.927,24.981,11739.136,298.98,0.75,592.944,4.6,8.6,0,809680,5594320.8,134326.4,442855.2,4,0,111.2,18369.6,11459.2,20626.2,51.8,40.6,6.4,1.2,0,0.33
1.18,4.326,37.727,10816.512,247.626,1,464.306,5.75,9,0.2,876661.6,5974900.8,134338.4,440453.6,16.8,41328,22.4,57927.2,11427.4,18728.2,49.4,44,5.2,1.6,0,0.38
0.58,5.816,27.576,1196.032,173.333,1.5,216.454,11.72,6.8,0,809488.8,6473820.8,134346.4,441866.4,7.2,40.8,17.6,22582.4,13075.6,23831,56.4,37.2,6,0.8,0,0.21
0.78,4.212,37.221,28206.08,216.102,1.35,281.257,10.82,9.4,0.6,831601.6,264485.6,72568,291782.4,74.4,9984.8,23439.8,25105.6,10075,16738,27.2,67.8,4,1.8,0,0.21
0.79,5.419,31.553,49311.744,211.185,1.02,263.829,12.82,6,0.6,849048,3829087.2,79806.4,413830.4,357.6,0,16233.4,19969.6,11786.4,21573.6,32.8,55.8,10,1.6,0,0.29
0.8,5.686,36.678,50817.024,206.667,1.04,261.302,13.31,4.8,0.2,847512,4479091.2,116265.6,419488,38.4,0,217.6,20368.8,11961,22640.6,35.4,52.4,10.4,1.4,0,0.23
0.79,5.736,38.617,53899.264,216.152,1.04,272.566,13.23,6.8,0.2,838501.6,4730927.2,130028.8,428023.2,24.8,0,59.2,22442.4,11922.6,22526.2,32.4,56,10.2,1.4,0,0.12
0.79,5.158,39.973,45585.408,195.018,1.08,246.691,12.38,6.2,0,831048,5131909.6,134743.2,439521.6,90.4,0,1173.6,18806.4,10681,20187.8,35.2,53.8,9.6,1.4,0,0.28
0.93,5.895,25.667,45601.792,197.778,1.15,373.915,8.47,7.2,0.2,830696,4495764.8,136430.4,449825.6,27.2,0,204.4,22732,12799.6,23707,33.4,55,10.6,1.4,0,0.3
0.83,3.209,47.99,20278.272,177.778,1.37,253.014,9.15,6.4,0.2,1136046.4,4081129.6,137218.4,444544.8,6.4,101924,421.2,113064.8,9729,12753.4,29.8,59.8,7.4,3,0,0.16
1.12,5.699,25.39,32547.84,195.809,1.1,480.35,5.92,5.4,0.2,829072,4420961.6,137486.4,448476.8,53.6,0,246.4,20981.6,12455.8,23232.4,42.6,44,11.4,2,0,0.21
1.08,5.793,26.934,31661.056,200.871,1.02,439.996,6.26,6,0.2,828872,4723252,137636,452672.8,16,0,16,21652,12313.6,22987.4,41.4,46.2,11,1.4,0,0.27
1.1,5.495,27.852,30143.488,197.042,0.99,387.839,6.83,6.8,0.4,828560,5151603.2,137683.2,454414.4,14.4,0,134.4,19073.6,11166.6,20519.6,42.6,45,10.8,1.8,0,0.28
1.3,5.689,26.098,18723.84,262.998,0.77,549.181,4.77,4.8,0.2,828333.6,5518975.2,137728,457067.2,11.2,0,25.6,20189.6,12336.4,22936,43.6,43.2,11,2,0,0.32
1.5,5.49,25.897,9699.328,308.594,0.63,688.514,3.88,5,0,828185.6,5512818.4,137760,459953.6,13.6,0,14.4,19248.8,11958.6,21872,52.4,35,11.6,1.2,0,0.2
1.11,4.232,55.309,8116.224,245.906,0.92,374.648,6.12,7.4,0,934358.4,6058428,137760,454652,8.8,93651.2,49.6,108358.4,11914,17309.6,34.6,52.2,9.2,4.4,0,0.36
0.49,6.643,26.32,1080.32,142.9,1.55,185.325,12.06,7.8,0.8,827860,6529600.8,137778.4,459005.6,15.2,52,38.4,23900,14837.6,26997.4,53.6,31.6,13.4,1.6,0,0.12
0.67,6.455,19.008,51260.416,181.813,0.93,237.979,13.98,5.6,0,826213.6,2583257.6,110798.4,366736,3946.4,1612.8,4282.4,21317.6,18618.4,25127,21.6,65.2,10,3.2,0,0.29
0.93,5.88,19.319,29063.168,147.815,1.05,312.055,8.35,4.8,0.4,822880,2271107.2,122187.2,370488,11.2,0,1510.4,20228,12075.8,22971.6,33.6,47.2,16.8,2.8,0,0.28
0.71,6.349,20.316,52116.48,163.278,0.96,207.977,14.4,6,0,820832,4463380,131680.8,372593.6,10.4,0,34.4,21392,12810.8,24624,23,55.6,18.2,3,0,0.27
0.69,4.137,55.544,32642.048,164.409,1.13,216.839,11.34,4.2,0,1013410.4,3135632.8,135164.8,368918.4,16.8,92470.4,129.6,106984,11889.4,17387.6,21,59.8,15.4,4,0,0.23
1.12,6.133,25.177,26472.448,174.881,1.51,480.017,5.28,4,0.6,810684.8,3243500.8,136793.6,386000,8.8,0,1828.4,21260,13023.8,24556.4,31.6,49.8,16,3,0,0.77
1.09,6.173,21.568,42590.208,140.793,1.15,492.731,5.33,5.2,0,809278.4,3287328,137400,388124,27.2,0,41.6,21559.2,13087,24694.2,36,45.4,15.8,2.8,0,0.27
1.2,6.301,21.591,35741.696,189.297,0.83,497.988,5.23,3.4,1,809020,3972714.4,137669.6,392610.4,46.4,0,109.6,22873.6,12743.4,24880.4,37.6,42.2,18.2,2.2,0,0.21
1.21,6.421,18.059,30923.776,202.02,0.75,467.249,5.31,5.2,0.2,808876,4199892,137737.6,389269.6,0.8,0,8,22877.6,13472.4,25975.6,35.4,45.8,15.8,2.8,0,0.38
1.29,6.493,24.358,34079.744,223.495,0.72,513.2,4.98,4.6,0,807728,4954633.6,137780.8,400444.8,79.2,0,158.8,23928.8,13642.2,26620.6,34.6,45,17.8,2.8,0,0.18
1.51,6.29,20.239,23400.448,277.432,0.52,673.485,3.56,5.8,0,807492,4959745.6,137828.8,401492.8,46.4,0,119.2,23100,12707.8,24459,40.4,44.4,13.6,2,0,0.12
0.9,2.997,52.121,10853.376,135.294,1.17,230.566,6.64,7.2,0.4,1259985.6,5282538.4,137832,393812.8,0,85562.4,115.6,96152,8772.6,11863.2,25.2,59.4,10.8,4.6,0,0.33
1.34,3.968,47.679,12088.32,242.877,0.71,472.042,4.03,5.2,0.8,999365.6,5677424.8,137841.6,392866.4,0.8,104857.6,26.4,117518.4,10621.8,14272.8,29.4,54.2,11.2,4.8,0,0.43
1.31,5.081,40.868,27327.488,340.14,0.48,359.082,6.34,4,0.4,847073.6,6182890.4,137848.8,396765.6,52,52428.8,142.4,69488.8,11987.4,19138,29.4,53.2,13.4,4.2,0,0.22
0.31,7.146,21.115,1183.744,95.785,1.71,128.062,12.38,4.8,0.4,806036,6557781.6,137856,400592,23.2,49.6,67.2,26983.2,14594.4,29259,49.6,29.2,19.2,2,0,0.18
0.75,4.325,39.364,22587.392,188.584,1.36,247.156,9.71,6,0.6,830911.2,740615.2,45784.8,236320.8,152,10909.6,30872.8,24685.6,9908.2,16098,15.4,71,10,3.4,0,0.29
0.64,6.492,12.359,55068.672,146.755,0.89,189.063,14.85,4,0.4,849964,4576634.4,86668,378376,134.4,0,15925.4,20445.6,15025.8,25352.6,17.8,59.2,18.4,4.6,0,0.3
0.93,6.115,15.063,56150.016,121.304,0.98,380.665,6.45,3.6,0.2,846636,3273705.6,122415.2,406716.8,56,0,1565.2,21832,12002.2,23902,23.8,53.4,20.8,2.6,0,0.28
0.91,6.494,11.862,56030.208,116.067,1.01,388.01,6.62,2.4,0.4,845868,3240809.6,134089.6,417399.2,31.2,0,31.2,24768.8,13926.8,27244.6,24.4,50.6,21.8,3.4,0,0.24
0.66,4.086,46.843,17847.296,155.156,1.07,198.79,8.51,3.8,0.2,1372798.4,3635500.8,137733.6,410579.2,19.2,168519.2,117.6,182629.6,12022.2,16878.8,10.6,58.8,23.6,7,0,0.26
1.04,6.848,6.121,45454.336,122.806,0.93,475.607,5.05,4.4,0.4,841745.6,3882151.2,139630.4,422300.8,24,0,119.2,23308,14578.4,27149,24.6,51,20.8,3.4,0,0.27
1.11,6.293,12.964,37189.632,122.605,1.01,429.913,4.9,2.8,0,841252.8,3854484.8,140512.8,433500.8,31.2,0,704.8,21477.6,12608.4,24937.2,30.8,45.4,19.4,4.6,0,0.2
1,3.828,42.63,4536.32,142.907,1,300.846,4.46,5.6,0,1472395.2,3737658.4,140780,435334.4,49.6,150024.8,310.4,162712,10720.2,15207.8,24.4,48.6,20.6,6.6,0,0.24
1.07,4.197,34.84,24754.176,210.278,0.67,358.253,5.26,4.4,0.2,1647061.6,4415832,140870.4,431942.4,53.6,170048.8,293.6,184318.4,11185,16373.4,16.8,59.6,17.8,5.8,0,0.47
1.59,6.373,9.364,23371.776,278.91,0.41,664.924,3.21,5.8,0,840075.2,5212364,140919.2,442500,8,0,144.8,22236.8,12267,25113.6,33.4,44.2,18.6,4,0,0.28
1.79,6.05,11.325,13258.752,315.224,0.42,807.756,2.55,4.2,0.2,840216,5024611.2,140989.6,447628.8,63.2,0,338.4,20378.4,12811,24001,41.6,34,20.8,3.6,0,0.13
1.52,5.966,25.632,21766.144,278.215,0.43,627.284,3.47,4,0,942112,5623518.4,141020.8,443025.6,53.6,19057.6,68,39744.8,12395,22944,29.2,48.6,17.2,5,0,0.28
1.5,6.175,31.31,36547.584,367.61,0.3,463.913,4.88,4.4,0,838688,6126849.6,141047.2,443288,20,0,116.8,23750.4,12356.4,24273,31.4,47,19.2,2.6,0,0.22
0.18,7.19,7.743,950.366,60.515,2.38,85.616,12.48,4.6,0,838761.6,6551151.2,141133.6,448635.2,7.2,57.6,823,23983.2,14196.6,28503.6,49.8,23.4,22.8,4,0,0.21
0.78,5.184,17.819,44134.4,203.752,1.3,254.45,13.97,7.8,0.2,838524,2214513.6,141376,450297.6,11.2,0,119.2,19464.8,12446.8,21908.6,42,56.6,1.4,0.2,0,0.3
0.83,5.127,19.902,38044.672,230.034,1.22,286.525,13.05,7.6,0.2,849728,1940605.6,101172,331990.4,1.6,0,8424.8,19731.2,12034.2,21636.4,40.2,57.6,2,0.4,0,0.49
0.89,5.075,17.93,35774.464,256.015,1.15,322.736,11.79,7.2,0.4,847894.4,2410644,125360.8,340509.6,56.8,0,689.6,18810.4,11430.4,20823.8,43,55.6,1.6,0,0,0.21
0.85,5.336,16.029,34829.312,235.81,1.15,296.285,12.26,9.8,1.2,847720,3696742.4,134132,342467.2,30.4,0,180.2,18847.2,12602.8,21514.6,42.2,56.4,1.2,0,0,0.33
0.86,5.096,18.935,32285.696,237.154,1.18,296.588,11.99,9,0.2,848144,4036950.4,137403.2,348368,8,0,30.4,18181.6,11775.4,20670.2,45.2,52.8,1.8,0.2,0,0.28
0.88,4.956,16.758,32450.56,238.178,1.19,301.394,12.37,8.4,0.2,847888,3786679.2,138590.4,348146.4,8,0,80.8,17132,11726.2,19939.8,43,55,1.6,0.2,0,0.21
0.83,5.312,15.491,38092.8,234.067,1.19,289.971,12.57,9.4,0.6,847478.4,5181079.2,139074.4,344678.4,56,0,80.8,18632,12631.4,21200.2,43.8,55.4,0.6,0,0,0.25
0.87,5.378,16.919,30922.752,233.952,1.23,288.255,12.12,7.4,0.2,846096,5440692.8,139392.8,367378.4,21.6,0,212,18899.2,12917.6,21635.4,45.8,53,1.4,0.4,0,0.24
1.01,5.234,14.026,24377.344,209.392,1.43,421.862,7.68,7.6,0.2,845840,4767758.4,139484.8,373503.2,18.4,0,544.4,18547.2,12843,21522.8,47,51.6,1.2,0,0,0.13
1,5.122,20.209,20851.712,197.163,1.37,391.245,7.81,10.6,0.2,845225.6,4919960,139556.8,377801.6,11.2,0,40,20662.4,12575.2,22364.8,49.8,48.4,1.8,0.2,0,0.13
1.04,5.393,14.778,17573.888,228.097,1.18,389.074,7.66,8.4,0.6,844816,5668867.2,139590.4,376619.2,6.4,0,6.4,19320.8,12529.4,21274.4,50.4,47.2,2.2,0.4,0,0.23
1.17,5.096,14.908,12284.928,268.904,0.96,480.883,6.08,8.8,0,844764.8,5830620,139621.6,376910.4,25.6,0,41.6,19820,10888.2,20588.4,48.2,49.2,2.6,0.2,0,0.1
1.16,5.539,15.768,11876.352,281.099,0.95,488.002,6.43,6.6,0.4,844304,6107086.4,139636,383554.4,19.2,0,57.6,20260,13136.4,22708.6,52.8,44.8,2,0.2,0,0.23
0.66,5.887,15.2,802.197,188.329,1.52,239.92,12.12,8.2,1.2,837803.2,6604738.4,139650.4,387652,56,32.8,79.2,21475.2,13387.4,23643.2,57.6,40.4,1.8,0.2,0,0.23
0.76,4.617,21.816,37274.624,205.093,1.18,254.523,13.15,7.6,0,839912,1138912.8,118056,334554.4,25.6,1244.8,220,19083.2,11536,19464.6,34.6,61.2,3.4,0.4,0,0.42
0.88,4.61,21.782,39214.08,252.93,1.05,318.574,11.41,8.2,0.4,844644,2128457.6,81478.4,370162.4,142.4,0,12336.6,17037.6,10721.2,18744.4,37,57.6,4.6,0.8,0,0.25
0.89,5.117,21.017,31216.64,255.991,1.31,325.43,11.61,9.2,0.4,844285.6,3102236,115098.4,387259.2,44.8,0,856.8,18669.6,12246.6,20701.4,37.8,57.4,4.4,1,0,0.23
0.87,5.034,22.05,40178.688,251.678,1.08,313.624,11.82,6.8,0.4,843876,3816245.6,127472,399640,7.2,0,113.6,17405.6,11640,19747.8,41,55.6,3.6,0.6,0,0.12
0.83,5.272,20.927,35651.584,228.187,1.15,283.479,12.55,7,0.4,843620,4457663.2,132280,405632,24.8,0,1943.2,18533.6,12300.6,21159.2,43.2,53.6,2.6,0.4,0,0.19
0.81,4.912,22.424,35636.224,197.609,1.22,244.062,13.03,6,0.6,843108,4809876.8,133756,409889.6,16,0,295.2,17475.2,11284.4,19728,42.2,53.4,4,0.6,0,0.41
0.86,5.094,21.703,36762.624,234.996,1.15,292.405,12.11,6.6,0.6,842852,4870671.2,134377.6,413568,43.2,0,71.2,18243.2,11394.8,19937,41.6,53.8,4,0.8,0,0.22
0.93,5.091,20.066,34527.232,218.643,1.25,343.828,9.67,8.4,0.2,842852,4828159.2,134646.4,410899.2,35.2,0,138.4,18983.2,12077.2,21253,43.8,50.2,5.2,0.4,0,0.32
0.87,3.851,41.52,14044.16,189.567,1.41,314.036,8.31,8.6,0,1184628.8,4340569.6,134775.2,415112.8,11.2,110779.2,52.8,124356,11842,15271.8,39,56.2,3.2,1.6,0,0.25
1.12,5.014,20.316,23071.744,252.507,1.02,452.606,7.02,7.2,0,838760,5002564,135264.8,427929.6,0.8,0,388,18692.8,11723.4,20377.6,52,44.4,3.4,0.2,0,0.27
1.06,4.99,20.687,25017.344,237.308,1.1,398.443,7.79,9,0,837936,5686049.6,135394.4,424380.8,60,0,62.4,17685.6,11665.4,20311,49,47.4,3.2,0.4,0,0.24
1.24,4.777,26.35,13118.464,284.005,0.88,543.349,5.46,6.2,0.8,837936,5772430.4,135404,428577.6,20,0,21.6,18326.4,11361.8,19619,51.2,45.4,3.4,0.4,0,0.29
1.19,5.396,22.02,17242.112,318.082,0.83,477.228,6.72,8,1,837424,6183362.4,135425.6,427508.8,20.8,0,102.8,19724.8,11933.2,21405.4,47.2,48.8,4,0.4,0,0.28
0.62,5.967,24.075,1045.504,187.662,1.46,237.341,11.61,7.6,0.2,835632,6567275.2,135464,435816.8,129.6,34.4,129.6,23488,13894.6,24275.8,55.4,40.2,4.2,0.6,0,0.09
0.9,5.096,33.253,19634.176,255.961,0.97,336.248,10.48,7,1.2,847166.4,1386773.6,101903.2,335281.6,27.2,6338.4,540.6,27384.8,11595.6,20527,34.6,58.2,5.6,1.4,0,0.28
0.86,4.952,32.737,38049.792,226.921,1.11,290.204,11.34,6.4,0.4,856547.2,3325880.8,95194.4,342296,25.6,0,12048.8,18256,10706.8,19704.6,37,56,6,0.8,0,0.26
0.88,5.317,28.041,29773.824,238.139,1.02,299.792,11.91,6.2,0,854704,3194165.6,121423.2,344128.8,16,0,818.6,19952.8,11493.6,21062,36.2,58,5,0.8,0,0.35
0.85,5.361,28.726,40406.016,230.257,1.13,287.869,12.52,8,0,853680,4205042.4,129968.8,371825.6,21.6,0,182.4,19473.6,11985.4,21761.4,40.6,50.8,7.8,1,0,0.28
0.82,5.322,33.763,43840.512,217.252,1.11,269.683,13.19,6.2,0.2,852912,4587088,132989.6,374440,10.4,0,1931.2,18616.8,11747.6,21046.4,41,51.2,6.8,1.2,0,0.15
0.93,5.432,30.067,24071.168,206.219,1.15,320.975,9.91,7.6,0.4,852656,3923168,134168.8,389956,19.2,0,84.8,20158.4,12273.8,22355.2,44.4,48,6.8,1,0,0.27
0.83,5.225,29.185,41995.264,214.239,1.12,278.877,12.28,7.4,0.2,852656,5181784,134564.8,389475.2,12,0,94.4,19180.8,11488.2,20845,41.2,50.4,7.4,0.8,0,0.18
0.95,5.528,29.914,30764.032,174.324,1.34,368.764,8.06,5.8,0.6,852400,4597097.6,134860,395102.4,17.6,0,66.4,20992,12127.4,22262.6,45,47.4,6.6,1,0,0.47
1.05,5.191,31.879,26870.784,191.859,1.29,437.765,6.81,5.4,0.6,852144,4699032,135019.2,394494.4,13.6,0,64.8,19520,11464.2,21505.6,45.8,46,7.2,1,0,0.31
1.15,5.281,25.317,29038.592,250.067,0.97,450.44,6.91,6.6,0.6,843608,5226379.2,135081.6,393328,11.2,0,11.2,19451.2,11544.6,20889.2,46,45.6,7.2,1.2,0,0.12
1.18,5.365,28.596,23519.232,253.307,0.93,480.606,6.12,7.8,0.4,843608,5534301.6,135100.8,393171.2,35.2,0,470.4,21393.6,12114.4,21892.4,46,47.4,6,0.8,0,0.27
1.17,4.965,23.043,15756.288,259.034,0.95,485.04,5.85,7.8,0.2,1039520.8,5866741.6,135220,391128,17.6,36935.2,64.8,53522.4,12099.8,19195.6,42.8,49.6,6.6,1,0,0.35
1.21,3.867,30.257,8184.832,258.829,0.87,403.255,5.62,7.8,0.4,895737.6,6172801.6,135259.2,397483.2,8.8,32150.4,12,47344,9968,16094.6,47.2,46.6,5.4,1,0,0.27
0.59,5.36,22.595,1172.48,162.812,1.52,204.357,12.03,8.4,0,842984,6609006.4,135382.4,392545.6,28,47.2,173.6,19188.8,11956.4,21264.2,56.8,36,6.6,0.8,0,0.13
0.81,4.402,29.265,28843.008,217.701,1.39,279.571,11.42,9.4,0.2,861669.6,961205.6,81208.8,259433.6,12,17102.4,2729.8,33649.6,11061.2,18346,30,60.4,8,1.6,0,0.22
0.81,5.363,26.059,52505.6,215.158,1.02,269.736,12.95,6.6,0.2,844298.4,4005548,98124.8,384882.4,12.8,0,13163.2,19620,11729.6,21769,32.2,55,10.6,1.8,0,0.36
0.79,5.512,29.349,45021.184,200.837,1.06,254.452,12.82,6.6,0.2,844044.8,4198470.4,126451.2,400252.8,12,0,706.4,21112,12022.4,21861.2,33.6,56.6,8.6,1,0,0.31
0.85,5.076,30.434,46685.184,223.602,1.67,282.604,11.38,5.6,0.4,843750.4,4349867.2,135673.6,408500.8,12.8,0,2735.6,18667.2,10731.2,19822.4,30,59.6,9.4,1.4,0,0.21
0.77,5.197,31.908,44820.48,186.083,1.09,234.299,13.21,7.8,0.4,843595.2,5033900.8,139007.2,431199.2,20,0,180,19824.8,11324.6,20813.6,36,53.6,9.4,1,0,0.17
0.77,5.002,27.793,42488.832,172.802,1.15,215.651,12.44,7.8,0.2,843406.4,5256709.6,140400,434888.8,3.2,0,32,18254.4,10339.2,19177,35.6,53.6,9.8,1,0,0.35
0.88,3.823,41.496,19650.56,192.009,1.31,316.005,7.92,4.4,1,1218233.6,3652447.2,141009.6,430541.6,4.8,122210.4,17.6,135742.4,11440.8,15301.6,32.8,56,8.2,3.2,0,0.28
1.08,5.639,35.282,31727.616,178.288,1.2,463.662,6.22,6.4,0.2,841390.4,4089893.6,141360.8,437396.8,40.8,0,484.2,21237.6,12049.2,23243.2,42.2,43,13,2,0,0.26
1.14,5.718,24.689,30704.64,212.897,0.94,448.163,6.02,5.4,0.4,841243.2,4843317.6,141548,436488.8,12.8,0,29.6,21739.2,12568.4,23755.8,42.6,46,9.8,1.8,0,0.15
1.15,6.141,27.701,29020.16,228.004,0.9,429.016,6.44,5.6,0.2,841023.2,5270707.2,141592,442264,19.2,0,19.2,21976.8,13325.2,24264,42,45.6,10.8,1.6,0,0.19
1.1,3.949,40.114,10984.448,246.682,0.98,418.431,5.82,6.2,0,1306088.8,5238692,141639.2,433266.4,6.4,127279.2,49.6,141058.4,10708.4,14791,34,55.8,7.8,2.4,0,0.33
1.32,4.928,33.299,14448.64,271.257,0.78,560.609,4.61,7.2,0.6,934836.8,5738180,141744,432690.4,12.8,28160.8,265.6,45489.6,11719.8,19645.4,40.8,46,11,2.4,0,0.38
1.31,5.344,27.501,24733.696,347.723,0.57,390.033,6.64,5.8,0.2,841424,6162818.4,141816,436177.6,6.4,0,101.6,21277.6,12003.6,22245.8,43.6,44.4,10.6,1.4,0,0.18
0.49,5.633,13.606,864.563,127.926,1.56,164.73,12.33,6,0.2,841743.2,6578699.2,141837.6,439440.8,12,40,28,19559.2,12367.2,22912,56.6,30.6,11.4,1.8,0,0.63
0.79,5.281,20.928,31626.24,204.187,1.35,260.919,10.73,6.6,0.4,844458.4,3122952.8,63144.8,245990.4,60,915.2,21767.6,18301.6,13646,20938.6,17.2,66.2,12.8,3.4,0,0.33
0.69,5.747,15.48,55259.136,159.474,0.97,201.372,15.23,5,0.4,844708,3829474.4,98387.2,414182.4,14.4,0,11776.2,19968.8,12169,22475.2,22.6,57.8,16.6,3,0,0.34
0.91,6.118,18.283,32033.792,150.436,1.01,313.572,8.83,4.2,0,844708,2328551.2,123281.6,415675.2,22.4,0,104.2,23077.6,13378.4,24524.6,28.2,52.4,17.2,2.6,0,0.3
0.71,6.192,20.066,46676.992,167.32,1.08,216.222,12.62,4.8,0,844656.8,4808151.2,131327.2,417796.8,672,0,2812.2,22084,13954.8,26184,24.2,55.2,17.6,3,0,0.23
0.79,3.895,35.264,20727.808,150.573,1.32,265.199,7.48,4.6,0.6,1184744,2652264,134072,441538.4,12,119928.8,804,132844,11735.2,15561.4,20.4,58.8,16.2,5,0,0.74
0.64,5.595,30.548,45442.048,142.524,1.68,210.145,12.78,7.6,0.2,836264.8,4245222.4,135524.8,489216.8,4237.6,0,10943,19431.2,13125.2,23555.8,28.8,60.6,9.2,1.6,0,0.35
0.91,6.536,12.029,40073.216,140.695,1.09,356.345,7.48,6,0,830070.4,4340277.6,136271.2,508688.8,104.8,0,252.8,22938.4,13831.2,25963.2,26.6,53.6,17.2,2.8,0,0.26
0.96,3.869,28.97,19728.384,169.173,1.09,333.438,6.13,4.4,0.8,1302375.2,3883701.6,136441.6,509036.8,56.8,132732.8,538.4,146932.8,11536.2,15922,23.8,57.6,15.2,3.8,0,0.46
