ipc,context_switches(K/sec),cpu_migrations(/sec),page_faults(/sec),branches(M/sec),branch_misses(%),L1_dcache_loads(M/sec),L1_dcache_load_misses(%),r (procs),b (procs),Swap (KB),Free (KB),Buffers (KB),Cached (KB),si (KB/s),so (KB/s),bi (blocks/s),bo (blocks/s),in (interrupts/s),cs (context switches/s),us (%),sy (%),id (%),wa (%),st (%),avg-latency
0.98,5.448,18.181,37553.152,163.165,1.24,403.974,6.86,5,0.2,824463.2,4250804,134001.6,460804.8,12.8,0,338.4,19377.6,12128.6,22145.6,37.2,50.4,10.8,1.4,0,0.22
1.03,5.243,32.521,31985.664,143.667,1.32,416.102,6.33,6.6,0,824108,4431153.6,134294.4,459532.8,28,0,499.2,21759.2,11266.8,21796.4,38.6,50.8,9.4,1.2,0,0.72
1.03,4.03,45.023,10697.728,145.166,1.54,382.954,5.84,7.2,0,927830.4,4057458.4,134556.8,462996,4.8,58867.2,8.8,76550.4,11619,18634,40.4,49,8,2.6,0,0.19
1.14,5.02,18.337,28973.056,221.85,1.01,415.616,6.36,5.8,0.2,823290.4,5204136,134606.4,474039.2,631.2,0,2723.8,17743.2,11234,19963.8,40.2,46,12,1.6,0,0.31
0.84,2.568,31.882,10016.768,128.241,1.48,221.461,7.59,8.6,0.4,1054491.2,5119977.6,134620,468308.8,53.6,70955.2,113.6,79246.4,7105.4,9812.8,34.4,56,6.8,2.8,0,0.56
1.15,3.894,25.349,5659.648,200.814,1.06,410.482,5.19,6.2,0.4,929894.4,5478087.2,134628.8,494408.8,5.6,60653.6,9.6,74822.4,10479,15843.6,39.4,48.2,10,2.4,0,0.41
1.17,4.503,20.834,14422.016,216.812,1,414.059,5.56,6,0.2,866178.4,6037287.2,134640,498084.8,8.8,24303.2,8.8,40480,10082.6,17482.8,40.2,48.2,10.6,1,0,0.23
0.47,4.268,13.545,1185.792,99.2,1.75,127.124,12.35,7.4,0.4,818628,6483180,134667.2,501035.2,53.6,25.6,63.2,13492.8,9365.4,16000.4,47.2,42.2,9.6,1.2,0,1.33
0.54,2.289,26.393,39430.144,99.857,1.23,119.474,15.83,5.8,0.6,818628,1673664.8,134679.2,507385.6,2.4,0,3.2,8380,5604,9615.8,17.4,67.2,13,2.4,0,1.46
0.64,3.189,28.078,32032.768,123.9,1.22,157.838,13.95,4.8,0.6,857342.4,1684451.2,119942.4,448860.8,70.4,24794.4,897,37320.8,9161,14698,17.6,64.4,14.4,3.6,0,0.45
0.71,4.544,11.523,46244.864,157.021,0.93,195.778,14.42,5.6,0.2,820446.4,3839584.8,125950.4,442264,11.2,0,41.6,14940,9537.6,17146.2,22.8,57.8,16.8,2.6,0,0.38
0.73,5.707,9.53,57226.24,177.407,0.87,228.444,13.23,5,0.2,820172,3529951.2,130380.8,448064,8,0,9.6,19337.6,11840,22034.6,22.6,55.6,18.8,3,0,0.29
0.68,5.508,12.402,46896.128,139.835,1.06,174.519,14.33,4.6,0,820116.8,4519108,133114.4,450718.4,3.2,0,3.2,19471.2,11779.6,22279.6,25,57,15.6,2.8,0,0.64
0.72,5.028,10.727,46005.248,141.833,1.06,197.293,12.59,3.2,0.2,819834.4,5011282.4,134112,448713.6,13.6,0,24.8,17282.4,11030.4,20060.4,24,55.4,17.8,2.4,0,0.19
1.05,2.978,42.133,264.911,145.39,1.13,329.651,5.18,5.6,0.4,1032788,2940152.8,134548.8,446488,8.8,92062.4,11.2,103260,9189,12587.2,25.8,55.2,14,4.8,0,0.82
1.1,5.472,25.977,24329.216,160.325,1.09,435.607,5.25,5.2,0.2,827789.6,4019388,134739.2,453572,7.2,8643.2,7.2,31167.2,12697.6,23282.4,33.2,45.4,17.8,3.2,0,0.2
0.87,3.006,45.762,5567.488,117.609,1.5,251.77,5.73,5.8,1,1216769.6,4006549.6,134869.6,446969.6,27.2,107444,27.2,117904.8,9792,12822.8,26.2,54.8,13.2,5.4,0,0.72
1.05,4.728,13.151,32445.44,144.211,0.91,325.611,6.19,5.2,0.2,816884,4953289.6,134900.8,445746.4,1.6,0,27.2,16176,9853,18257.8,33.2,44.8,19.8,2.4,0,0.32
0.95,3.532,14.885,23532.544,105.267,1.14,246.026,6.63,5.4,0,816884,5772389.6,134948,445051.2,6.4,0,6.4,10645.6,7254.4,13049,31.2,51.6,15,2,0,4.03
1.31,4.475,14.42,11767.808,217.714,0.72,453.683,4.16,5.8,0.6,996218.4,5628868.8,134976,447386.4,6.4,55128.8,6.4,73084.8,10967,17956.2,31,49.6,17.2,2.4,0,0.36
1.4,5.129,15.722,15527.936,266.806,0.48,431.28,4.39,6,0,815863.2,6209781.6,135005.6,451026.4,6.4,0,44,18737.6,11011.2,20507.8,36.2,46,16.2,1.8,0,0.44
0.3,5.908,10.575,853.763,75.654,1.72,100.05,12.8,6.2,0,816140,6557272.8,135036,455796,4,56,4,21425.6,12742.8,24181.8,45.8,32.6,19.4,2.2,0,0.12
0.48,3.299,14.655,52683.776,83.085,1.12,102.919,18.08,7.8,0.6,816140,5472889.6,135048,422164.8,4,0,25.6,9099.2,6417,11146.8,13,68.2,15.6,3.4,0,4.61
0.66,5.175,9.106,56605.696,144.295,0.87,182.696,14.63,4.4,0.2,815986.4,3077620,135343.2,450884,12.8,0,68.8,14910.4,10034.4,18040.4,14.4,61.6,20.8,3,0,0.33
0.73,6.446,6.181,60533.76,125.262,0.94,252.055,10.91,5.6,0,815884,3450920,135347.2,451740,1.6,0,41.6,23984,13975.4,27059,20,55.8,20.6,3.6,0,0.15
0.6,5.389,13.701,39117.824,134.187,1.22,179.047,13.95,4,0,813324,4127269.6,135390.4,482428.8,3596,0,6923.2,16070.4,12467.8,21944.8,18.8,62.8,15.2,3.6,0,0.57
0.82,3.861,33.183,23308.288,113.859,1.33,285.345,6.06,3.4,0.2,1173343.2,2445287.2,135403.2,483694.4,8,115904.8,8,128958.4,12116.2,15558.6,13.4,60.6,19.6,6.4,0,0.16
0.96,6.747,6.079,43907.072,99.983,1.06,388.049,5.8,4,0.2,778536.8,4039994.4,135415.2,484428,14.4,0,14.4,22736,13488,26501,21.8,51,23.4,3.6,0,0.17
0.97,2.906,22.635,16748.544,114.603,1.04,290.936,4.77,3,0.8,1412593.6,3308254.4,135420.8,482347.2,0,123060.8,40,133541.6,9319.2,12301,15.6,57.8,20.2,6.2,0,0.4
1.12,5.43,5.659,32888.832,119.484,0.94,384.479,4.8,5,0.2,777841.6,4003998.4,135436,480756,2.4,0,16,21550.4,11944.8,22113.4,30.6,41.8,23.6,4.2,0,0.29
1.1,5.604,14.605,35368.96,151.305,0.84,368.017,5.49,6.2,0.2,777748,4876692.8,135462.4,487462.4,3.2,0,101.6,20736,11448.8,22479.4,29.6,47.2,20.8,2.8,0,0.39
1.52,6.151,4.039,24449.024,237.308,0.48,592.146,3.39,4.4,0.6,777708.8,4806212,135476,490232,3.2,0,12.8,20082.4,13177.2,24243,31.8,40.6,23.8,4.2,0,0.34
1.61,6.403,15.361,17687.552,279.844,0.39,713.758,2.94,4.6,0.4,777556,5197409.6,135485.6,484316.8,1.6,0,1.6,23534.4,13534.4,25919,35.8,42.4,18.2,3.2,0,0.41
1.51,5.854,16.961,25443.328,269.254,0.45,634.781,3.42,4,0.2,882536.8,5644645.6,135500,482262.4,1.6,21528.8,26.4,42654.4,12314.4,23701.2,32.6,43.2,20.2,3.8,0,0.28
1.32,4.903,22.275,25914.368,308.027,0.41,330.304,5.8,5.8,0.4,861767.2,6012700,135508,483828.8,0.8,51500,0.8,68349.6,12465.6,19435.6,25.4,48.8,21,5,0,0.23
0.17,7.237,5.453,1116.16,57.545,1.94,81.373,13.67,5.6,0,778347.2,6454196.8,135516,492530.4,4,54.4,20,24788,15688.2,29610.4,46.2,27.6,22.2,4,0,0.16
0.82,5.266,15.844,30072.832,225.65,1.18,276.833,13.35,8.2,0.6,778552,2319352.8,135532,486405.6,1.6,0,97.6,18932,12584.2,21501.8,43.4,53,3.2,0.4,0,0.27
0.8,4.864,15.889,41584.64,230.422,1.18,287.759,13.78,7.6,0.2,778552,1699752.8,135536,487063.2,4.8,0,4.8,18341.6,12347.2,20451.6,41.2,57.2,2,0,0,0.31
0.84,5.268,13.78,32715.776,234.14,1.16,296.925,12.22,7.4,0,776996.8,1728187.2,135560,484206.4,4,0,4,21058.4,12220.8,20666.8,44.8,52.4,2.4,0.6,0,0.16
0.85,5.53,10.694,35840,240.386,1.17,304.384,12.26,7.4,0.6,776968,3309675.2,135576,480939.2,0.8,0,0.8,19933.6,12822.8,22082.6,40.2,57.8,2,0,0,0.28
0.84,5.017,14.404,29431.808,225.132,1.17,279.235,12.21,7.6,0.2,776930.4,3848910.4,135589.6,480397.6,1.6,0,1.6,19867.2,12022.8,20002,42.4,55.2,2,0.2,0,0.22
0.84,4.539,17.322,26302.464,204.738,1.21,260.113,11.88,8.6,0.4,776768,3737046.4,135631.2,480966.4,5.6,0,121.6,17558.4,10833,17890.2,41.8,55.4,2.4,1,0,0.24
0.9,5.249,11.739,17179.648,230.609,1.19,321.951,10.84,6.6,0.8,776607.2,4436551.2,135932,486796,0.8,0,0.8,21404.8,12626,21113.8,44.4,53.6,1.6,0.2,0,0.24
0.83,5.432,16.234,33282.048,231.192,1.24,285.137,12.07,8.4,0.4,776497.6,5183712,135947.2,484216,3.2,0,3.2,23780.8,12474.2,22019,41,56,2.6,0.4,0,0.33
0.81,4.635,17.008,27471.872,183.535,1.39,238.847,12.53,7.4,0.2,776271.2,5102733.6,135956.8,479483.2,0.8,0,1.6,20248.8,12222.6,20453,44.2,53.6,1.8,0.2,0,0.24
0.74,4.251,24.404,17605.632,184.343,1.71,238.47,11.76,6.8,0.4,868361.6,4940085.6,135980.8,488744.8,870.4,44899.2,2034.6,61475.2,12063,17992,38.2,59.6,1.6,0.8,0,0.4
0.99,5.186,22.228,23948.288,234.664,1.35,402.503,8.1,9.8,0.2,761576,5534416,136428,508683.2,37.6,0,64,21131.2,12437.2,21172,48.2,50.2,1.4,0,0,0.26
1.14,5.448,12.691,13399.04,274.182,1,482.79,6.46,8.6,0,757480,5651076,136432,503593.6,46.4,0,46.4,23395.2,12525.8,22048.2,47.4,51.4,0.8,0,0,0.26
1.2,5.065,17.137,9629.696,288.044,0.97,515.191,6.14,8,0.6,757480,5915231.2,136446.4,503362.4,3.2,0,8,20468,12138.8,20709.4,54.2,44.2,1.6,0.2,0,0.26
0.67,5.369,15.063,1158.144,180.817,1.51,227.058,12.05,9.4,0.4,757377.6,6414354.4,136592,509667.2,12.8,31.2,28.8,22032,13202.4,22398.2,57.6,40.8,1.4,0,0,0.24
0.88,4.989,24.77,36987.904,249.41,1.1,313.229,12.22,8.2,0,757480,3213681.6,136592,513659.2,2.4,0,16,21184.8,11602.8,20352,41.6,53.8,4.4,0.8,0,0.21
0.87,4.855,24.274,43063.296,256.3,1.04,323.641,11.85,7.6,0.4,757787.2,1591112,137633.6,510133.6,3.2,584.8,176.8,22981.6,11167.2,19823.2,37.6,58.2,4,0.2,0,0.31
0.88,4.952,27.182,40883.2,253.468,1.08,321.632,11.87,6.4,0.4,760040,3244752,137255.2,491371.2,4.8,0,34.4,20869.6,11168,19956.2,42.4,53.4,3.8,1,0,0.19
0.83,4.985,23.356,31043.584,212.602,1.16,267.409,12.21,8.6,0,760040,3365363.2,137572,495718.4,1.6,0,1.6,21197.6,10890.2,19760.6,40.4,55.6,3.8,0.2,0,0.3
0.83,5.034,21.11,37068.8,217.675,1.17,271.895,12.45,8,0,759784,3993146.4,137755.2,492524,0,0,0,21968,11367.4,20276,38.8,57.2,4,0.2,0,0.27
0.83,4.749,22.848,31558.656,211.019,1.16,261.527,12.14,10,0.2,759272,4671560,137845.6,497036.8,0.8,0,13.6,21498.4,10741.2,19489.8,40.4,55.8,3.4,0.2,0,0.36
0.93,5.114,19.154,18781.184,226.932,1.13,337.284,9.93,7.6,0.4,759272,4161296,137899.2,493765.6,2.4,0,15.2,21088.8,12331.4,20844.4,43.2,53.8,3.2,0.2,0,0.31
0.85,5.071,24.464,34582.528,201.475,1.29,276.383,11.3,7.6,0.6,759272,5026452,137932,494191.2,6.4,0,6.4,23104,11249.8,20371.8,40.2,55.4,4.2,0.4,0,0.49
0.96,5.256,22.189,26797.056,190.011,1.36,371.614,8.23,8.4,0.2,759272,4637741.6,137941.6,493481.6,3.2,0,3.2,23967.2,12342.8,21764.2,45,50.2,4.8,0.4,0,0.25
0.99,4.975,16.927,24025.088,200.982,1.27,399.128,7.59,9.8,0,758504,5059580,137946.4,500942.4,4.8,0,76,20319.2,12072.6,20125.4,45.2,51.4,3,0.4,0,0.12
1.05,4.614,20.433,17200.128,200.579,1.16,356.475,7.35,7.2,0,758504,5467918.4,137955.2,499121.6,2.4,0,49.6,19456.8,11252.4,19012.4,46.6,49,4,0.8,0,0.29
1.29,5.105,19.938,12285.952,300.642,0.85,574.15,5.19,7.8,0.4,758248,5634118.4,137960,497646.4,20,0,20,22922.4,11650.8,21463.2,48,46.8,4.6,0.6,0,0.28
1.21,5.022,18.942,17372.16,305.781,0.82,487.816,6.37,6.6,0.6,758248,6108114.4,137960,499968,2.4,0,2.4,21286.4,12061,20868.2,47.2,49,3.6,0.6,0,0.23
0.64,5.598,21.644,1093.632,187.334,1.47,232.577,11.74,6.4,0.4,758504,6417801.6,137960,496894.4,3.2,39.2,3.2,22712.8,13462.4,22739.2,56.8,38.2,4.4,0.8,0,0.15
0.74,3.403,34.664,37941.248,198.295,1.26,247.563,12.6,10.2,1.2,828070.4,705125.6,135143.2,475720.8,8,43195.2,65.6,57761.6,11129.8,14757.2,28,65.6,4.6,1.6,0,0.12
0.85,4.855,26.39,39116.8,217.659,1.09,276.017,12.18,6.2,0,797992,2297894.4,122617.6,429224.8,3.2,0,348.8,19408,10248.6,18512.6,37.6,57,5,0.6,0,0.15
0.81,5.375,24.599,46871.552,215.259,1.12,271.191,13.11,7.2,0.4,797582.4,2757684.8,130970.4,428244.8,2.4,0,24.8,21938.4,12538.8,21860.2,38,55.2,6,1,0,0.28
0.84,5.393,27.892,44606.464,232.134,1.12,290.874,12.56,8,0.4,797608,4116982.4,134499.2,426008,11.2,0,12,23733.6,11855.2,21368.4,36.8,57.6,5.4,0.6,0,0.23
0.85,5.182,27.378,34973.696,215.854,1.13,272.555,11.98,7,0.4,797096,4877449.6,136171.2,433928.8,8.8,0,48,22661.6,11652.6,20997.2,40,52.4,6.6,0.6,0,0.27
0.84,5.05,33.45,39187.456,210.573,1.18,264.388,12.66,7.4,0.6,796840,4946988,136837.6,433070.4,36,0,62.4,22808.8,10408.2,19801.8,38.8,53.4,7.2,0.8,0,0.28
0.85,5.367,32.039,39264.256,207.408,1.22,286.148,11.08,5.8,0,795046.4,4856428,137102.4,438639.2,14.4,0,58.4,25016.8,11676,21509.4,39.8,53.8,6.4,1,0,0.43
0.95,5.03,32.193,33293.312,183.515,1.29,356.152,8.78,6.8,0,792900,4616700,137202.4,429122.4,0.8,0,29.6,21292.8,11610.8,20567,44.2,47.6,7.4,0.8,0,0.31
1.03,4.913,32.632,25677.824,194.08,1.23,420.735,7.09,6,0,792826.4,4674392,137243.2,430788.8,2.4,0,39.2,21753.6,10974.6,20062.4,44.2,48.8,6.6,1,0,0.4
1.1,5.224,31.476,26480.64,223.965,1.06,425.371,6.79,6,0.8,792770.4,5053092.8,137276,433300.8,4,0,4,22904.8,11522.6,20999,46,47.4,6.2,0.6,0,0.23
1.12,4.877,31.101,20207.616,227.402,1.04,404.011,6.76,7.4,1.2,791664,5424104,137284,436499.2,1057.6,0,1454.4,21131.2,11025,20072,45.8,48,5.8,0.6,0,0.38
1.4,4.902,28.867,9718.784,303.314,0.75,624.896,4.43,6,0.6,791236,5540481.6,137295.2,439060.8,5.6,0,5.6,21093.6,11387,20048.4,53.8,38.2,7,1,0,0.23
1.25,5.271,21.725,19423.232,329.359,0.7,421.3,6.7,7.4,0.4,791172,6083624,137300,434077.6,5.6,0,31.2,22561.6,11720.4,21387.2,45.4,47,6.8,0.6,0,0.27
0.57,5.983,20.821,896.641,156.947,1.6,202.16,12.03,7,0.4,792016,6498246.4,137310.4,438199.2,4,43.2,4.8,25292,13479.2,24350.4,57.2,35.4,6.6,0.6,0,0.22
0.83,5.079,26.149,35703.808,232.849,1.1,304.293,10.73,6.4,0.2,793173.6,1322732.8,83221.6,284813.6,8,490.4,1750.6,21073.6,11312.2,20283.2,28.4,61,8.8,1.6,0,0.31
0.76,3.823,35.424,30945.28,173.785,1.2,224.907,12.38,4.8,0.4,824240,2004010.4,82749.6,375523.2,16.8,18812.8,14858.2,34914.4,10142.2,16287.4,28.6,62.4,7.8,1.8,0,0.29
0.81,5.469,23.095,43028.48,206.391,1.04,262.169,12.33,7.6,0,786218.4,4329769.6,111156.8,386309.6,41.6,0,197.6,21636.8,11633.4,21511.4,34.2,52.8,11.8,1.4,0,0.47
0.79,5.832,28.829,47420.416,203.701,1.1,253.499,13.68,5.4,0,786154.4,4497297.6,127535.2,392222.4,8.8,0,295.6,24316.8,12550,23504.2,35.4,50.6,12.2,1.6,0,0.21
0.8,5.376,22.051,48571.392,197.636,1.04,250.922,13.39,4.4,0.8,785988.8,4280579.2,133760,403659.2,5.6,0,481.6,22210.4,11639.6,21577.4,34.4,52.4,11.8,1.4,0,0.27
0.79,5.222,27.478,42824.704,178.127,1.15,243.573,11.79,6,0.2,785856,4692748.8,136067.2,407247.2,2.4,0,96.8,22024,11239,21144.8,34.8,53.6,10.2,1.4,0,0.1
1,5.39,27.749,39493.632,167.231,1.21,410.718,6.95,6.8,0.2,785540.8,4166912.8,136907.2,405525.6,8,0,20.8,23847.2,11844.2,22154,37.2,49.6,11.8,1.4,0,0.18
1.03,5.041,29.683,31919.104,152.412,1.31,434.098,6.11,4.4,0.2,785336,4150871.2,137244.8,406860.8,25.6,0,63.2,22578.4,11381.8,21194,43.8,43.6,11.2,1.2,0,0.15
1.12,4.95,28.332,32505.856,194.902,1.24,428.526,6.08,7.8,0.6,785284,4800467.2,137389.6,403484.8,0.8,0,552.6,21253.6,11058.6,20380.8,41.4,44.4,12.8,1.8,0,0.21
1.15,5.443,29.848,28599.296,214.081,0.93,414.446,6.41,6,0.2,785027.2,5207229.6,137497.6,414125.6,4,0,15.2,22119.2,11564.2,21386.6,43.4,45.8,9.2,1.6,0,0.11
1.3,5.424,26.029,21597.184,266.504,0.78,546.997,4.98,6.4,0.4,784822.4,5482746.4,137578.4,411307.2,3.2,0,79.2,22624,11722,21447,44.6,44.8,9.6,1.2,0,0.26
1.5,5.796,25.857,10763.264,313.587,0.63,677.784,3.9,6.6,0,784679.2,5543437.6,137624,421309.6,9.6,0,94.4,23501.6,12449.8,23043.4,50.4,38.4,9.8,1.6,0,0.24
1.21,4.731,36.764,22052.864,315.685,0.7,368.907,6.81,6.2,0.8,858808.8,6118508.8,137648,422052.8,4,52428.8,6.4,70835.2,11565.4,18447.8,35.8,52.6,9.2,2.8,0,0.22
0.47,5.939,24.016,873.659,121.381,1.58,157.367,12.04,5.4,0.4,785459.2,6526414.4,137667.2,421377.6,4,40,68.8,24985.6,13333.8,23998.2,55.6,32.4,10.4,1.2,0,0.24
0.7,4.573,51.164,19138.56,171.567,1.12,225.773,11.09,5.2,1.4,987856.8,702457.6,124239.2,362688,13033.6,72957.6,13064.8,89453.6,15546.2,18224,15,66.8,10.4,8.2,0,0.35
0.73,6.131,23.895,57669.632,179.683,0.94,227.754,13.92,6.2,0.6,795688.8,4007069.6,127705.6,367774.4,59.2,0,843.2,26365.6,11898.6,23808.2,24,58.2,16.2,1.8,0,0.28
0.71,6.43,15.107,60091.392,175.386,0.91,221.529,14.46,4.8,1,795484,4419884.8,134328.8,370924.8,15.2,0,63.2,25464,13779.6,25902.4,24.4,55.2,17.8,2.6,0,0.24
0.7,5.162,29.579,45413.376,144.3,1.04,183.119,13.33,6,0.2,795484,4647400.8,136293.6,363299.2,10.4,0,12,23900,12151.4,23066.4,25.8,56,16.6,2,0,0.28
0.69,3.304,59.052,27821.056,159.241,1.21,205.715,10.57,4.8,0,1161357.6,3001409.6,137126.4,363406.4,5.6,127270.4,14.4,140896,11379.4,14334.2,18.6,60.4,15.6,5.2,0,0.37
0.86,5.002,22.316,44854.272,130.152,1.09,290.583,8.16,5,0,792260,3828024.8,137607.2,385232.8,4.8,0,22.4,24491.2,10862.6,21103.2,29,51.8,17,2,0,0.15
1.09,6.46,16.237,38516.736,148.186,1.07,469.709,5.3,7.2,0,792128,3607760,137756.8,387380.8,9.6,0,128,25318.4,13734.4,25842.2,35.6,43.4,18.6,2.8,0,0.18
1.22,6.436,16.904,38874.112,204.437,0.78,470.805,5.35,3.6,0.4,791901.6,4389566.4,137849.6,387217.6,8.8,0,49.6,26744,13866,26257.8,34,44,18.8,2.8,0,0.28
1.08,4.803,44.926,21544.96,154.989,1.19,387.398,5.35,5.8,0,840499.2,4514800.8,137900.8,380990.4,4.8,36922.4,4.8,57338.4,12163.6,20416,30.8,47.4,17.8,4.2,0,0.2
1.53,5.991,15.069,25020.416,290.96,0.54,693.134,3.61,5.4,0.2,787640,4853004,137940,391731.2,7.2,0,11.2,24024,12638.4,23243,40,40.8,17,2,0,0.21
1.16,4.6,32.615,17654.784,209.369,0.78,411.751,4.95,4,0.2,1251119.2,5240076,137940,382701.6,6.4,93206.4,6.4,106847.2,10999,16181.8,27.4,54.4,13.8,4.2,0,0.48
1.45,5.483,20.189,14720,269.818,0.63,583.326,3.85,3.6,0,955589.6,5540328.8,137956.8,385265.6,2.4,63592,31.2,84028.8,12780,21204.4,35.2,43.8,17.8,3.2,0,0.24
1.45,6.001,13.444,34538.496,393.677,0.37,448.5,5.5,5,0.2,787016,6125380,137961.6,386225.6,4,0,4,25400,12849.2,24523.4,34.2,42.2,21.4,2.8,0,0.28
0.32,6.803,16.699,1091.584,97.29,1.63,126.537,11.98,4,0.2,787219.2,6507914.4,137971.2,385536.8,40,73.6,40,30836.8,13745.4,26943.8,46.2,33,20.2,1.2,0,0.2
0.62,5.162,35.109,21172.224,153.073,1.08,199.875,11.56,4.2,0.6,1048162.4,1281677.6,120073.6,340119.2,15327.2,69882.4,15396.8,85660.8,17049.6,18699.4,6.8,72.8,11.6,8.2,0,0.61
0.65,5.57,17.154,62228.48,156.973,0.84,199.094,14.92,4.6,0,790252,3880700,125854.4,348268,41.6,0,316.8,24560,14018.4,21868.8,17,65,16.4,1.4,0,0.22
0.73,6.2,13.805,62672.896,151.03,0.84,253.045,10.87,5.4,0.2,789996,4185908,130942.4,350596.8,6.4,0,117.6,24578.4,11968.6,24308.2,21.4,56.6,19.8,2.4,0,0.28
0.92,6.643,9.768,57071.616,118.609,1.06,394.001,6.57,4.8,0,788755.2,3224395.2,132860.8,351476.8,46.4,0,48,26471.2,14448.4,27045.6,23.6,50,22.4,3.8,0,0.14
0.85,3.863,36.466,25831.424,147.614,1.06,309.239,5.93,4.8,0.2,1267109.6,2874070.4,133458.4,349901.6,11.2,140565.6,22.4,155338.4,11684.2,14976,12.6,65,16.8,6.2,0,0.32
1.09,6.372,8.1,45306.88,127.634,0.94,481.412,4.88,4.8,0.2,788300,3278769.6,133988,350335.2,10.4,0,719.2,25496.8,13018.6,25097.8,31,42.2,22.8,3.8,0,0.17
0.96,3.758,42.596,14536.704,141.077,1.06,320.69,4.77,3.2,0.4,1453929.6,3295078.4,134394.4,356735.2,6.4,158532,28,171312,10807.4,14951.4,13.8,56.4,23.4,6,0,0.36
0.92,3.385,43.309,16626.688,139.344,1.05,300.916,4.93,7.6,0.2,1333683.2,3716290.4,134460.8,352152.8,8,137269.6,17.6,150011.2,9846.4,13243.2,17,56.2,21.6,5.4,0,0.23
1.23,5.939,10.57,33415.168,185.263,0.63,421.632,4.97,3.4,0.4,787692.8,4919322.4,134511.2,360739.2,3.2,0,13.6,23962.4,12834.2,23850.4,29,48.6,18.8,3.4,0,0.33
1.46,5.731,12.691,27806.72,238.776,0.47,577.661,3.63,3,0.6,787396.8,5008500.8,134540.8,356461.6,12.8,0,16.8,22538.4,11344.6,22030.4,31.4,46.6,19.2,2.8,0,0.29
0.91,3.995,61.982,9457.664,150.582,1.09,274.53,5.15,4.6,0.8,1074772,5204121.6,134573.6,353356.8,3.2,115852,4,128764,11472.6,15561.2,18.6,53.8,20.4,7.4,0,0.37
1.57,6.106,7.575,24005.632,277.938,0.42,687.398,3.17,4.2,0,788316,5795587.2,134598.4,356224.8,5.6,16110.4,8.8,40357.6,13215.6,24209,34,40.8,21,4.4,0,0.29
1.39,5.103,41.465,30986.24,331.904,0.41,377.374,5.32,5.4,0.4,855889.6,6136989.6,134615.2,351204,4,52428.8,8,74196,12000.4,20756,24,51.6,20.4,4.2,0,0.13
0.17,7.116,6.03,799.176,56.048,1.81,78.999,13.58,4.4,0.2,787424.8,6544316.8,134620.8,356322.4,12,68,84.8,23551.2,14766.2,28185.2,51.2,21.4,23,4.4,0,0.25
0.82,4.626,19.437,41265.152,245.039,1.13,301.439,12.87,7.2,0.4,790150.4,1115683.2,118773.6,318363.2,35.2,2890.4,85.6,22342.4,11854.2,19388.6,39.6,58.6,1.6,0,0,0.08
0.83,4.728,23.18,40079.36,225.033,1.45,280.121,12.85,8.2,1,824076,2122123.2,61959.2,410440.8,446.4,0,19168.2,18779.2,11332.6,19004.6,39.2,58.6,1.4,0.4,0,0.4
0.84,5.02,17.358,35074.048,224.958,1.19,282.405,12.72,8.8,0,823052,2352376,105336,439328,56.8,0,1959.6,20508,11749.8,20033,40.6,57.8,1.2,0,0,0.27
0.86,5.037,17.324,37305.344,235.162,1.31,297.966,12.22,8.8,0.2,822028,2948437.6,122759.2,445605.6,41.6,0,871,20516,11944,20255,41.8,57,1,0,0,0.34
0.88,5.219,18.436,30400.512,242.525,1.21,300.657,11.74,8.6,0.4,819980,4951392.8,129417.6,450078.4,644.8,0,954,21314.4,11990.6,20557.8,41.4,55.8,2.6,0.4,0,0.26
0.85,4.398,14.562,27031.552,204.794,1.22,257.006,12.12,11.6,1,816136,4346792,132394.4,449104,38.4,0,72.8,17561.6,10105.8,17081,44.6,53.6,1.4,0.6,0,0.32
0.88,5.486,17.026,31528.96,239.301,1.21,300.318,12.01,8.8,0.2,815982.4,4989467.2,133685.6,457042.4,14.4,0,57.6,22024.8,13043,21846.6,44.4,53,2.4,0.4,0,0.26
0.85,5.334,16.394,32019.456,223.341,1.27,283.178,11.74,8.4,0.2,815624,5323332.8,134222.4,453581.6,77.6,0,132.8,22968,12796.2,21940.8,43.4,55,1.6,0,0,0.27
0.93,5.402,19.447,28992.512,219.713,1.32,362.857,9.13,7.6,0.2,815419.2,4899775.2,134398.4,460191.2,12,0,26.4,20056.8,12941.8,22143,45,53.4,1.8,0,0,0.2
0.99,5.248,16.854,22520.832,203.375,1.37,404.843,7.94,8,0.2,815112,5066239.2,134485.6,456865.6,16.8,0,47.2,20194.4,12401.2,21690.2,46.4,51.2,2,0,0,0.29
1.04,5.373,16.735,23452.672,242.364,1.16,405.911,7.9,8.4,0.2,813119.2,5472380,134508,459151.2,8,0,54.4,19616,12990.4,22276.8,47.4,52.2,0.8,0,0,0.17
1.21,5.084,15.156,12166.144,283.977,0.92,525.646,5.78,8.2,0.2,812812,5603892,134559.2,464887.2,51.2,0,51.2,18674.4,12814.2,21115.8,51,47.8,1.2,0.2,0,0.3
1.21,4.589,17.302,10180.608,264.843,0.95,486.703,5.81,9.2,0.2,812812,6007569.6,134584,459052.8,62.4,0,78.4,16032.8,10878.4,18520.2,53.6,44.4,1.8,0,0,1
0.63,4.649,21.212,1385.472,149.03,1.68,189.474,11.99,9.4,0.2,812575.2,6490807.2,134605.6,471506.4,232,31.2,1514.2,16789.6,11171,19067.8,53.8,44.4,1.8,0,0,0.61
