ipc,context_switches(K/sec),cpu_migrations(/sec),page_faults(/sec),branches(M/sec),branch_misses(%),L1_dcache_loads(M/sec),L1_dcache_load_misses(%)
0.86,8.068,47.598,29801.472,285.310,1.53,463.199,7.53
1.21,9.058,65.294,16913.408,315.079,1.41,693.723,5.06
0.94,7.876,61.596,26262.528,310.664,1.37,512.915,6.69
1.00,7.998,70.423,24048.64,304.288,1.44,580.4,6.01
1.21,8.894,45.724,20742.144,344.058,1.26,720.572,4.93
1.30,9.446,64.117,15816.704,385.671,1.11,879.973,4.17
1.33,9.394,33.250,10001.408,368.650,1.16,866.018,3.98
1.15,8.788,58.908,12284.928,325.164,1.38,740.23,4.70
1.10,8.125,30.826,25997.312,347.864,1.08,479.524,6.78
1.05,8.963,40.055,29227.008,399.555,1.10,446.976,7.71
0.95,8.264,36.091,21106.688,296.717,1.40,461.738,6.97
0.53,8.218,63.064,19987.456,190.723,1.92,269.974,10.72
0.57,8.377,51.122,49432.576,207.862,2.02,277.249,14.10
0.64,7.252,68.049,24291.328,267.861,1.52,356.743,9.51
0.58,9.886,55.219,66664.448,212.198,2.27,300.832,14.95
0.62,9.614,42.836,65130.496,192.038,2.31,335.011,12.71
0.65,9.579,28.808,65425.408,199.717,2.08,338.845,11.56
0.86,9.477,51.068,32577.536,193.669,2.09,517.58,6.92
0.72,9.490,29.317,59670.528,175.181,2.29,430.502,9.02
0.69,9.874,55.453,55643.136,161.721,2.80,422.101,9.36
0.78,9.582,54.458,52726.784,168.037,2.67,497.358,7.84
0.80,10.197,28.440,49226.752,163.389,2.61,513.749,7.26
0.86,9.405,38.507,46662.656,163.921,2.64,559.672,6.66
0.90,8.894,54.439,42116.096,179.263,2.29,548.019,6.39
0.96,8.686,52.104,44264.448,214.188,1.86,557.898,6.31
0.97,8.799,35.266,46281.728,220.741,1.83,542.039,6.46
0.97,9.342,42.862,48965.632,250.855,1.61,545.15,6.82
1.08,9.646,21.985,31159.296,279.821,1.48,618.153,5.76
1.15,9.693,42.752,26934.272,303.629,1.39,710.205,5.08
1.15,10.038,54.541,30791.68,311.117,1.44,708.974,5.01
1.28,9.843,33.564,14653.44,349.561,1.23,842.025,4.08
1.17,9.464,48.167,23547.904,333.102,1.26,716.326,4.75
1.46,9.219,56.936,7944.192,402.392,1.02,991.719,3.36
1.22,8.513,36.889,12853.248,339.250,1.10,703.425,4.17
1.20,9.328,51.933,29148.16,327.469,1.19,795.925,4.50
1.18,7.931,76.785,23281.664,356.181,1.09,672.455,4.70
1.15,10.135,20.032,32273.408,414.393,1.01,506.429,6.65
0.97,8.505,69.308,28921.856,360.985,1.23,409.553,7.94
0.91,9.008,19.108,23845.888,269.954,1.49,410.449,7.25
