r (procs),b (procs),Swap (KB),Free (KB),Buffers (KB),Cached (KB),si (KB/s),so (KB/s),bi (blocks/s),bo (blocks/s),in (interrupts/s),cs (context switches/s),us (%),sy (%),id (%),wa (%),st (%)
8.8,0.8,1038152.8,5227696.0,136888.8,536864.8,298.4,0.0,298.4,18154.4,10864.6,18928.6,36.2,60.0,3.2,0.0,0.0
9.6,0.0,1036452.8,4520650.4,136904.8,533100.8,300.8,0.0,300.8,20377.6,10870.4,19748.4,36.4,59.8,3.6,0.2,0.0
8.6,0.8,1026887.2,4614089.6,136918.4,535125.6,474.4,0.0,474.4,20841.6,11620.8,20802.6,38.2,57.4,4.2,0.6,0.0
9.4,0.4,1037346.4,4492261.6,136951.2,533878.4,80.0,11368.8,264.0,30893.6,11462.8,19703.2,43.4,52.4,3.8,0.8,0.0
9.4,0.0,1025692.0,5044427.2,137066.4,547394.4,28.8,0.0,28.8,18400.8,11174.6,19066.4,37.8,56.4,4.8,1.0,0.0
10.6,0.4,1025180.0,5296374.4,137068.0,539961.6,46.4,0.0,88.8,13776.8,8192.6,13977.2,41.8,54.8,3.0,0.6,0.0
9.2,0.4,1025180.0,5632642.4,137092.8,539163.2,43.2,0.0,768.8,10875.2,6487.4,11009.6,36.2,60.2,2.8,1.0,0.0
8.8,0.2,1025180.0,5505400.8,137101.6,549078.4,8.0,0.0,50.4,20327.2,11635.8,20424.2,42.6,52.8,4.6,0.6,0.0
10.0,0.0,1129672.0,5667200.0,137120.0,549150.4,32.8,48499.2,32.8,65597.6,10527.6,17406.4,39.4,55.8,4.4,0.8,0.0
8.0,0.6,1023524.0,5749748.8,137132.0,549734.4,8.8,0.0,8.8,18430.4,10851.2,18830.4,47.8,48.2,3.4,0.8,0.0
6.8,0.2,1035420.0,6047839.2,137132.8,552512.8,32.8,12627.2,39.2,30355.2,9912.8,17397.6,42.8,52.6,4.0,0.4,0.0
7.6,0.6,1022064.0,6190079.2,137159.2,590357.6,267.2,32.0,1918.4,20243.2,10518.2,19822.0,47.8,46.4,5.4,0.8,0.0
8.4,0.2,1068380.0,931868.8,84691.2,509425.6,44.8,34536.0,1060.2,48650.4,9471.8,14567.6,25.4,69.2,4.0,1.8,0.0
11.4,0.8,1223892.8,625128.0,33636.8,431614.4,537.6,57468.0,5376.2,71976.0,9738.4,15428.8,24.8,70.0,3.6,1.8,0.0
10.0,0.6,1230166.4,1090106.4,46378.4,369219.2,1545.6,20482.4,5641.6,36070.4,10051.8,16683.4,24.8,68.8,4.8,1.6,0.0
8.2,1.0,1239422.4,1852679.2,55341.6,494012.0,591.2,3732.8,1653.2,22556.0,11150.8,19287.8,26.0,69.0,4.2,0.8,0.0
8.6,0.0,1252968.8,2138963.2,70269.6,472440.0,591.2,0.0,1601.0,17847.2,10717.2,18655.2,27.2,68.4,4.0,0.4,0.0
8.0,0.4,1243804.0,2709561.6,106512.8,487806.4,652.0,0.0,1370.4,18843.2,10849.0,19215.0,28.4,66.2,5.0,0.8,0.0
7.4,0.6,1239605.6,4048236.8,122952.8,491231.2,746.4,0.0,936.8,15444.8,9461.6,15918.8,28.6,67.2,3.6,0.8,0.0
7.2,0.2,1281122.4,2707040.8,131125.6,494362.4,1063.2,36604.0,1322.4,55081.6,10368.0,18209.6,27.6,65.6,5.8,1.2,0.0
8.2,0.0,1260155.2,3147184.0,134513.6,496552.8,1588.0,22074.4,1737.6,39494.4,9849.0,17251.4,29.6,64.2,4.8,1.2,0.0
8.0,0.6,1218264.8,4535685.6,136312.0,505342.4,1338.4,0.0,2637.8,17303.2,11924.4,21200.6,31.4,62.6,5.4,1.0,0.0
9.0,0.6,1212632.0,4147716.0,137252.8,509201.6,753.6,0.0,894.8,19868.0,11543.2,20124.0,31.6,62.6,5.2,0.8,0.0
8.0,0.6,1210815.2,4645615.2,137631.2,506640.0,208.0,0.0,208.0,17702.4,10398.8,18334.6,32.2,62.2,5.0,0.6,0.0
7.8,0.2,1210251.2,4998472.8,137801.6,509064.0,54.4,0.0,54.4,22014.4,11493.0,21208.0,33.2,61.2,5.0,0.6,0.0
7.8,0.2,1204755.2,4004607.2,137927.2,505500.0,613.6,0.0,1366.8,19146.4,10429.4,19120.6,33.6,62.6,3.6,0.2,0.0
9.8,0.0,1202519.2,4448197.6,137980.8,509236.8,12.8,0.0,12.8,20600.8,10370.2,19846.4,31.2,62.6,6.2,0.8,0.0
8.4,1.2,1201338.4,5062419.2,138080.0,520216.0,964.0,0.0,1639.6,18766.4,10244.0,18673.0,29.8,64.8,4.8,0.8,0.0
6.2,0.2,1196175.2,4477376.8,138146.4,520388.8,567.2,0.0,675.2,20096.8,10447.4,19566.8,35.6,60.0,3.8,0.6,0.0
6.4,0.8,1193462.4,4403668.8,138164.8,518754.4,540.8,0.0,587.2,19574.4,11465.0,20300.0,38.4,54.4,6.6,1.0,0.0
9.0,0.0,1183148.0,4266758.4,138308.0,529150.4,2128.0,0.0,4519.6,20820.8,11872.6,21406.0,38.2,55.6,5.2,1.0,0.0
9.8,0.6,1180751.2,4659659.2,138343.2,527329.6,424.8,0.0,576.8,20628.0,11635.4,20974.6,35.8,57.8,5.8,0.4,0.0
8.2,0.0,1177570.4,4488371.2,138352.8,538836.0,680.0,0.0,2207.8,16919.2,8938.2,16682.8,39.8,55.0,4.6,0.8,0.0
6.6,0.2,1175032.0,5180748.8,138364.0,538355.2,387.2,0.0,401.6,18983.2,10428.8,19139.6,39.0,55.0,4.8,0.6,0.0
7.2,0.6,1172918.4,5252591.2,138515.2,542113.6,641.6,0.0,774.4,20018.4,11646.0,20535.6,39.8,54.6,5.0,0.8,0.0
7.4,0.0,1170191.2,5406842.4,138832.0,539390.4,275.2,0.0,292.0,17445.6,10390.8,18158.6,41.2,54.2,4.4,0.6,0.0
6.4,0.2,1168143.2,5329652.8,138835.2,543069.6,300.0,0.0,300.0,18341.6,10371.8,18754.8,45.8,49.0,4.6,1.0,0.0
7.2,0.4,1166607.2,5538316.8,138849.6,542321.6,264.8,0.0,276.8,17553.6,10574.2,18505.6,45.2,50.0,4.2,0.6,0.0
7.6,0.0,1223513.6,5891836.8,138873.6,544630.4,29.6,38466.4,29.6,57404.8,10699.8,18242.6,35.8,58.4,4.6,1.0,0.0
6.8,0.6,1171542.4,6162071.2,138876.0,541095.2,15.2,26214.4,17.6,43553.6,11057.6,18044.4,38.2,56.4,4.6,1.0,0.0
5.6,0.2,1165277.6,6310643.2,138877.6,542930.4,32.8,44.8,32.8,23072.0,13231.8,24097.0,48.0,42.0,8.4,1.6,0.0
12.6,0.0,1263071.2,234158.4,32487.2,362025.6,5728.0,58992.0,36082.0,70938.4,11062.2,15630.4,13.2,80.2,3.0,3.6,0.0
6.6,0.2,1397744.8,1527253.6,26444.8,358996.8,6301.6,24542.4,19109.8,41058.4,10490.2,17219.8,19.4,73.6,5.8,1.6,0.0
6.4,0.6,1363960.8,1983496.8,67706.4,336760.8,7142.4,8927.2,9611.6,27116.0,11743.2,19216.4,20.0,71.0,7.0,2.2,0.0
6.6,0.0,1348335.2,2472232.8,100281.6,369744.8,708.8,0.0,1366.0,18668.8,11601.6,19801.6,21.0,71.8,6.4,1.2,0.0
7.6,0.4,1336354.4,2833846.4,117438.4,397742.4,680.0,0.0,4034.2,18898.4,10266.4,19143.6,18.6,71.6,8.8,1.2,0.0
10.4,0.2,1333282.4,3650876.8,126833.6,401541.6,456.0,0.0,612.2,18672.8,10049.2,18490.8,23.6,67.0,8.8,1.4,0.0
6.6,1.0,1319100.0,3591589.6,131381.6,429303.2,1539.2,0.0,2336.0,17536.8,10249.8,18209.8,23.0,69.0,6.4,1.6,0.0
6.2,0.4,1312751.2,4287604.8,133408.8,433074.4,443.2,0.0,443.2,20054.4,10338.4,19255.8,24.4,66.6,8.0,1.4,0.0
9.0,0.6,1309781.6,4635621.6,134262.4,431826.4,408.8,0.0,472.8,18519.2,9677.8,18159.8,27.4,64.0,7.2,1.4,0.0
5.0,0.4,1479901.6,3273266.4,134687.2,435635.2,372.8,97933.6,372.8,114342.4,9996.2,16631.0,20.4,70.6,7.4,2.0,0.0
8.4,0.4,1294930.4,4746081.6,134889.6,440700.8,272.8,0.0,272.8,21941.6,11010.2,21068.8,25.4,65.0,8.8,1.2,0.0
6.0,0.2,1292022.4,4661280.0,135286.4,445276.8,393.6,0.0,406.4,20965.6,11209.8,20794.2,23.8,66.6,8.2,1.6,0.0
5.6,0.6,1290764.0,4605416.0,135370.4,445824.8,15.2,0.0,15.2,18540.8,10488.2,18647.2,26.0,65.6,7.4,1.2,0.0
5.6,0.6,1289883.2,4202060.0,135429.6,448266.4,11.2,0.0,11.2,20701.6,11048.6,20689.0,29.0,62.4,7.4,1.4,0.0
8.8,0.0,1289570.4,4090950.4,135451.2,450071.2,80.0,0.0,80.0,18169.6,10690.2,18735.8,29.4,62.4,6.8,1.2,0.0
8.8,1.2,1289312.0,4208904.0,135465.6,444043.2,88.8,0.0,88.8,19453.6,10909.4,19479.2,28.8,62.6,7.8,1.0,0.0
5.4,0.4,1850517.6,3945384.8,135490.4,447811.2,206.4,150492.8,1176.2,164666.4,8997.4,14854.4,21.8,68.8,7.8,1.8,0.0
5.2,0.0,1286583.2,4257549.6,135502.4,450492.8,486.4,0.0,486.4,18406.4,10557.2,18765.8,33.6,58.6,7.0,1.0,0.0
6.2,0.0,1284061.6,4537375.2,135523.2,451363.2,380.0,0.0,380.8,20145.6,11170.8,20199.0,33.6,57.2,8.2,1.2,0.0
7.6,0.0,1281828.0,4895302.4,135528.0,451151.2,282.4,0.0,305.6,19472.8,10920.4,19773.0,35.2,55.8,7.4,1.0,0.0
8.0,0.8,1281211.2,5069999.2,135532.8,454402.4,71.2,0.0,178.4,21536.0,12099.0,21669.6,31.6,58.4,8.8,1.4,0.0
7.0,0.6,1462241.6,4704876.8,135540.0,451628.0,114.4,78316.8,116.0,92669.6,10531.4,17079.8,32.6,58.6,7.2,1.8,0.0
7.4,0.0,1501298.4,5231271.2,135544.0,444625.6,224.0,101060.8,231.2,114224.0,8954.8,13630.0,28.6,64.6,5.0,2.0,0.0
5.6,0.4,1396200.0,5645884.8,135552.0,454879.2,413.6,58589.6,413.6,75456.0,9497.6,16506.4,32.4,60.2,5.8,1.4,0.0
7.2,0.2,1475174.4,5591474.4,135613.6,451368.0,2357.6,103676.0,4315.4,116283.2,8875.0,13892.2,27.2,65.0,5.4,2.2,0.0
6.2,0.2,1260356.8,5701104.8,135836.0,465351.2,46.4,0.0,52.0,19452.8,10440.8,19081.6,40.6,50.2,8.0,1.2,0.0
6.4,0.4,1254673.6,6079729.6,135836.0,462130.4,484.0,0.0,484.8,20902.4,11873.6,21636.8,34.0,56.2,8.2,1.8,0.0
7.8,0.2,1282339.2,6204477.6,135840.0,459568.8,434.4,48455.2,434.4,63716.0,10685.8,17452.0,31.0,60.2,7.2,1.8,0.0
6.6,0.0,1249672.8,6451552.8,135856.0,464493.6,500.0,45.6,505.6,23234.4,13315.2,24390.6,45.8,41.0,11.2,2.0,0.0
8.8,2.4,1383419.2,254220.0,42768.0,325314.4,3048.8,76423.2,17073.6,85318.4,10545.2,12556.2,12.2,78.0,2.6,7.2,0.0
4.8,0.4,1256163.2,3511001.6,67671.2,420801.6,450.4,0.0,1700.0,20035.2,10804.0,20149.8,17.4,71.4,9.6,2.2,0.0
8.0,0.0,1241008.0,3559830.4,104920.8,435398.4,439.2,0.0,589.2,18336.8,10341.6,18623.0,19.4,70.4,9.2,1.4,0.0
7.0,0.0,1237212.8,3152310.4,83512.0,399434.4,341.6,763.2,930.8,20359.2,10781.0,19333.0,18.6,72.4,7.8,1.6,0.0
6.6,0.6,1330143.2,2273249.6,111176.8,437264.0,601.6,70366.4,1857.0,83752.0,10247.2,16205.4,15.0,74.2,8.6,2.2,0.0
5.6,0.2,1210226.4,3880901.6,123748.8,431728.8,368.0,0.0,758.8,18925.6,9852.6,18302.2,17.0,72.8,9.2,1.4,0.0
5.0,0.0,1206840.8,3806353.6,131700.8,438392.0,415.2,0.0,474.4,19141.6,10535.4,19529.0,18.8,69.8,10.0,1.6,0.0
5.8,0.0,1204055.2,4357251.2,135656.0,440564.8,662.4,0.0,745.6,19255.2,10286.4,19313.0,22.0,67.2,9.0,1.8,0.0
5.2,0.0,1199071.2,4419322.4,137466.4,440941.6,316.8,0.0,332.0,17880.8,10789.8,20367.4,20.4,68.0,9.8,1.8,0.0
7.0,0.4,1196221.6,4549822.4,138421.6,440193.6,407.2,0.0,491.2,21874.4,11920.4,21642.2,17.8,70.0,10.6,1.6,0.0
7.4,0.8,1194897.6,4409292.8,138835.2,437364.8,82.4,0.0,1181.0,21128.8,12278.8,22001.2,21.4,66.4,10.8,1.8,0.0
5.8,0.8,1449442.4,2082689.6,138971.2,439272.8,21.6,104882.4,212.8,117813.6,9339.2,14147.8,22.4,65.0,9.6,3.0,0.0
5.4,0.2,1193968.0,3529784.8,139032.0,443431.2,33.6,0.0,33.6,19551.2,11385.8,20383.2,26.2,60.2,11.8,2.0,0.0
4.8,0.2,1193624.0,4034809.6,139082.4,447439.2,16.8,0.0,33.6,20939.2,11529.6,21338.4,20.6,66.6,11.6,1.6,0.0
5.0,0.4,1173254.4,3951878.4,139114.4,448194.4,42.4,0.0,390.0,20491.2,11815.6,21288.8,26.4,62.0,9.8,2.0,0.0
6.4,0.2,1172743.2,3659160.0,139147.2,442270.4,46.4,0.0,46.4,18394.4,11369.4,21549.2,31.6,56.2,10.4,2.4,0.0
5.6,0.2,1769479.2,3464332.0,139168.8,446820.0,4.8,160576.8,4.8,174827.2,8665.6,13894.6,20.8,70.8,7.2,1.8,0.0
5.4,0.4,1756224.8,3935832.0,139179.2,447575.2,32.0,163848.8,58.4,177337.6,8675.2,14181.2,22.4,65.0,10.0,2.6,0.0
4.8,0.4,1171805.6,4795404.8,139200.0,449861.6,32.8,0.0,32.8,19619.2,12433.8,23041.6,29.2,59.6,9.6,1.6,0.0
5.2,0.4,1169487.2,4933074.4,139228.8,458629.6,0.8,0.0,0.8,19095.2,12562.6,22879.4,31.0,57.4,10.0,1.8,0.0
5.2,0.0,1169382.4,4806740.8,139236.8,448272.0,0.0,0.0,0.0,22140.8,12228.4,22755.2,33.2,54.0,11.0,1.8,0.0
5.8,0.2,1168941.6,4988642.4,139388.0,456110.4,4.8,0.0,4.8,22976.0,10531.0,20349.0,31.6,58.2,9.6,0.8,0.0
4.4,0.4,1168660.0,4963059.2,139406.4,455292.0,6.4,0.0,6.4,21498.4,10921.8,20785.4,35.2,54.0,8.8,1.6,0.0
6.2,0.8,1165594.4,5090103.2,139424.8,450487.2,746.4,0.0,848.0,21402.4,11162.0,21039.6,38.0,51.0,9.0,1.6,0.0
5.4,0.2,1164246.4,5294276.0,139584.8,450501.6,0.0,0.0,0.0,21052.0,12264.2,22057.2,42.6,44.2,10.8,2.0,0.0
5.2,0.4,1163611.2,5643356.0,139596.0,457406.4,22.4,0.0,171.8,20969.6,11641.2,20845.0,34.6,53.6,9.8,1.6,0.0
6.0,0.2,1281620.0,5887084.8,139604.0,457739.2,7.2,87559.2,51.0,101659.2,9815.4,15036.8,20.2,67.0,9.4,3.6,0.0
7.2,0.0,1163876.0,6163572.0,139604.0,454636.8,0.0,0.0,3.2,20208.8,10874.4,20218.2,29.8,56.8,11.8,1.6,0.0
8.0,0.4,1163620.0,6322628.0,139611.2,460360.0,17.6,29.6,28.0,22751.2,11816.2,22174.4,45.2,49.8,4.8,0.2,0.0
11.0,0.0,1170260.0,1311854.4,112655.2,428000.8,8.8,6626.4,78.6,25425.6,10023.6,17994.0,31.4,65.2,3.2,0.4,0.0
8.6,0.4,1254795.2,2940252.8,52075.2,404156.0,508.8,0.0,1983.8,16389.6,10179.6,17651.8,35.8,59.4,4.0,1.0,0.0
7.2,0.2,1252806.4,1611894.4,90123.2,410424.8,475.2,5492.0,822.8,24929.6,11377.8,19902.6,32.4,64.2,3.6,0.4,0.0
8.6,0.2,1253700.0,3467188.8,89507.2,408849.6,2582.4,0.0,4061.4,19164.8,11239.0,20202.6,32.8,63.2,3.4,1.0,0.0
9.2,0.6,1244330.4,1643774.4,116102.4,424350.4,288.0,0.0,652.8,18090.4,10238.0,18179.6,35.0,61.8,2.8,0.6,0.0
9.4,0.2,1242333.6,1853730.4,128639.2,427342.4,337.6,0.0,338.4,18187.2,10506.2,18537.0,33.4,64.0,2.4,0.6,0.0
8.2,0.2,1240234.4,1845867.2,134005.6,435028.8,331.2,0.0,344.8,19502.4,9867.0,18818.2,33.6,64.4,2.0,0.0,0.0
7.2,0.4,1238135.2,3223608.8,136770.4,431608.8,472.8,0.0,498.4,18827.2,10440.4,19193.2,34.8,62.4,3.0,0.6,0.0
8.4,1.2,1236138.4,3163435.2,137826.4,431980.0,347.2,0.0,350.4,18462.4,10213.2,18435.8,33.2,64.0,2.8,0.0,0.0
7.2,0.0,1270604.8,3069480.8,138240.8,432706.4,1186.4,30929.6,1186.4,47845.6,10930.8,17805.4,34.6,62.2,2.6,0.6,0.0
8.2,0.6,1227820.8,4434212.0,138412.8,436510.4,302.4,0.0,302.4,19136.0,10513.6,18413.0,35.6,61.4,2.8,0.4,0.0
9.0,0.6,1226589.6,4697301.6,138534.4,432855.2,67.2,0.0,79.2,18203.2,10053.4,17927.2,35.8,61.6,2.6,0.0,0.0
9.8,0.2,1222905.6,5156546.4,138623.2,429503.2,2637.6,0.0,2816.8,19589.6,11674.6,20364.4,37.4,59.8,2.2,0.6,0.0
7.8,0.0,1214470.4,5283339.2,138753.6,436610.4,47.2,0.0,168.0,18412.0,10432.2,18421.8,36.8,60.8,2.4,0.2,0.0
8.8,0.6,1214324.0,4871784.8,138860.8,435161.6,10.4,0.0,102.4,18639.2,10729.2,18810.6,39.0,58.4,2.2,0.6,0.0
9.8,0.0,1429938.4,4121093.6,138884.0,434150.4,27.2,87451.2,461.4,99891.2,8301.8,12511.0,35.0,62.6,1.8,0.8,0.0
8.2,0.0,1212927.2,5175864.8,138900.0,435675.2,20.0,0.0,20.8,16371.2,10463.4,18916.4,38.4,60.0,1.4,0.0,0.0
7.6,0.0,1212605.6,4610961.6,138916.8,439900.8,13.6,0.0,13.6,20014.4,10914.6,19557.4,40.8,57.0,2.0,0.2,0.0
9.2,0.8,1212248.8,4476620.0,139086.4,453716.0,47.2,0.0,3826.0,20058.4,11943.2,20553.0,40.8,56.8,2.2,0.6,0.0
7.4,0.4,1211837.6,4395479.2,139092.0,458706.4,9.6,0.0,9.6,19757.6,10503.0,19166.0,42.0,56.2,2.0,0.0,0.0
8.4,0.0,1211504.0,4889631.2,139116.0,459420.8,20.8,0.0,33.6,17907.2,10488.4,18204.2,44.0,54.0,2.0,0.4,0.0
8.6,1.0,1211141.6,5123512.0,139134.4,461040.0,20.0,0.0,25.6,20136.8,11516.8,20228.6,46.2,51.8,1.4,0.2,0.0
7.8,0.0,1210840.0,5391025.6,139146.4,459193.6,61.6,0.0,65.6,19687.2,11199.8,19802.4,47.2,50.6,2.0,0.0,0.0
8.2,0.8,1209987.2,5545888.8,139192.0,463179.2,186.4,0.0,186.4,17796.0,10741.2,18356.6,43.6,53.8,2.0,0.4,0.0
9.2,1.4,1395058.4,5672138.4,139196.0,460748.0,296.8,36854.4,302.4,54904.0,10291.8,17979.0,37.4,59.4,2.8,0.4,0.0
8.8,0.8,1207081.6,5865066.4,139204.0,457796.0,273.6,0.0,273.6,18275.2,9637.4,17628.2,44.6,53.4,2.2,0.2,0.0
7.6,0.2,1222794.4,5906535.2,139207.2,462210.4,298.4,17482.4,306.4,36094.4,11223.6,18830.8,44.8,52.4,2.0,0.6,0.0
8.2,0.4,1230788.8,6181380.0,139220.0,458844.0,311.2,25508.8,388.8,41893.6,10690.4,16990.2,41.8,55.4,2.6,0.8,0.0
7.6,0.6,1201494.4,6407916.0,139222.4,462180.0,399.2,31.2,412.0,22279.2,12367.4,22281.6,50.8,42.8,5.4,1.2,0.0
8.0,0.6,1199600.0,3265305.6,139228.0,463929.6,292.8,0.0,292.8,21605.6,10895.8,20617.4,29.8,66.4,3.2,0.4,0.0
8.8,1.2,1248533.6,669341.6,124173.6,419425.6,209.6,31020.0,1342.6,44321.6,10300.4,14961.4,26.8,68.0,2.2,3.2,0.0
7.2,0.8,1265741.6,772218.4,31728.0,321990.4,375.2,19860.8,3982.4,35704.8,10175.0,16523.4,29.8,64.8,5.0,1.2,0.0
9.6,1.0,1310183.2,1198636.0,64316.0,369124.8,2227.2,931.2,5909.6,18409.6,10522.6,18389.8,27.2,67.4,4.4,0.8,0.0
7.8,0.8,1305340.8,3223548.8,101640.0,382332.0,1748.8,0.0,1835.2,18572.8,11493.4,19882.8,30.2,64.6,4.6,1.0,0.0
8.0,0.2,1296601.6,2378394.4,122664.0,387390.4,754.4,0.0,794.4,20054.4,10596.6,19461.2,30.4,64.4,4.8,0.6,0.0
8.4,0.0,1293563.2,3310911.2,131433.6,398195.2,476.0,0.0,499.2,18571.2,10072.4,18490.4,30.4,64.8,4.2,0.8,0.0
8.0,0.2,1290284.8,4470804.8,136116.8,395120.0,1608.0,0.0,1826.4,22180.8,10912.2,20756.6,30.0,65.4,4.2,0.2,0.0
7.0,0.8,1372463.2,2853377.6,138179.2,398555.2,445.6,56847.2,560.0,73740.0,10604.6,17364.4,28.8,64.6,5.0,1.6,0.0
7.6,1.0,1276709.6,4589834.4,139126.4,403941.6,1951.2,0.0,2476.4,19346.4,10843.6,19574.2,30.4,64.4,4.8,0.4,0.0
7.8,0.0,1258756.8,4651506.4,139496.8,404167.2,3073.6,0.0,4058.4,17923.2,11142.4,19019.8,31.4,65.6,3.4,0.4,0.0
6.8,0.2,1256444.8,5043535.2,139684.8,410173.6,400.0,0.0,400.0,20174.4,11241.2,20435.8,33.0,61.2,5.2,1.0,0.0
5.6,0.2,1254534.4,4494525.6,139746.4,411423.2,401.6,0.0,404.8,17862.4,10214.8,17980.6,32.4,63.4,3.6,0.8,0.0
6.4,0.8,1243443.2,4909353.6,139969.6,432094.4,399.2,0.0,399.2,18816.8,10628.6,18896.2,31.0,64.6,3.4,0.8,0.0
8.2,0.2,1241265.6,5216083.2,140004.0,434347.2,483.2,0.0,633.6,18317.6,10591.6,18626.8,32.6,63.4,3.4,0.8,0.0
9.4,0.0,1239329.6,4774460.8,140023.2,436256.0,349.6,0.0,352.8,17040.8,9796.0,17270.0,36.8,57.0,5.4,1.2,0.0
7.2,0.6,1184134.4,4168198.4,141321.6,442221.6,884.0,0.0,884.0,20127.2,11111.8,20619.6,36.6,58.0,5.0,0.8,0.0
8.2,0.2,1523745.6,4038646.4,141378.4,446153.6,316.8,121592.8,316.8,135620.8,9812.8,14838.8,29.2,63.6,5.6,1.4,0.0
6.6,0.2,1178588.0,4275980.8,141391.2,450337.6,347.2,0.0,347.2,21104.0,11269.2,20459.0,40.0,55.2,4.4,0.6,0.0
8.4,0.2,1177876.0,4563053.6,141401.6,448848.0,398.4,0.0,398.4,20782.4,11967.6,21073.6,37.8,57.0,5.4,0.6,0.0
8.6,0.2,1175520.8,4837655.2,141408.0,447433.6,338.4,0.0,338.4,19561.6,10882.4,19292.6,41.0,54.4,4.2,0.4,0.0
9.8,0.4,1172564.8,5044368.8,141412.0,448838.4,657.6,0.0,657.6,17513.6,9805.4,17442.6,41.8,54.4,4.0,0.4,0.0
7.6,1.0,1665826.4,5091500.8,141426.4,449103.2,407.2,116300.8,407.2,130358.4,8842.0,14591.0,31.8,62.6,4.4,1.2,0.0
7.2,0.6,1474337.6,5201468.8,141444.0,449638.4,101.6,113008.0,104.0,127850.4,10348.0,15352.8,35.0,60.8,3.4,0.8,0.0
6.0,1.2,1165373.6,5603711.2,141444.0,450760.8,1024.8,0.0,1096.8,19582.4,10672.8,19237.8,43.4,51.8,4.4,0.8,0.0
11.0,0.0,1284607.2,5746604.0,141447.2,447713.6,196.8,70728.8,200.0,82836.8,8152.2,12470.4,35.4,61.2,2.8,1.0,0.0
5.0,0.2,1163040.0,6065658.4,141448.0,449029.6,20.0,0.0,20.0,19217.6,11079.6,19779.6,38.8,55.4,5.4,1.0,0.0
8.2,0.2,1199024.8,6193350.4,141448.0,449749.6,40.8,40544.8,43.2,57535.2,11066.6,17004.4,34.0,59.8,4.8,1.4,0.0
6.0,0.6,1161071.2,6379635.2,141448.0,451406.4,493.6,37.6,493.6,22731.2,12681.0,23528.6,46.8,42.2,9.4,1.6,0.0
6.8,1.4,1235429.6,462153.6,62121.6,350917.6,1860.8,50672.0,7746.4,65509.6,11666.0,16604.2,17.4,73.4,4.0,5.2,0.0
9.8,2.0,1455777.6,258419.2,34660.8,305803.2,14578.4,91180.0,22177.2,103168.0,10832.0,14059.8,14.6,77.2,4.0,4.2,0.0
