ipc,context_switches(K/sec),cpu_migrations(/sec),page_faults(/sec),branches(M/sec),branch_misses(%),L1_dcache_loads(M/sec),L1_dcache_load_misses(%)
0.61,4.971,22.691,58186.752,185.165,0.94,229.7,14.68
0.72,5.302,35.878,51743.744,186.622,1.57,241.666,12.90
0.71,6.725,20.233,62125.056,185.236,0.92,236.818,14.50
0.69,6.252,16.865,63066.112,180.655,0.88,227.192,14.84
0.70,6.393,22.730,60130.304,165.367,1.04,240.224,13.48
0.77,6.160,21.853,58903.552,154.621,1.01,277.787,11.15
0.68,6.179,20.045,59849.728,174.437,0.91,218.703,14.62
0.81,6.616,18.974,61034.496,154.253,1.03,337.637,9.63
0.73,6.646,21.774,54488.064,166.250,1.02,247.105,12.82
1.02,5.948,36.653,28613.632,178.949,0.89,434.86,6.36
1.05,6.650,25.063,26165.248,162.816,0.99,459.078,5.75
0.94,6.494,22.988,44451.84,155.191,0.99,412.561,7.25
0.98,6.802,29.556,40360.96,146.638,1.11,433.13,6.15
0.99,5.672,51.829,36514.816,136.905,1.21,432.76,5.88
1.04,5.808,24.805,36793.344,153.208,1.09,428.519,5.86
1.09,6.407,20.552,45171.712,203.176,0.81,450.609,6.26
1.05,6.788,22.404,43214.848,195.004,0.92,423.065,6.70
1.01,5.510,43.762,29968.384,184.801,1.03,402.925,6.23
1.34,6.205,18.686,27947.008,245.048,0.61,558.011,4.45
1.40,6.834,14.439,24441.856,265.926,0.55,625.694,4.01
1.17,5.075,16.802,12457.984,234.297,0.82,475.204,4.51
1.63,6.322,14.275,8300.544,314.846,0.48,773.827,3.04
1.48,6.184,15.062,16631.808,290.467,0.49,680.147,3.45
1.44,6.176,15.776,26504.192,347.270,0.42,574.149,4.43
1.38,6.942,10.659,34779.136,384.393,0.40,465.364,5.67
1.19,6.309,15.944,26171.392,295.793,0.66,429.563,5.86
0.20,6.232,21.385,1454.08,63.989,2.19,86.729,13.41
0.66,3.862,61.212,30597.12,215.867,1.38,256.407,11.04
0.63,3.493,55.275,30402.56,224.058,1.05,250.082,12.75
0.64,5.932,11.526,67741.696,156.509,0.85,198.235,14.81
0.61,6.720,8.489,54420.48,163.021,0.81,213.075,14.91
0.64,4.802,34.525,30873.6,166.413,1.73,222.863,11.18
0.65,5.833,1.748,70813.696,153.639,0.73,194.311,15.71
0.70,6.976,4.914,64775.168,152.058,0.84,243.678,12.92
0.66,6.445,5.245,65448.96,156.667,0.78,216.369,14.36
0.72,6.170,9.817,55736.32,143.900,0.94,235.228,11.78
0.72,6.372,12.442,53241.856,134.463,0.91,232.966,11.54
0.79,6.734,8.783,54953.984,137.471,0.97,299.225,9.65
1.00,6.489,13.262,47229.952,101.618,1.13,450.456,5.34
1.11,6.427,13.024,34057.216,131.899,0.93,463.526,4.80
1.05,6.498,14.989,46460.928,137.300,0.89,471.55,5.16
1.02,6.265,13.451,42076.16,129.873,0.96,445.998,5.56
1.02,5.677,39.659,14965.76,106.416,1.37,403.311,4.34
0.96,3.840,53.777,22426.624,184.170,0.86,346.059,5.52
1.06,5.277,42.594,19502.08,132.232,1.14,382.969,4.78
1.22,6.614,12.859,42182.656,199.313,0.59,461.856,5.05
1.42,6.296,8.911,30266.368,241.534,0.49,599.283,3.69
1.01,4.106,48.746,13561.856,146.134,1.11,311.331,5.09
1.63,6.075,4.823,20838.4,270.497,0.41,722.887,2.93
1.70,6.507,7.701,15948.8,287.147,0.38,728.093,2.84
1.45,4.097,42.916,13368.32,256.950,0.57,533.114,3.40
1.67,6.010,20.312,15866.88,275.002,0.40,694.608,2.89
1.57,6.310,17.481,26022.912,367.195,0.32,523.462,4.08
1.43,6.159,21.434,37342.208,366.816,0.31,435.335,5.29
1.11,5.705,43.219,23436.288,231.127,0.73,377.352,5.54
0.58,5.725,27.553,1337.344,162.429,1.51,207.715,11.78
0.77,4.173,43.393,36527.104,228.078,1.37,278.057,11.81
0.85,4.752,34.969,39829.504,230.501,1.27,294.335,12.50
0.79,3.914,32.800,34031.616,233.263,1.57,280.546,11.92
0.77,4.592,31.006,38110.208,205.408,1.24,263.872,12.46
0.83,5.386,29.306,39810.048,219.075,1.10,275.846,12.08
0.85,4.383,36.882,29402.112,229.879,1.14,293.179,11.81
0.84,5.097,27.827,44303.36,236.076,1.06,298.801,12.40
0.81,5.211,30.140,45673.472,213.462,1.12,266.46,12.93
0.87,5.353,27.717,36768.768,239.255,1.04,308.669,11.80
0.83,5.440,29.554,44354.56,225.156,1.12,283.33,12.61
0.84,5.308,24.925,44028.928,223.623,1.13,280.862,12.55
0.84,5.336,29.891,40238.08,219.428,1.13,277.526,12.49
0.81,5.202,33.745,41134.08,210.456,1.16,260.382,13.20
0.93,5.189,27.978,28728.32,218.468,1.10,339.581,10.08
0.83,5.425,25.939,42396.672,210.433,1.12,279.236,12.23
0.85,5.166,28.559,41360.384,212.104,1.15,302.621,11.29
0.88,5.074,37.683,34819.072,202.827,1.20,300.531,10.55
1.04,5.334,31.640,31399.936,191.931,1.30,450.55,7.04
1.00,5.626,31.221,26944.512,175.773,1.35,418.445,7.11
1.11,5.294,26.693,22056.96,230.478,1.06,458.665,6.66
1.10,5.390,35.309,28591.104,231.864,1.07,435.522,7.07
1.16,5.345,26.106,23876.608,248.494,0.94,451.311,6.45
0.95,4.510,37.766,13204.48,219.245,1.18,333.362,7.50
1.28,5.240,34.468,15182.848,287.645,0.82,559.377,5.37
1.36,5.306,30.304,6766.592,305.465,0.75,603.087,4.67
1.36,5.018,29.242,14186.496,309.864,0.80,628.508,4.92
1.28,5.419,31.725,17751.04,324.260,0.73,503.683,5.93
1.22,5.048,30.033,19323.904,331.972,0.71,433.504,6.55
0.48,6.560,34.842,1475.584,140.136,1.64,183.875,12.30
0.71,3.614,40.339,37462.016,203.135,1.12,249.077,12.10
0.81,3.566,36.094,36229.12,241.192,0.97,285.425,12.23
0.77,4.573,39.941,40583.168,235.540,1.11,299.654,11.94
0.80,5.123,37.095,49768.448,217.491,1.05,278.946,12.93
0.79,5.463,39.534,52148.224,214.645,1.25,275.791,12.92
0.78,5.642,35.099,50682.88,204.168,1.05,260.028,13.36
0.81,5.633,34.183,50580.48,216.415,1.02,274.373,12.55
0.84,5.524,33.392,40110.08,225.421,0.99,287.222,12.30
0.85,5.907,30.678,35273.728,210.990,1.02,284.297,12.27
0.77,6.156,29.438,50228.224,205.270,1.08,258.294,13.46
0.78,4.368,50.324,22810.624,200.433,1.21,255.708,11.06
0.78,4.399,42.381,27569.152,200.863,1.20,251.466,11.62
0.78,5.929,29.376,48349.184,197.415,1.09,247.127,13.63
0.95,5.599,28.479,43541.504,191.909,1.18,378.638,8.32
0.95,5.656,35.506,40402.944,190.661,1.18,372.694,8.14
0.92,4.209,51.514,18016.256,191.700,1.28,340.925,7.40
1.14,5.587,33.633,22981.632,187.378,1.12,468.518,5.88
1.05,6.127,31.261,30454.784,178.825,1.20,447.11,6.35
0.96,4.330,34.502,12892.16,203.766,1.14,355.36,6.64
1.12,5.691,34.332,36205.568,221.071,0.98,436.918,6.77
1.21,5.930,31.366,29069.312,241.694,0.87,477.233,5.86
1.21,5.804,33.435,19652.608,239.928,0.86,469.33,5.67
1.32,5.439,33.310,20167.68,271.857,0.75,570.013,4.69
1.07,4.039,46.712,9421.824,231.184,0.99,372.87,6.07
1.22,4.466,37.453,11387.904,262.339,0.85,476.047,5.01
1.36,5.640,26.730,17234.944,305.804,0.67,608.286,4.78
1.15,3.937,58.321,6856.704,239.513,0.99,439.975,5.52
1.22,5.733,33.952,22612.992,303.871,0.71,404.485,6.37
0.31,7.128,17.524,1140.736,92.422,1.70,122.283,13.11
0.79,3.430,52.800,23169.024,272.518,0.91,295.173,13.14
0.75,3.057,44.406,22562.816,227.273,1.03,274.44,11.30
0.70,6.081,30.129,66968.576,180.933,0.97,226.265,14.51
0.68,4.823,44.507,34217.984,186.009,1.06,243.171,12.22
0.72,4.060,46.418,35823.616,174.941,1.24,222.016,12.09
0.71,5.976,23.211,61721.6,180.581,0.96,226.859,14.60
0.68,6.631,24.019,60951.552,172.807,0.93,220.998,14.78
0.70,5.899,29.928,60023.808,175.573,0.93,220.05,14.71
0.69,4.544,45.372,29829.12,175.324,1.07,226.452,11.58
0.70,6.442,24.586,56246.272,172.758,1.07,215.803,14.71
0.80,6.575,17.188,53167.104,162.807,0.95,290.657,10.06
1.03,6.097,25.646,45841.408,159.561,1.01,440.211,6.38
0.86,6.591,22.187,45957.12,154.844,1.03,325.776,8.61
1.02,6.092,31.965,42896.384,135.365,1.17,453.067,5.83
1.12,6.091,27.371,22100.992,153.777,1.03,478.983,4.98
0.91,3.990,48.748,19060.736,170.795,1.41,330.807,6.26
1.10,6.151,19.651,33765.376,156.198,0.95,427.66,5.53
1.12,6.562,15.653,46730.24,202.952,0.76,446.489,6.14
1.09,5.634,29.407,32747.52,185.002,0.99,430.629,5.84
1.13,5.757,19.527,41029.632,204.428,0.79,410.502,6.19
1.32,6.505,17.491,29492.224,244.464,0.65,556.065,4.61
1.50,5.978,13.650,20601.856,270.789,0.54,629.405,3.63
1.51,6.244,24.146,17973.248,295.888,0.52,658.844,3.66
1.65,6.076,23.445,13546.496,312.306,0.48,736.798,3.23
1.54,5.756,42.582,11206.656,275.559,0.55,665.201,3.31
1.38,5.187,33.736,15155.2,279.856,0.57,518.438,4.04
1.33,5.596,45.860,24099.84,319.875,0.53,423.335,5.40
1.22,6.101,21.788,22009.856,276.732,0.61,397.719,5.71
0.17,6.901,11.659,1296.384,59.604,1.91,81.983,13.64
0.66,6.832,17.976,77037.568,171.437,0.79,236.111,13.97
0.67,3.162,69.840,20291.584,198.635,1.43,230.087,10.75
0.67,4.820,36.399,39703.552,197.664,1.46,253.339,12.13
0.64,5.964,42.669,60774.4,163.662,0.86,209.499,14.83
0.63,6.319,42.188,70968.32,162.217,0.80,204.128,16.06
0.63,6.844,16.407,64912.384,155.022,0.85,196.404,15.86
0.70,6.840,24.272,62546.944,154.984,0.84,243.422,11.64
0.67,4.682,48.988,23170.048,160.954,0.99,212.787,9.44
0.89,6.758,15.990,58836.992,144.702,0.91,383.456,7.77
0.99,7.043,19.481,54142.976,110.918,1.12,482.843,5.60
1.10,6.763,23.580,50123.776,133.346,0.95,532.289,4.79
1.03,6.952,24.893,47519.744,119.983,1.08,496.312,5.11
1.10,7.129,9.995,50373.632,141.231,0.87,491.405,5.27
1.11,6.653,20.156,48637.952,163.626,0.76,490.797,5.16
1.11,6.771,16.357,44903.424,167.527,0.79,477.779,5.18
0.98,4.808,44.915,25149.44,191.745,0.81,371.738,5.32
1.14,6.959,16.907,47261.696,196.183,0.68,453.314,5.74
1.22,7.085,13.656,47287.296,211.366,0.59,477.845,5.31
1.21,4.572,29.457,23879.68,239.597,0.60,454.59,4.38
1.55,6.396,13.479,29849.6,255.767,0.45,640.109,3.49
1.70,6.540,9.157,23417.856,299.056,0.36,759.325,2.94
1.10,4.223,56.893,12258.304,206.747,0.79,372.251,4.44
1.30,5.822,15.283,27882.496,228.180,0.57,505.651,4.19
1.51,5.747,27.153,25892.864,278.669,0.56,660.919,3.34
1.54,5.215,46.627,8121.344,260.049,0.61,635.029,2.90
1.58,5.936,27.073,34934.784,375.330,0.34,557.245,4.12
1.20,5.137,98.681,23424.0,292.955,0.51,281.958,6.58
1.11,6.025,44.182,22599.68,227.794,0.80,377.01,5.62
0.57,5.887,28.421,1345.536,157.742,1.57,204.451,11.97
0.78,4.179,40.145,34612.224,236.710,1.47,292.935,11.22
0.85,3.435,33.705,31748.096,269.955,0.96,306.746,12.62
0.74,3.809,37.456,39337.984,200.727,1.25,250.176,12.29
0.84,5.353,30.921,42166.272,239.655,1.13,306.812,13.03
0.90,5.133,33.125,30031.872,254.367,1.02,328.719,11.45
0.83,5.087,30.632,45922.304,230.485,1.09,287.72,12.99
0.84,5.360,25.274,42702.848,226.462,1.11,283.423,12.63
0.84,5.418,26.601,49944.576,233.535,1.12,292.122,13.35
0.82,5.557,26.390,41676.8,213.483,1.19,265.276,12.77
0.85,5.271,30.503,49137.664,237.414,1.12,299.718,12.69
0.84,5.372,23.846,49069.056,224.972,1.18,296.571,12.40
0.81,5.827,27.943,40169.472,210.678,1.18,265.837,13.00
0.80,5.984,25.593,40691.712,218.401,1.13,271.658,12.89
0.86,5.518,26.376,43096.064,223.960,1.16,300.183,11.58
0.84,5.549,26.842,40129.536,214.902,1.18,300.712,10.80
0.88,5.227,28.372,45320.192,216.564,1.16,311.886,11.55
1.11,5.208,26.440,21068.8,214.620,1.15,471.86,6.55
1.03,4.962,32.216,30468.096,190.530,1.36,452.279,6.90
1.09,5.351,30.192,31113.216,223.629,1.18,471.472,6.75
1.10,5.418,27.899,27670.528,223.073,1.12,443.787,6.92
1.11,5.382,24.753,29803.52,245.433,1.06,446.359,7.14
1.18,5.227,22.905,27612.16,270.092,0.93,495.03,6.34
1.24,5.592,28.069,18709.504,286.272,0.87,527.622,5.67
1.37,5.628,23.651,8125.44,321.673,0.73,623.612,4.84
1.30,5.600,28.427,12938.24,307.312,0.83,585.922,5.03
1.33,5.185,27.851,15903.744,308.295,0.80,618.15,4.96
1.13,4.618,33.578,15703.04,287.123,0.91,405.143,6.90
1.09,4.339,52.000,12947.456,289.830,0.92,351.069,7.87
0.46,6.242,28.054,1414.144,136.134,1.59,173.469,12.23
0.78,3.263,48.614,29704.192,226.575,1.44,276.106,10.89
0.77,3.359,44.261,32642.048,232.288,1.22,281.181,11.30
0.83,4.902,34.840,41585.664,246.507,1.11,319.017,11.29
0.82,5.225,31.823,53644.288,223.250,1.03,283.602,12.48
0.78,6.317,42.807,44688.384,204.176,1.13,262.69,13.31
0.81,5.934,37.274,50447.36,217.366,1.05,275.298,13.11
0.82,5.821,37.305,50084.864,220.038,1.01,279.396,12.55
0.77,3.950,51.839,23640.064,185.999,1.24,239.833,11.66
0.74,5.094,44.889,37652.48,163.325,1.18,208.132,13.30
0.80,5.744,38.726,51659.776,212.253,1.19,271.715,12.17
0.81,5.504,34.201,41828.352,204.676,1.42,261.563,12.20
0.79,4.332,48.213,25077.76,197.700,1.26,269.617,10.51
1.05,5.385,39.332,39840.768,176.510,1.19,474.078,6.31
0.90,6.281,37.932,42860.544,178.946,1.25,365.942,8.67
1.06,5.722,39.802,39997.44,186.031,1.17,481.351,6.33
1.01,6.118,39.005,36085.76,173.858,1.29,444.13,6.86
1.07,6.121,37.177,33467.392,188.048,1.17,474.787,6.28
1.13,5.781,31.925,38166.528,218.469,1.03,474.93,6.42
1.11,6.277,32.797,34120.704,208.506,1.06,447.156,6.59
1.12,6.002,30.060,26848.256,208.670,0.99,417.525,6.47
1.35,5.453,29.590,28876.8,286.649,0.75,604.206,4.89
1.35,5.578,29.922,23524.352,291.216,0.73,588.815,4.82
1.45,6.019,36.853,9683.968,314.552,0.65,659.166,4.05
1.26,4.893,44.966,15419.392,271.309,0.83,539.89,4.88
1.54,5.732,39.428,4859.904,323.502,0.65,712.062,3.63
1.30,5.999,37.222,21697.536,301.556,0.71,571.541,5.13
1.29,5.693,40.516,26145.792,351.120,0.60,392.385,6.92
1.15,5.827,49.011,17560.576,283.424,0.80,402.982,6.47
0.31,6.738,24.674,1359.872,98.357,1.68,128.923,12.22
0.69,6.585,38.270,68078.592,181.653,0.95,226.937,14.78
0.75,3.397,77.883,21650.432,219.555,1.54,266.71,10.45
0.75,5.000,37.801,33914.88,224.331,1.19,290.139,11.64
0.84,6.203,34.582,43321.344,195.568,0.85,307.787,11.12
0.74,6.373,26.463,64774.144,193.254,0.87,245.951,13.65
0.75,5.898,32.921,62237.696,195.139,0.92,247.185,13.57
0.74,6.432,33.032,62050.304,163.696,1.08,267.768,11.93
0.72,6.342,20.655,56839.168,174.738,0.95,219.26,14.24
0.81,7.050,31.606,58380.288,169.304,1.00,313.395,10.24
0.74,4.392,47.010,22556.672,184.447,1.13,234.555,9.62
0.87,6.722,21.469,51641.344,150.052,1.08,345.476,8.01
0.89,6.796,23.312,48388.096,160.594,1.01,357.056,7.83
1.01,6.331,29.170,43730.944,139.427,1.15,441.246,6.05
1.16,6.860,20.544,33940.48,169.657,0.95,480.62,5.25
1.06,6.355,25.139,42637.312,155.502,1.03,472.254,5.69
1.10,6.240,53.749,42505.216,176.040,1.01,469.692,5.73
1.17,5.819,27.859,39635.968,191.997,0.87,461.686,5.50
1.18,6.353,28.134,35553.28,205.066,0.83,448.842,5.79
1.11,5.492,26.737,32296.96,163.682,0.93,384.847,5.80
1.31,6.435,32.056,30019.584,233.061,0.66,523.095,4.71
1.43,6.392,25.807,25401.344,273.857,0.60,635.134,3.95
1.46,6.236,25.522,20853.76,287.856,0.56,626.724,3.84
1.71,6.164,40.816,9556.992,353.524,0.44,834.531,2.93
1.41,4.844,32.730,15321.088,244.390,1.98,580.83,3.55
1.35,4.502,57.913,17459.2,264.488,0.67,536.765,4.18
1.36,4.895,59.904,16914.432,242.726,0.68,555.308,3.97
1.29,5.657,37.264,26430.464,340.190,0.51,361.643,6.49
1.11,5.164,61.094,20951.04,251.855,0.70,368.426,5.93
0.18,7.042,11.865,1178.624,57.579,1.87,80.71,13.54
0.69,3.242,101.226,17499.136,224.021,1.34,266.214,10.26
0.66,3.734,100.755,27462.656,195.118,1.51,236.876,11.14
0.63,5.715,27.520,55076.864,167.524,0.89,214.603,15.04
0.66,6.423,20.552,54600.704,172.501,0.76,223.087,13.61
0.67,6.860,12.239,66009.088,164.996,0.79,217.116,14.61
0.70,6.677,11.533,64118.784,152.560,0.82,230.931,13.06
1.05,6.011,27.743,31702.016,151.344,0.79,431.433,5.90
1.03,6.740,14.243,32056.32,160.959,1.12,425.349,6.04
1.05,6.510,26.846,48013.312,141.383,1.89,491.071,5.05
1.02,6.591,19.059,54075.392,107.847,1.13,486.12,5.51
1.07,6.798,28.581,51181.568,130.599,0.99,528.801,5.01
1.20,6.809,24.773,37135.36,175.802,0.77,547.951,4.55
1.21,7.047,12.140,36943.872,167.175,0.79,516.852,4.64
1.02,4.307,41.417,24011.776,195.648,0.81,394.789,5.13
1.12,6.599,24.549,50785.28,172.691,0.75,474.607,5.49
1.26,6.825,9.076,33813.504,193.192,0.65,484.203,4.77
1.19,6.590,18.938,50386.944,210.983,0.64,468.687,5.43
1.45,6.827,17.906,27157.504,248.376,0.52,587.469,3.90
1.56,6.614,31.603,33136.64,289.373,0.42,719.683,3.41
1.02,4.995,66.960,13881.344,156.300,1.12,383.029,4.55
1.36,4.363,64.000,12388.352,253.802,0.64,577.807,3.41
1.71,6.843,19.792,21033.984,349.889,0.35,854.923,2.83
1.70,5.974,20.395,12201.984,307.220,0.40,788.34,2.70
1.70,6.632,21.975,21855.232,305.935,0.40,786.423,2.88
1.72,7.002,12.244,20042.752,373.019,0.32,684.974,3.41
1.58,6.631,30.946,26265.6,380.855,0.33,498.66,4.29
1.46,5.095,52.673,31765.504,332.733,0.40,484.833,4.36
1.23,5.961,36.887,28106.752,271.025,0.59,393.751,5.27
0.59,6.262,31.477,1252.352,175.765,1.49,224.192,11.90
0.79,3.951,40.324,36562.944,236.784,1.38,293.238,11.39
0.83,4.293,31.823,47480.832,265.989,1.48,322.293,12.28
0.79,4.495,45.124,33252.352,239.580,1.53,301.865,11.48
0.76,5.114,35.579,46209.024,204.926,1.25,261.104,14.45
0.87,5.108,30.223,49703.936,254.615,1.03,318.667,12.57
0.84,5.561,29.581,52845.568,237.196,1.13,295.017,12.78
0.85,5.528,34.462,48890.88,244.304,1.09,306.789,12.48
0.82,5.981,31.634,44790.784,231.395,1.14,293.53,12.96
0.85,5.631,33.606,43862.016,249.624,1.13,320.689,11.77
0.82,5.942,29.065,42045.44,226.770,1.13,284.669,12.90
0.84,5.289,33.523,42039.296,229.095,1.33,285.877,12.16
0.80,5.584,34.211,44087.296,206.592,1.20,257.997,13.48
0.82,5.573,36.101,43165.696,223.619,1.22,276.672,13.04
1.00,5.667,34.544,24016.896,215.118,1.16,395.997,8.43
1.00,4.024,41.546,1118.208,218.620,1.25,373.906,7.10
1.05,5.450,33.781,19604.48,204.281,1.30,446.168,7.08
0.90,4.072,41.806,16029.696,189.290,1.36,343.563,7.64
1.10,5.196,31.373,21982.208,210.503,1.13,460.126,6.45
1.08,5.542,31.511,28912.64,215.700,1.21,463.651,6.78
1.10,5.441,28.608,30735.36,232.176,1.11,457.972,7.02
0.96,4.310,39.498,13467.648,225.955,1.20,356.453,7.72
1.15,5.372,31.398,28381.184,263.205,0.98,457.755,6.86
1.20,5.691,28.654,24629.248,273.420,0.92,517.05,6.06
1.09,4.576,28.382,15174.656,242.564,1.04,436.25,6.26
1.42,5.375,25.266,8498.176,327.420,0.84,689.852,4.34
1.32,5.264,24.757,10779.648,284.449,0.79,595.706,4.73
1.32,5.102,26.857,20849.664,364.491,0.67,476.267,6.29
1.19,5.314,27.471,19289.088,325.331,0.77,434.756,6.82
0.46,6.267,26.151,1163.264,139.982,1.53,180.291,12.01
0.77,3.557,49.930,28751.872,228.679,1.41,280.468,10.99
0.77,3.329,46.751,26558.464,230.543,1.27,284.367,10.62
0.72,4.230,48.923,35081.216,198.460,1.20,258.655,11.87
0.82,5.077,37.518,41651.2,230.826,1.60,300.802,11.38
0.81,5.511,35.522,53843.968,217.024,1.01,274.98,12.68
0.79,5.717,26.152,54591.488,216.159,1.03,275.678,13.10
0.77,5.655,30.892,53609.472,198.082,1.10,245.697,13.92
0.77,4.599,60.661,30500.864,198.437,1.43,256.13,12.02
0.80,5.785,26.475,50440.192,209.635,1.02,262.033,13.43
0.77,4.262,46.011,24887.296,192.653,1.24,249.786,11.22
0.78,4.183,37.135,22538.24,202.278,1.17,259.691,11.18
0.76,5.862,33.466,51519.488,197.702,1.07,247.644,14.00
0.85,5.944,31.160,43624.448,189.618,1.22,312.409,10.17
0.90,5.809,32.551,42834.944,177.814,1.18,359.804,8.59
1.16,5.620,31.950,23096.32,185.133,1.12,513.015,5.47
1.02,5.682,32.187,36535.296,167.582,1.29,431.93,6.75
0.91,3.995,52.096,16154.624,173.863,1.30,343.934,6.90
1.09,5.935,25.440,31443.968,194.296,1.13,457.554,6.33
1.09,5.996,38.846,33622.016,211.019,0.99,447.538,6.57
1.08,4.625,49.384,25008.128,210.362,1.10,431.254,6.31
1.17,5.634,30.701,32574.464,239.636,0.88,451.168,6.41
1.04,4.289,36.389,13607.936,236.034,1.09,383.533,5.99
1.12,4.646,33.889,18394.112,242.635,0.93,456.028,5.67
1.49,5.407,22.194,15141.888,331.913,0.63,721.373,3.94
1.50,5.315,35.026,6256.64,294.128,0.67,662.37,3.71
1.24,2.710,16.760,12334.08,135.511,0.82,288.042,5.00
1.35,5.654,14.524,23859.2,321.956,0.66,502.544,5.51
1.16,4.282,27.560,16813.056,270.663,0.77,323.854,7.21
0.30,6.938,11.494,1236.992,96.319,1.59,124.989,12.28
0.64,2.814,35.343,25583.616,153.639,1.14,181.77,13.15
0.72,3.207,41.729,22422.528,216.995,1.06,253.353,11.78
0.75,5.268,22.665,34586.624,214.711,1.12,286.045,10.97
0.71,5.858,13.405,64201.728,166.398,0.98,222.251,14.25
0.72,6.145,15.235,59124.736,181.757,0.92,229.945,14.17
0.72,5.895,9.953,56309.76,174.622,0.94,221.352,14.37
0.72,6.088,24.318,60751.872,186.124,1.24,235.508,13.80
0.72,4.145,47.670,28192.768,179.232,1.06,229.445,10.75
0.70,6.933,13.181,49895.424,167.954,0.97,216.104,13.92
0.79,6.162,18.761,54403.072,162.825,1.31,281.615,10.53
0.79,6.501,16.484,51829.76,161.355,0.98,284.494,10.94
0.94,6.201,24.038,48461.824,144.698,1.44,398.866,6.87
