ipc,context_switches(K/sec),cpu_migrations(/sec),page_faults(/sec),branches(M/sec),branch_misses(%),L1_dcache_loads(M/sec),L1_dcache_load_misses(%)
1.21,5.704,19.904,22566.912,269.430,0.92,513.047,6.07
1.35,5.174,25.412,10152.96,306.482,0.72,619.313,4.51
1.22,4.780,24.097,12593.152,290.847,0.75,401.389,6.47
0.58,5.713,24.938,1051.648,167.577,1.48,211.568,11.79
0.79,5.687,27.853,45218.816,206.288,1.03,266.434,13.00
0.80,5.453,31.552,46672.896,206.428,1.02,261.695,13.20
0.85,5.402,26.344,33088.512,214.947,0.98,273.64,12.38
0.84,5.028,30.048,18489.344,186.130,1.08,241.067,11.57
0.80,5.300,22.142,49992.704,184.095,1.08,258.026,12.25
0.90,5.524,21.580,46673.92,202.930,1.06,361.068,9.12
1.06,5.522,26.585,36237.312,181.318,1.18,460.636,6.18
1.06,4.916,41.319,23974.912,155.785,1.43,436.809,5.86
1.14,5.827,27.024,32787.456,222.049,0.96,455.13,6.30
0.99,3.940,50.725,16654.336,221.774,1.07,345.476,7.03
1.10,3.336,41.313,9469.952,223.803,0.97,367.28,5.81
1.24,4.300,31.770,8690.688,264.930,0.90,488.473,4.94
1.33,5.084,28.975,18206.72,318.139,0.64,465.976,5.41
0.49,6.020,22.523,1197.056,135.313,1.58,175.361,12.07
0.78,5.433,20.638,36972.544,210.997,1.14,274.797,11.04
0.73,5.672,25.892,51578.88,170.191,0.94,214.945,14.13
0.68,4.215,17.566,47710.208,145.899,1.02,185.495,13.84
0.69,4.138,11.467,42543.104,138.641,0.95,178.09,13.17
0.68,4.849,14.102,45422.592,137.275,1.00,172.811,14.37
0.69,5.440,17.066,45435.904,166.118,1.18,212.243,13.28
1.03,5.821,14.769,39066.624,145.743,1.08,429.769,5.83
0.76,3.392,40.210,19914.752,128.348,1.45,235.128,8.02
1.16,5.469,15.607,36569.088,195.337,0.76,412.595,5.74
1.31,4.085,43.544,1117.184,191.590,0.98,463.408,3.80
1.40,4.678,31.580,8845.312,241.823,0.69,560.291,3.64
1.58,5.752,19.440,4276.224,255.573,0.55,634.651,3.14
1.38,5.767,16.397,29809.664,320.157,0.46,434.79,5.21
0.30,6.986,18.157,1212.416,90.028,1.73,119.673,13.20
0.68,5.106,31.153,35588.096,183.486,1.35,237.424,11.93
0.66,5.885,15.240,53261.312,147.883,1.21,190.242,14.58
0.65,5.332,8.869,65011.712,143.917,0.82,182.323,15.47
0.86,5.733,9.322,32464.896,144.004,0.84,275.419,9.41
0.63,3.509,51.880,14831.616,129.232,1.21,173.372,8.08
1.04,6.507,9.409,40898.56,108.542,1.04,463.577,5.03
1.05,6.562,12.117,41498.624,121.364,0.95,425.88,5.30
1.24,5.817,17.319,33855.488,193.315,0.60,449.241,4.96
1.31,6.032,24.578,36819.968,211.743,0.54,506.794,4.37
1.29,3.757,57.965,12108.8,180.163,0.82,461.679,3.51
1.60,5.911,21.296,17453.056,273.874,0.40,677.896,2.95
1.36,3.663,43.567,13224.96,206.504,0.63,441.833,3.60
1.35,5.412,25.626,23468.032,283.783,0.47,371.327,4.98
0.17,6.737,22.191,1143.808,59.066,1.90,82.975,13.28
0.79,4.865,14.977,47206.4,227.656,1.15,281.641,13.16
0.81,4.948,16.307,37780.48,221.182,1.21,275.443,13.73
0.83,4.846,13.280,27492.352,213.887,1.19,271.563,12.56
0.79,4.635,15.898,32057.344,194.466,1.24,243.976,13.32
0.86,5.327,19.147,30875.648,239.340,1.17,303.794,11.93
0.84,5.417,12.815,30019.584,231.023,1.17,288.581,12.21
0.84,5.404,13.318,29786.112,224.338,1.27,281.816,11.76
0.84,4.390,18.519,22591.488,197.235,1.24,247.287,11.51
0.84,5.265,15.520,28484.608,216.594,1.28,281.966,11.79
0.98,5.271,14.562,22189.056,216.986,1.29,390.974,8.24
1.03,5.061,17.666,20969.472,218.950,1.16,382.665,7.61
1.12,5.484,17.274,12523.52,267.475,1.02,470.066,6.61
1.13,4.960,14.301,9835.52,234.799,1.01,437.782,6.16
0.65,5.381,15.867,1131.52,181.502,1.51,226.44,12.07
0.83,4.777,18.817,33635.328,217.703,1.16,274.583,12.79
0.85,5.206,21.722,37010.432,254.950,1.04,322.034,12.61
0.83,4.668,23.148,31313.92,211.564,1.19,269.492,12.19
0.73,4.798,19.442,36810.752,198.542,1.38,251.394,13.56
0.84,5.181,16.061,38096.896,233.906,1.16,291.784,12.58
0.82,4.996,22.242,35927.04,214.026,1.15,270.366,12.13
0.82,5.051,17.652,36379.648,217.557,1.21,272.888,12.54
0.83,4.768,22.483,33766.4,212.622,1.21,263.495,12.15
0.92,4.961,20.575,28701.696,207.587,1.26,347.152,9.18
0.98,4.918,22.970,20876.288,193.908,1.36,404.274,7.37
1.00,3.825,26.716,9762.816,231.272,1.22,358.401,7.20
1.03,4.190,24.276,12646.4,225.373,1.15,369.739,7.08
1.20,5.149,22.884,15802.368,273.326,0.91,496.21,6.06
0.61,5.718,20.568,1072.128,180.068,1.50,226.314,11.57
0.73,3.903,28.707,44228.608,177.813,1.19,221.051,13.30
0.78,4.792,14.282,49292.288,200.429,1.19,252.425,13.97
0.84,4.602,19.026,33255.424,221.392,1.07,283.175,11.55
0.82,5.023,22.317,36609.024,209.918,1.31,265.651,12.34
0.81,4.632,19.357,37744.64,203.206,1.16,251.01,12.47
0.88,4.888,24.390,25982.976,216.080,1.12,280.7,11.36
0.82,4.710,26.783,30747.648,183.751,1.23,232.12,11.40
0.83,5.021,26.753,38610.944,188.529,1.31,271.011,11.71
1.03,5.089,28.233,26910.72,189.999,1.31,429.994,7.08
1.04,5.273,26.973,25269.248,194.965,1.21,396.981,7.07
1.15,5.178,25.608,21107.712,236.055,0.99,435.655,6.47
1.27,5.492,20.193,9434.112,279.198,0.80,554.693,4.82
1.19,4.453,29.155,12521.472,277.616,0.91,461.479,5.91
0.60,6.081,24.315,970.941,161.702,1.60,208.197,12.09
0.79,4.522,30.977,33796.096,220.442,1.49,277.621,11.86
0.80,4.753,26.298,41359.36,190.677,1.08,239.961,12.78
0.79,4.613,27.620,40187.904,188.470,1.34,239.822,12.07
0.81,5.397,22.779,49670.144,215.997,0.98,269.624,12.33
0.80,5.336,21.464,46051.328,206.261,1.05,259.179,12.30
0.79,5.658,18.571,45173.76,180.305,1.16,254.968,12.16
0.98,5.448,18.181,37553.152,163.165,1.24,403.974,6.86
1.03,5.243,32.521,31985.664,143.667,1.32,416.102,6.33
1.03,4.030,45.023,10697.728,145.166,1.54,382.954,5.84
1.14,5.020,18.337,28973.056,221.850,1.01,415.616,6.36
0.84,2.568,31.882,10016.768,128.241,1.48,221.461,7.59
1.15,3.894,25.349,5659.648,200.814,1.06,410.482,5.19
1.17,4.503,20.834,14422.016,216.812,1.00,414.059,5.56
0.47,4.268,13.545,1185.792,99.200,1.75,127.124,12.35
0.54,2.289,26.393,39430.144,99.857,1.23,119.474,15.83
0.64,3.189,28.078,32032.768,123.900,1.22,157.838,13.95
0.71,4.544,11.523,46244.864,157.021,0.93,195.778,14.42
0.73,5.707,9.530,57226.24,177.407,0.87,228.444,13.23
0.68,5.508,12.402,46896.128,139.835,1.06,174.519,14.33
0.72,5.028,10.727,46005.248,141.833,1.06,197.293,12.59
1.05,2.978,42.133,264.911,145.390,1.13,329.651,5.18
1.10,5.472,25.977,24329.216,160.325,1.09,435.607,5.25
0.87,3.006,45.762,5567.488,117.609,1.50,251.77,5.73
1.05,4.728,13.151,32445.44,144.211,0.91,325.611,6.19
0.95,3.532,14.885,23532.544,105.267,1.14,246.026,6.63
1.31,4.475,14.420,11767.808,217.714,0.72,453.683,4.16
1.40,5.129,15.722,15527.936,266.806,0.48,431.28,4.39
0.30,5.908,10.575,853.763,75.654,1.72,100.05,12.80
0.48,3.299,14.655,52683.776,83.085,1.12,102.919,18.08
0.66,5.175,9.106,56605.696,144.295,0.87,182.696,14.63
0.73,6.446,6.181,60533.76,125.262,0.94,252.055,10.91
0.60,5.389,13.701,39117.824,134.187,1.22,179.047,13.95
0.82,3.861,33.183,23308.288,113.859,1.33,285.345,6.06
0.96,6.747,6.079,43907.072,99.983,1.06,388.049,5.80
0.97,2.906,22.635,16748.544,114.603,1.04,290.936,4.77
1.12,5.430,5.659,32888.832,119.484,0.94,384.479,4.80
1.10,5.604,14.605,35368.96,151.305,0.84,368.017,5.49
1.52,6.151,4.039,24449.024,237.308,0.48,592.146,3.39
1.61,6.403,15.361,17687.552,279.844,0.39,713.758,2.94
1.51,5.854,16.961,25443.328,269.254,0.45,634.781,3.42
1.32,4.903,22.275,25914.368,308.027,0.41,330.304,5.80
0.17,7.237,5.453,1116.16,57.545,1.94,81.373,13.67
0.82,5.266,15.844,30072.832,225.650,1.18,276.833,13.35
0.80,4.864,15.889,41584.64,230.422,1.18,287.759,13.78
0.84,5.268,13.780,32715.776,234.140,1.16,296.925,12.22
0.85,5.530,10.694,35840.0,240.386,1.17,304.384,12.26
0.84,5.017,14.404,29431.808,225.132,1.17,279.235,12.21
0.84,4.539,17.322,26302.464,204.738,1.21,260.113,11.88
0.90,5.249,11.739,17179.648,230.609,1.19,321.951,10.84
0.83,5.432,16.234,33282.048,231.192,1.24,285.137,12.07
0.81,4.635,17.008,27471.872,183.535,1.39,238.847,12.53
0.74,4.251,24.404,17605.632,184.343,1.71,238.47,11.76
0.99,5.186,22.228,23948.288,234.664,1.35,402.503,8.10
1.14,5.448,12.691,13399.04,274.182,1.00,482.79,6.46
1.20,5.065,17.137,9629.696,288.044,0.97,515.191,6.14
0.67,5.369,15.063,1158.144,180.817,1.51,227.058,12.05
0.88,4.989,24.770,36987.904,249.410,1.10,313.229,12.22
0.87,4.855,24.274,43063.296,256.300,1.04,323.641,11.85
0.88,4.952,27.182,40883.2,253.468,1.08,321.632,11.87
0.83,4.985,23.356,31043.584,212.602,1.16,267.409,12.21
0.83,5.034,21.110,37068.8,217.675,1.17,271.895,12.45
0.83,4.749,22.848,31558.656,211.019,1.16,261.527,12.14
0.93,5.114,19.154,18781.184,226.932,1.13,337.284,9.93
0.85,5.071,24.464,34582.528,201.475,1.29,276.383,11.30
0.96,5.256,22.189,26797.056,190.011,1.36,371.614,8.23
0.99,4.975,16.927,24025.088,200.982,1.27,399.128,7.59
1.05,4.614,20.433,17200.128,200.579,1.16,356.475,7.35
1.29,5.105,19.938,12285.952,300.642,0.85,574.15,5.19
1.21,5.022,18.942,17372.16,305.781,0.82,487.816,6.37
0.64,5.598,21.644,1093.632,187.334,1.47,232.577,11.74
0.74,3.403,34.664,37941.248,198.295,1.26,247.563,12.60
0.85,4.855,26.390,39116.8,217.659,1.09,276.017,12.18
0.81,5.375,24.599,46871.552,215.259,1.12,271.191,13.11
0.84,5.393,27.892,44606.464,232.134,1.12,290.874,12.56
0.85,5.182,27.378,34973.696,215.854,1.13,272.555,11.98
0.84,5.050,33.450,39187.456,210.573,1.18,264.388,12.66
0.85,5.367,32.039,39264.256,207.408,1.22,286.148,11.08
0.95,5.030,32.193,33293.312,183.515,1.29,356.152,8.78
1.03,4.913,32.632,25677.824,194.080,1.23,420.735,7.09
1.10,5.224,31.476,26480.64,223.965,1.06,425.371,6.79
1.12,4.877,31.101,20207.616,227.402,1.04,404.011,6.76
1.40,4.902,28.867,9718.784,303.314,0.75,624.896,4.43
1.25,5.271,21.725,19423.232,329.359,0.70,421.3,6.70
0.57,5.983,20.821,896.641,156.947,1.60,202.16,12.03
0.83,5.079,26.149,35703.808,232.849,1.10,304.293,10.73
0.76,3.823,35.424,30945.28,173.785,1.20,224.907,12.38
0.81,5.469,23.095,43028.48,206.391,1.04,262.169,12.33
0.79,5.832,28.829,47420.416,203.701,1.10,253.499,13.68
0.80,5.376,22.051,48571.392,197.636,1.04,250.922,13.39
0.79,5.222,27.478,42824.704,178.127,1.15,243.573,11.79
1.00,5.390,27.749,39493.632,167.231,1.21,410.718,6.95
1.03,5.041,29.683,31919.104,152.412,1.31,434.098,6.11
1.12,4.950,28.332,32505.856,194.902,1.24,428.526,6.08
1.15,5.443,29.848,28599.296,214.081,0.93,414.446,6.41
1.30,5.424,26.029,21597.184,266.504,0.78,546.997,4.98
1.50,5.796,25.857,10763.264,313.587,0.63,677.784,3.90
1.21,4.731,36.764,22052.864,315.685,0.70,368.907,6.81
0.47,5.939,24.016,873.659,121.381,1.58,157.367,12.04
0.70,4.573,51.164,19138.56,171.567,1.12,225.773,11.09
0.73,6.131,23.895,57669.632,179.683,0.94,227.754,13.92
0.71,6.430,15.107,60091.392,175.386,0.91,221.529,14.46
0.70,5.162,29.579,45413.376,144.300,1.04,183.119,13.33
0.69,3.304,59.052,27821.056,159.241,1.21,205.715,10.57
0.86,5.002,22.316,44854.272,130.152,1.09,290.583,8.16
1.09,6.460,16.237,38516.736,148.186,1.07,469.709,5.30
1.22,6.436,16.904,38874.112,204.437,0.78,470.805,5.35
1.08,4.803,44.926,21544.96,154.989,1.19,387.398,5.35
1.53,5.991,15.069,25020.416,290.960,0.54,693.134,3.61
1.16,4.600,32.615,17654.784,209.369,0.78,411.751,4.95
1.45,5.483,20.189,14720.0,269.818,0.63,583.326,3.85
1.45,6.001,13.444,34538.496,393.677,0.37,448.5,5.50
0.32,6.803,16.699,1091.584,97.290,1.63,126.537,11.98
0.62,5.162,35.109,21172.224,153.073,1.08,199.875,11.56
0.65,5.570,17.154,62228.48,156.973,0.84,199.094,14.92
0.73,6.200,13.805,62672.896,151.030,0.84,253.045,10.87
0.92,6.643,9.768,57071.616,118.609,1.06,394.001,6.57
0.85,3.863,36.466,25831.424,147.614,1.06,309.239,5.93
1.09,6.372,8.100,45306.88,127.634,0.94,481.412,4.88
0.96,3.758,42.596,14536.704,141.077,1.06,320.69,4.77
0.92,3.385,43.309,16626.688,139.344,1.05,300.916,4.93
1.23,5.939,10.570,33415.168,185.263,0.63,421.632,4.97
1.46,5.731,12.691,27806.72,238.776,0.47,577.661,3.63
0.91,3.995,61.982,9457.664,150.582,1.09,274.53,5.15
1.57,6.106,7.575,24005.632,277.938,0.42,687.398,3.17
1.39,5.103,41.465,30986.24,331.904,0.41,377.374,5.32
0.17,7.116,6.030,799.176,56.048,1.81,78.999,13.58
0.82,4.626,19.437,41265.152,245.039,1.13,301.439,12.87
0.83,4.728,23.180,40079.36,225.033,1.45,280.121,12.85
0.84,5.020,17.358,35074.048,224.958,1.19,282.405,12.72
0.86,5.037,17.324,37305.344,235.162,1.31,297.966,12.22
0.88,5.219,18.436,30400.512,242.525,1.21,300.657,11.74
0.85,4.398,14.562,27031.552,204.794,1.22,257.006,12.12
0.88,5.486,17.026,31528.96,239.301,1.21,300.318,12.01
0.85,5.334,16.394,32019.456,223.341,1.27,283.178,11.74
0.93,5.402,19.447,28992.512,219.713,1.32,362.857,9.13
0.99,5.248,16.854,22520.832,203.375,1.37,404.843,7.94
1.04,5.373,16.735,23452.672,242.364,1.16,405.911,7.90
1.21,5.084,15.156,12166.144,283.977,0.92,525.646,5.78
1.21,4.589,17.302,10180.608,264.843,0.95,486.703,5.81
0.63,4.649,21.212,1385.472,149.030,1.68,189.474,11.99
0.80,4.712,24.770,49902.592,235.552,1.13,292.188,12.92
0.85,4.842,23.536,35737.6,229.115,1.15,283.224,13.09
0.86,4.319,31.331,25252.864,227.708,1.20,289.024,11.85
0.84,4.995,22.939,43783.168,240.601,1.14,298.204,13.06
0.89,5.566,20.029,24441.856,240.475,1.13,301.493,12.03
0.80,5.026,18.418,36129.792,205.570,1.28,252.897,12.80
0.85,5.258,19.968,36759.552,233.037,1.19,288.869,11.52
0.80,4.953,17.479,33561.6,195.421,1.36,241.725,12.78
1.00,5.337,17.733,28441.6,206.319,1.30,418.539,7.88
0.93,3.534,28.885,10247.168,206.372,1.34,336.697,7.62
1.10,5.250,23.466,25894.912,255.416,1.01,433.8,7.38
1.24,5.076,22.228,11315.2,295.303,0.84,539.949,5.43
1.16,5.321,19.856,17682.432,293.928,0.83,440.672,6.83
0.64,5.182,20.824,875.714,176.099,1.47,218.343,11.59
0.72,3.621,33.535,37747.712,183.840,1.26,229.151,12.45
0.81,5.439,28.722,43707.392,223.108,1.06,280.28,12.90
0.83,5.241,29.998,42711.04,222.568,1.11,281.041,12.69
0.83,5.344,26.042,45973.504,238.300,1.10,299.377,12.59
0.82,5.274,28.152,40225.792,220.659,1.14,276.237,12.76
0.81,5.004,25.109,41265.152,204.914,1.17,256.951,12.89
0.72,3.288,29.580,17389.568,150.497,1.45,186.442,12.18
0.94,5.263,24.035,34830.336,191.477,1.33,365.888,8.56
1.01,5.587,24.862,28562.432,182.218,1.29,431.714,6.93
1.10,4.993,25.402,20888.576,211.987,1.06,405.132,6.70
1.02,4.059,31.378,12813.312,240.881,1.09,380.379,6.93
1.35,4.927,24.981,11739.136,298.980,0.75,592.944,4.60
1.18,4.326,37.727,10816.512,247.626,1.00,464.306,5.75
0.58,5.816,27.576,1196.032,173.333,1.50,216.454,11.72
0.78,4.212,37.221,28206.08,216.102,1.35,281.257,10.82
0.79,5.419,31.553,49311.744,211.185,1.02,263.829,12.82
0.80,5.686,36.678,50817.024,206.667,1.04,261.302,13.31
0.79,5.736,38.617,53899.264,216.152,1.04,272.566,13.23
0.79,5.158,39.973,45585.408,195.018,1.08,246.691,12.38
0.93,5.895,25.667,45601.792,197.778,1.15,373.915,8.47
0.83,3.209,47.990,20278.272,177.778,1.37,253.014,9.15
1.12,5.699,25.390,32547.84,195.809,1.10,480.35,5.92
1.08,5.793,26.934,31661.056,200.871,1.02,439.996,6.26
1.10,5.495,27.852,30143.488,197.042,0.99,387.839,6.83
1.30,5.689,26.098,18723.84,262.998,0.77,549.181,4.77
1.50,5.490,25.897,9699.328,308.594,0.63,688.514,3.88
1.11,4.232,55.309,8116.224,245.906,0.92,374.648,6.12
0.49,6.643,26.320,1080.32,142.900,1.55,185.325,12.06
0.67,6.455,19.008,51260.416,181.813,0.93,237.979,13.98
0.93,5.880,19.319,29063.168,147.815,1.05,312.055,8.35
0.71,6.349,20.316,52116.48,163.278,0.96,207.977,14.40
0.69,4.137,55.544,32642.048,164.409,1.13,216.839,11.34
1.12,6.133,25.177,26472.448,174.881,1.51,480.017,5.28
1.09,6.173,21.568,42590.208,140.793,1.15,492.731,5.33
1.20,6.301,21.591,35741.696,189.297,0.83,497.988,5.23
1.21,6.421,18.059,30923.776,202.020,0.75,467.249,5.31
1.29,6.493,24.358,34079.744,223.495,0.72,513.2,4.98
1.51,6.290,20.239,23400.448,277.432,0.52,673.485,3.56
0.90,2.997,52.121,10853.376,135.294,1.17,230.566,6.64
1.34,3.968,47.679,12088.32,242.877,0.71,472.042,4.03
1.31,5.081,40.868,27327.488,340.140,0.48,359.082,6.34
0.31,7.146,21.115,1183.744,95.785,1.71,128.062,12.38
0.75,4.325,39.364,22587.392,188.584,1.36,247.156,9.71
0.64,6.492,12.359,55068.672,146.755,0.89,189.063,14.85
0.93,6.115,15.063,56150.016,121.304,0.98,380.665,6.45
0.91,6.494,11.862,56030.208,116.067,1.01,388.01,6.62
0.66,4.086,46.843,17847.296,155.156,1.07,198.79,8.51
1.04,6.848,6.121,45454.336,122.806,0.93,475.607,5.05
1.11,6.293,12.964,37189.632,122.605,1.01,429.913,4.90
1.00,3.828,42.630,4536.32,142.907,1.00,300.846,4.46
1.07,4.197,34.840,24754.176,210.278,0.67,358.253,5.26
1.59,6.373,9.364,23371.776,278.910,0.41,664.924,3.21
1.79,6.050,11.325,13258.752,315.224,0.42,807.756,2.55
1.52,5.966,25.632,21766.144,278.215,0.43,627.284,3.47
1.50,6.175,31.310,36547.584,367.610,0.30,463.913,4.88
0.18,7.190,7.743,950.366,60.515,2.38,85.616,12.48
0.78,5.184,17.819,44134.4,203.752,1.30,254.45,13.97
0.83,5.127,19.902,38044.672,230.034,1.22,286.525,13.05
0.89,5.075,17.930,35774.464,256.015,1.15,322.736,11.79
0.85,5.336,16.029,34829.312,235.810,1.15,296.285,12.26
0.86,5.096,18.935,32285.696,237.154,1.18,296.588,11.99
0.88,4.956,16.758,32450.56,238.178,1.19,301.394,12.37
0.83,5.312,15.491,38092.8,234.067,1.19,289.971,12.57
0.87,5.378,16.919,30922.752,233.952,1.23,288.255,12.12
1.01,5.234,14.026,24377.344,209.392,1.43,421.862,7.68
1.00,5.122,20.209,20851.712,197.163,1.37,391.245,7.81
1.04,5.393,14.778,17573.888,228.097,1.18,389.074,7.66
1.17,5.096,14.908,12284.928,268.904,0.96,480.883,6.08
1.16,5.539,15.768,11876.352,281.099,0.95,488.002,6.43
0.66,5.887,15.200,802.197,188.329,1.52,239.92,12.12
0.76,4.617,21.816,37274.624,205.093,1.18,254.523,13.15
0.88,4.610,21.782,39214.08,252.930,1.05,318.574,11.41
0.89,5.117,21.017,31216.64,255.991,1.31,325.43,11.61
0.87,5.034,22.050,40178.688,251.678,1.08,313.624,11.82
0.83,5.272,20.927,35651.584,228.187,1.15,283.479,12.55
0.81,4.912,22.424,35636.224,197.609,1.22,244.062,13.03
0.86,5.094,21.703,36762.624,234.996,1.15,292.405,12.11
0.93,5.091,20.066,34527.232,218.643,1.25,343.828,9.67
0.87,3.851,41.520,14044.16,189.567,1.41,314.036,8.31
1.12,5.014,20.316,23071.744,252.507,1.02,452.606,7.02
1.06,4.990,20.687,25017.344,237.308,1.10,398.443,7.79
1.24,4.777,26.350,13118.464,284.005,0.88,543.349,5.46
1.19,5.396,22.020,17242.112,318.082,0.83,477.228,6.72
0.62,5.967,24.075,1045.504,187.662,1.46,237.341,11.61
0.90,5.096,33.253,19634.176,255.961,0.97,336.248,10.48
0.86,4.952,32.737,38049.792,226.921,1.11,290.204,11.34
0.88,5.317,28.041,29773.824,238.139,1.02,299.792,11.91
0.85,5.361,28.726,40406.016,230.257,1.13,287.869,12.52
0.82,5.322,33.763,43840.512,217.252,1.11,269.683,13.19
0.93,5.432,30.067,24071.168,206.219,1.15,320.975,9.91
0.83,5.225,29.185,41995.264,214.239,1.12,278.877,12.28
0.95,5.528,29.914,30764.032,174.324,1.34,368.764,8.06
1.05,5.191,31.879,26870.784,191.859,1.29,437.765,6.81
1.15,5.281,25.317,29038.592,250.067,0.97,450.44,6.91
1.18,5.365,28.596,23519.232,253.307,0.93,480.606,6.12
1.17,4.965,23.043,15756.288,259.034,0.95,485.04,5.85
1.21,3.867,30.257,8184.832,258.829,0.87,403.255,5.62
0.59,5.360,22.595,1172.48,162.812,1.52,204.357,12.03
0.81,4.402,29.265,28843.008,217.701,1.39,279.571,11.42
0.81,5.363,26.059,52505.6,215.158,1.02,269.736,12.95
0.79,5.512,29.349,45021.184,200.837,1.06,254.452,12.82
0.85,5.076,30.434,46685.184,223.602,1.67,282.604,11.38
0.77,5.197,31.908,44820.48,186.083,1.09,234.299,13.21
0.77,5.002,27.793,42488.832,172.802,1.15,215.651,12.44
0.88,3.823,41.496,19650.56,192.009,1.31,316.005,7.92
1.08,5.639,35.282,31727.616,178.288,1.20,463.662,6.22
1.14,5.718,24.689,30704.64,212.897,0.94,448.163,6.02
1.15,6.141,27.701,29020.16,228.004,0.90,429.016,6.44
1.10,3.949,40.114,10984.448,246.682,0.98,418.431,5.82
1.32,4.928,33.299,14448.64,271.257,0.78,560.609,4.61
1.31,5.344,27.501,24733.696,347.723,0.57,390.033,6.64
0.49,5.633,13.606,864.563,127.926,1.56,164.73,12.33
0.79,5.281,20.928,31626.24,204.187,1.35,260.919,10.73
0.69,5.747,15.480,55259.136,159.474,0.97,201.372,15.23
0.91,6.118,18.283,32033.792,150.436,1.01,313.572,8.83
0.71,6.192,20.066,46676.992,167.320,1.08,216.222,12.62
0.79,3.895,35.264,20727.808,150.573,1.32,265.199,7.48
0.64,5.595,30.548,45442.048,142.524,1.68,210.145,12.78
0.91,6.536,12.029,40073.216,140.695,1.09,356.345,7.48
0.96,3.869,28.970,19728.384,169.173,1.09,333.438,6.13
0.97,3.507,32.098,18317.312,171.222,1.03,312.687,6.03
1.18,3.907,39.658,13466.624,182.607,1.21,428.699,4.27
1.57,5.884,13.820,18079.744,305.758,0.48,687.348,3.42
1.55,5.470,31.803,8088.576,262.975,0.58,645.803,3.15
1.39,5.775,21.428,33724.416,346.733,0.41,393.109,5.95
0.31,7.020,23.597,941.463,91.598,1.72,122.572,12.85
0.68,3.627,69.458,10843.136,153.917,1.13,211.116,8.15
0.63,6.367,14.054,62888.96,143.644,0.88,181.467,16.05
0.88,6.419,12.153,34251.776,144.543,0.94,299.477,8.42
0.99,6.471,11.740,30155.776,133.302,0.88,383.931,6.31
0.97,5.841,17.292,43289.6,114.265,1.11,376.926,5.87
0.83,3.652,48.577,22790.144,121.704,1.43,288.585,5.95
0.96,3.646,47.968,22141.952,154.148,0.97,332.946,5.24
1.27,6.273,5.871,38502.4,181.306,0.62,461.233,4.59
1.18,3.727,57.844,19900.416,158.787,0.91,403.205,4.12
1.48,4.943,16.272,13516.8,197.705,0.53,485.191,3.44
1.80,5.905,22.518,16176.128,324.473,0.32,810.983,2.61
1.48,6.506,11.522,29333.504,296.098,0.38,631.263,3.78
1.25,4.192,38.913,27032.576,276.553,0.55,337.147,5.47
