ipc,context_switches(K/sec),cpu_migrations(/sec),page_faults(/sec),branches(M/sec),branch_misses(%),L1_dcache_loads(M/sec),L1_dcache_load_misses(%)
0.86,12.285,25.916,27094.016,234.559,2.18,521.397,8.10
0.91,11.205,32.255,33487.872,268.051,1.85,521.109,8.17
0.98,11.071,34.149,28783.616,291.921,1.69,563.238,7.27
1.06,11.526,32.477,24410.112,313.382,1.57,633.602,6.39
1.07,11.296,32.522,20471.808,331.472,1.41,653.286,6.14
1.03,12.212,27.138,17346.56,339.897,1.50,663.671,6.35
1.26,11.443,28.771,4477.952,361.295,1.33,840.928,4.54
1.08,11.875,27.771,5356.544,316.466,1.47,687.881,5.50
0.97,11.238,23.970,22057.984,329.868,1.45,522.898,7.79
0.99,11.868,27.519,28764.16,403.764,1.18,438.928,9.18
0.83,11.267,30.038,17479.68,273.917,1.74,445.042,8.53
0.54,11.887,33.348,57859.072,217.868,2.29,285.165,16.87
0.46,8.245,78.311,9273.344,174.653,2.59,258.275,9.88
0.61,9.759,40.056,22142.976,260.256,1.79,350.26,11.61
0.57,12.490,28.551,52608.0,222.031,2.16,293.417,15.04
0.59,13.491,28.480,42543.104,208.190,2.43,350.179,13.22
0.55,13.521,34.041,57752.576,212.563,2.25,279.506,15.82
0.60,9.303,44.305,20505.6,251.524,1.97,338.17,10.65
0.54,12.319,16.033,60560.384,191.368,2.63,291.282,15.51
0.54,11.910,23.243,57496.576,181.695,2.53,285.725,15.04
0.81,11.877,24.512,37936.128,160.018,2.97,538.473,7.53
0.69,12.130,29.944,46350.336,172.812,2.77,425.333,10.00
0.80,12.030,31.021,27193.344,185.132,2.45,482.009,7.96
0.82,12.094,24.396,38637.568,180.312,2.59,562.516,7.48
0.68,11.505,38.580,22590.464,245.296,1.91,409.244,9.63
0.83,12.540,28.891,31816.704,206.019,2.35,544.861,7.53
0.87,11.575,34.426,35210.24,227.087,2.12,544.603,7.41
0.90,12.760,27.058,36626.432,242.402,1.87,528.888,7.57
0.85,10.975,43.275,21799.936,243.226,1.99,529.279,7.16
0.96,12.324,27.659,30574.592,289.947,1.63,571.101,7.17
0.92,10.740,41.148,17599.488,285.572,1.62,549.837,6.59
1.16,11.140,31.268,24657.92,373.902,1.26,775.819,5.35
1.11,14.451,35.015,20707.328,361.539,1.28,739.007,5.65
1.19,12.546,30.464,13267.968,363.656,1.28,830.992,4.85
1.24,13.261,32.726,12431.36,351.909,1.27,845.775,4.59
0.99,12.584,43.903,19345.408,294.418,1.53,618.71,6.37
0.94,12.770,45.397,17674.24,302.835,1.56,552.692,7.44
0.97,12.527,53.152,27543.552,401.773,1.18,442.73,8.75
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11
