ipc,context_switches(K/sec),cpu_migrations(/sec),page_faults(/sec),branches(M/sec),branch_misses(%),L1_dcache_loads(M/sec),L1_dcache_load_misses(%)
0.74,4.940,20.312,48251.904,190.804,1.16,238.256,12.61
0.74,4.358,31.138,29426.688,196.633,1.59,251.678,10.75
0.72,5.367,20.959,53206.016,193.159,1.16,237.29,13.62
0.71,4.617,28.024,44722.176,175.734,1.21,217.8,12.96
0.70,4.745,35.184,58157.056,191.527,1.14,234.66,13.40
0.69,4.644,23.851,39454.72,155.060,1.32,193.108,12.80
0.95,5.314,22.056,30597.12,167.496,1.36,390.539,6.77
0.70,5.402,19.771,54590.464,183.522,1.19,228.465,13.58
0.96,3.868,31.522,5058.56,178.443,1.11,333.799,5.65
0.78,5.274,24.337,50476.032,172.008,1.41,286.75,9.76
0.99,5.087,28.406,27102.208,169.178,1.33,399.183,6.28
0.92,5.619,27.856,40648.704,139.539,1.59,395.98,6.74
1.08,5.041,28.090,35487.744,173.585,1.20,442.654,5.55
0.94,5.024,29.367,36615.168,140.433,1.48,383.567,6.33
1.05,5.647,21.851,38094.848,195.237,1.16,424.575,6.16
1.01,4.930,24.660,32811.008,168.800,1.23,376.65,6.11
1.11,5.030,26.995,31553.536,214.098,1.02,391.023,6.12
1.16,5.392,27.019,28461.056,225.672,0.96,447.998,5.29
1.26,5.489,23.358,24375.296,248.722,0.94,530.922,4.57
1.39,5.498,21.826,19175.424,284.740,0.72,617.687,3.87
1.23,4.567,33.554,24303.616,260.826,0.85,517.41,4.62
1.27,4.573,24.145,20387.84,269.527,0.81,526.855,4.44
1.02,4.252,33.045,19760.128,224.434,0.95,291.043,7.19
1.09,5.205,27.040,23265.28,254.316,0.86,369.514,6.05
0.26,6.357,24.018,9290.752,101.020,2.13,130.573,11.88
0.66,4.876,32.129,58064.896,167.406,1.18,206.754,13.46
0.61,3.666,69.316,25300.992,149.352,1.16,200.174,9.87
0.54,3.706,67.967,21940.224,124.962,1.35,164.226,12.42
0.66,5.603,28.478,59945.984,160.168,1.19,218.061,13.20
0.67,5.322,45.746,60339.2,188.437,1.07,232.567,13.37
0.65,5.612,20.479,56987.648,175.886,1.16,216.722,13.93
0.62,5.333,34.373,65273.856,162.992,1.22,197.097,15.33
0.67,5.771,21.748,58963.968,184.055,1.12,227.948,13.04
0.64,5.891,25.142,64741.376,175.257,1.18,213.822,14.16
0.84,5.164,31.641,32478.208,158.068,1.20,292.95,8.13
0.84,5.663,23.063,56622.08,138.654,1.38,350.389,7.66
0.87,5.438,39.806,55706.624,145.121,1.43,373.372,7.36
1.02,5.727,26.442,45069.312,136.078,1.47,482.795,5.32
1.02,5.672,37.385,43524.096,158.926,1.41,494.338,5.46
0.93,4.143,60.366,24348.672,197.459,1.15,385.7,5.40
1.01,5.362,21.730,38152.192,140.400,1.39,435.317,5.36
1.13,5.322,19.140,39385.088,202.930,0.99,469.499,5.29
0.97,3.408,47.536,21146.624,193.445,1.04,339.296,5.50
1.11,5.390,30.009,42725.376,206.010,0.91,422.625,5.78
1.07,5.157,39.453,36878.336,182.659,1.03,390.221,5.78
1.04,4.140,47.071,25512.96,175.034,1.15,386.602,5.25
1.29,5.198,26.807,27090.944,254.317,0.76,527.007,4.21
1.16,3.849,36.388,24504.32,239.865,0.81,444.338,4.58
1.59,5.740,24.389,16886.784,315.312,0.59,751.241,2.95
1.35,4.485,29.987,16843.776,257.006,0.71,515.856,3.79
1.30,5.353,25.190,24906.752,293.922,0.66,492.614,4.60
1.26,4.972,32.352,37009.408,333.403,0.62,435.431,5.54
0.97,5.047,33.552,26229.76,210.448,0.96,348.876,6.09
