ipc,context_switches(K/sec),cpu_migrations(/sec),page_faults(/sec),branches(M/sec),branch_misses(%),L1_dcache_loads(M/sec),L1_dcache_load_misses(%),r (procs),b (procs),Swap (KB),Free (KB),Buffers (KB),Cached (KB),si (KB/s),so (KB/s),bi (blocks/s),bo (blocks/s),in (interrupts/s),cs (context switches/s),us (%),sy (%),id (%),wa (%),st (%),avg-latency(ms),category
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.2,0.0,1454675.2,3668617.6,131261.6,320395.2,116.0,0.0,2017.6,10589.6,8288.4,15041.0,18.8,70.8,8.8,1.6,0.0,2.468585,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,5.2,0.4,1452414.4,3704563.2,134165.6,322180.0,138.4,0.0,155.2,9640.0,8554.8,15309.0,19.6,70.6,8.0,1.4,0.0,2.463968,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,10.6,0.6,1451390.4,3180084.0,136828.0,329495.2,163.2,0.0,164.8,10976.8,8185.2,14649.2,18.8,70.4,9.6,1.4,0.0,3.236371,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,5.4,0.2,1450573.6,3901614.4,137817.6,322435.2,120.8,0.0,133.6,10807.2,7976.0,15251.6,18.6,71.2,8.6,1.8,0.0,2.587192,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.0,0.2,1445249.6,3998231.2,138965.6,325934.4,78.4,0.0,78.4,12246.4,9846.8,18216.8,20.4,68.2,10.4,1.6,0.0,2.049613,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.2,0.4,1546297.6,3559288.8,139610.4,333522.4,80.0,49983.2,82.4,61130.4,10268.0,17067.8,19.6,68.2,9.8,2.2,0.0,1.981316,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.6,0.0,1444069.6,5350409.6,139972.0,336091.2,120.8,0.0,121.6,13693.6,10383.2,20816.8,22.0,67.0,10.0,1.2,0.0,1.75211,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,5.6,0.0,1443338.4,5295055.2,140288.0,333106.4,104.8,0.0,124.0,12623.2,9907.8,18308.6,20.6,67.8,10.4,1.2,0.0,1.672575,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,5.6,0.2,1442844.8,5533398.4,140452.8,335358.4,92.0,0.0,97.6,14912.8,10271.2,21401.6,23.6,66.0,9.6,1.2,0.0,1.534305,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,5.6,0.4,1441964.8,5143360.8,140540.8,333244.0,101.6,0.0,102.4,14592.0,10411.8,19978.2,24.8,64.6,9.4,1.4,0.0,1.474298,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.8,0.0,1441034.4,5158954.4,140619.2,337849.6,139.2,0.0,719.0,14752.8,11024.8,21087.2,23.6,66.6,8.8,1.2,0.0,1.499166,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.0,0.2,1440115.2,5082252.8,140662.4,335489.6,52.8,0.0,67.0,14940.0,10435.4,20411.6,25.6,62.8,10.6,1.0,0.0,1.50232,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.2,0.6,1722607.2,5121867.2,140758.4,350824.8,1689.6,76353.6,7153.8,85717.6,9256.6,14076.2,18.2,72.0,7.2,3.2,0.0,2.308819,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.8,0.0,1430996.0,5579856.8,141066.4,367676.0,45.6,0.0,45.6,13596.8,11938.6,23238.4,27.6,62.0,9.4,1.4,0.0,1.615821,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.4,0.2,1430518.4,5677072.0,141095.2,364265.6,102.4,0.0,159.8,14746.4,12012.2,23203.4,26.8,62.0,10.0,1.2,0.0,1.584041,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.0,0.0,1429924.8,5749272.8,141108.0,363706.4,64.8,0.0,65.6,11812.0,10228.6,18954.0,28.2,62.8,8.2,1.0,0.0,1.909354,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.6,0.2,1606271.2,5840911.2,141121.6,368604.0,58.4,59280.8,60.8,70460.0,9200.8,17255.6,26.6,63.2,8.6,1.8,0.0,1.940846,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.8,0.6,1429596.0,5960744.8,141270.4,361392.0,78.4,0.0,134.4,11564.8,9659.2,19320.4,37.8,54.0,7.4,1.0,0.0,1.706746,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,4.8,0.2,1429233.6,6270916.0,141277.6,363653.6,64.0,0.0,64.0,11652.8,10315.0,19578.0,33.2,56.0,9.2,1.6,0.0,1.781555,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.4,0.4,1428524.0,6596317.6,141280.8,366868.8,68.0,0.0,73.6,13108.8,11383.6,23070.4,28.0,62.0,8.2,1.8,0.0,1.533148,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.2,0.0,1428319.2,6714156.0,141296.0,371538.4,69.6,28.0,71.2,13453.6,11271.6,22017.0,42.0,47.8,8.6,1.4,0.0,1.423035,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,9.4,0.0,1427756.0,2854039.2,141316.8,367568.8,58.4,0.0,58.4,13084.8,11490.0,21797.2,31.4,64.8,3.2,0.4,0.0,1.827354,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,10.4,0.0,1444288.8,1527403.2,52770.4,327678.4,521.6,3535.2,6685.4,22771.2,17088.8,32273.4,29.0,65.8,4.4,0.6,0.0,1.248323,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,15.4,1.0,1532519.2,4993126.4,31449.6,333701.6,1268.8,0.0,5138.6,3389.6,2998.6,4750.0,32.0,63.6,3.2,1.4,0.0,1.307887,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,9.0,0.4,1482736.0,1585286.4,71156.0,373513.6,91.2,0.0,984.8,17382.4,14906.2,31417.0,27.6,66.0,5.8,0.6,0.0,0.890013,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.6,0.4,1479664.0,1511612.8,117012.8,383226.4,151.2,0.0,182.4,22659.2,20384.4,40484.8,26.0,66.8,7.0,0.6,0.0,0.853219,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.4,0.0,1462256.0,2511987.2,130749.6,381478.4,82.4,0.0,95.2,21401.6,21150.8,39067.4,25.8,66.8,6.8,1.0,0.0,0.779518,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.2,0.0,1461245.6,1473088.0,134957.6,379404.0,490.4,0.0,1449.8,19380.0,16276.6,31363.0,32.0,61.4,6.0,0.8,0.0,0.91571,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,9.4,0.2,1454436.0,2702743.2,136177.6,388576.8,120.0,0.0,148.8,18690.4,16657.2,34578.0,30.8,63.4,5.6,0.8,0.0,0.846944,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.2,0.6,1453770.4,3964672.8,136569.6,390507.2,164.8,0.0,279.2,20996.0,20073.2,40049.0,26.4,67.2,5.6,0.8,0.0,0.819947,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,9.4,0.0,1451876.0,4628919.2,136794.4,399355.2,356.8,0.0,1257.6,21811.2,22552.0,39247.8,27.6,66.6,5.2,1.0,0.0,0.761302,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.2,0.2,1449346.4,3333630.4,136858.4,397245.6,166.4,0.0,166.4,18591.2,17397.8,33500.6,30.2,64.4,4.6,0.8,0.0,1.010375,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,9.2,1.0,1448372.0,4430352.0,136871.2,398594.4,266.4,0.0,276.8,14153.6,11868.6,23743.4,37.2,58.0,3.6,1.2,0.0,1.383253,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,9.2,0.2,1441385.6,4989006.4,136872.0,415302.4,2983.2,0.0,8482.2,19317.6,17639.6,32430.2,32.0,63.0,4.2,1.0,0.0,1.132376,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.4,0.0,1427118.4,5243251.2,137485.6,457086.4,145.6,0.0,1491.0,21400.8,20903.2,42736.4,27.8,66.4,5.0,1.0,0.0,0.729116,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.0,0.2,1426404.8,5219853.6,137692.0,459425.6,80.0,0.0,193.4,19813.6,18104.6,34201.8,30.6,64.0,5.2,0.6,0.0,0.91074,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,9.8,0.0,1425716.8,5419220.0,137781.6,462507.2,128.0,0.0,170.0,23125.6,19567.4,34417.6,28.2,66.2,5.0,0.6,0.0,0.852128,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,9.0,0.6,1424534.4,5154947.2,137806.4,460243.2,72.8,0.0,72.8,25221.6,19765.4,37788.2,27.0,69.0,4.2,0.4,0.0,0.824756,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,9.0,0.2,1423648.0,5593878.4,137910.4,468195.2,145.6,0.0,624.8,25667.2,19990.0,39598.8,28.6,64.2,6.2,1.2,0.0,0.825888,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.6,0.0,1421368.0,4990768.8,137980.0,468921.6,64.0,0.0,72.0,25696.8,18875.4,34926.2,29.8,65.2,4.8,0.4,0.0,0.861592,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,9.8,0.0,1419374.4,4791040.0,138470.4,471544.0,528.0,0.0,1368.8,25876.0,20852.2,37694.0,31.8,64.2,3.6,0.6,0.0,0.8876,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.2,0.2,1383348.0,4959552.8,138484.0,476188.8,68.8,0.0,88.0,25959.2,19396.2,43840.0,33.6,62.6,3.8,0.0,0.0,0.712142,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,9.0,0.2,1382801.6,5433439.2,138493.6,471173.6,61.6,0.0,61.6,26841.6,20993.8,39613.2,33.2,62.4,4.2,0.6,0.0,0.712762,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,10.0,0.2,1382314.4,5447103.2,138503.2,471688.0,75.2,0.0,77.6,26629.6,19698.6,44288.8,30.0,66.0,4.0,0.0,0.0,0.626314,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,9.8,0.2,1381763.2,5681068.0,138504.0,473740.8,68.8,0.0,69.6,26732.8,20066.8,39234.6,36.4,60.2,3.0,0.2,0.0,0.656522,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.0,1.0,1712044.8,5768740.8,138504.0,470335.2,67.2,154039.2,67.2,171140.0,15177.2,26819.2,33.2,62.8,3.2,1.2,0.0,1.03285,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,9.6,0.4,1380992.0,5762081.6,138512.8,468420.0,66.4,0.0,67.2,19747.2,13898.6,29860.6,43.4,53.6,2.8,0.2,0.0,0.815849,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,10.0,0.2,1380736.0,6135544.0,138516.0,464532.0,50.4,0.0,51.2,25188.8,17875.0,38336.8,38.0,57.6,4.0,0.4,0.0,0.78045,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.6,0.4,1435960.0,6365504.0,138522.4,468278.4,72.0,78643.2,80.0,98917.6,16920.4,33447.4,35.0,61.4,2.6,0.8,0.0,0.743617,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,9.8,0.0,1380369.6,6522940.8,138529.6,475594.4,68.8,23.2,69.6,25568.8,21056.2,38985.6,39.8,57.2,3.0,0.4,0.0,0.733859,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,11.6,0.0,1494540.8,500509.6,59517.6,385552.0,76.0,71755.2,328.0,89588.0,16296.6,25936.6,24.8,69.8,3.6,2.0,0.0,1.334713,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.6,0.2,1376100.0,3845178.4,74380.8,384623.2,60.0,0.0,897.6,24728.0,20553.6,38719.4,24.2,67.8,7.0,1.0,0.0,0.708374,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.4,0.8,1474632.8,1214319.2,112920.0,330876.0,17261.6,53154.4,18646.2,76264.0,21866.2,37041.8,21.2,72.0,5.2,1.6,0.0,0.86274,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,10.2,0.2,1380502.4,1142321.6,125738.4,340839.2,64.0,764.8,1826.0,23281.6,17746.8,35910.0,26.4,67.8,5.0,0.6,0.0,0.877239,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.0,0.4,1381652.0,2602953.6,132313.6,347317.6,71.2,0.0,1238.0,20788.8,15446.6,30130.8,26.4,68.4,4.6,0.2,0.0,1.149482,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.6,0.2,1381271.2,3246224.0,134302.4,357265.6,85.6,0.0,88.0,23880.8,17212.4,34826.8,26.8,66.4,6.0,1.0,0.0,0.842303,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.4,0.0,1380968.8,4657819.2,135636.8,358040.0,376.8,0.0,1692.8,26382.4,19685.2,37446.0,26.6,65.6,7.0,1.0,0.0,0.812815,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.6,0.0,1379484.0,4686764.0,136117.6,360790.4,112.0,0.0,112.0,20216.0,20423.4,41449.4,24.8,66.6,8.0,1.0,0.0,0.740265,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.2,0.2,1378972.0,4511434.4,136224.8,358560.0,62.4,0.0,68.8,24080.8,21019.6,38696.8,28.2,62.8,8.2,1.0,0.0,0.746289,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.0,0.4,1376119.2,4576706.4,136272.8,354929.6,68.8,0.0,142.4,25798.4,21124.0,38945.0,24.2,68.4,6.4,1.0,0.0,0.730904,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.8,0.4,1375656.0,5003773.6,136294.4,359044.0,72.0,0.0,72.8,24549.6,20698.2,40195.0,24.8,67.2,7.2,0.8,0.0,0.643392,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,10.6,0.2,1756515.2,3944312.0,136456.0,357500.8,146.4,157805.6,174.4,175482.4,15241.4,29670.6,28.8,66.6,3.8,0.8,0.0,0.886769,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.2,0.0,1374184.0,5138753.6,136464.0,362812.8,83.2,0.0,83.2,23958.4,18337.2,34299.8,29.2,63.8,6.4,1.0,0.0,0.962179,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,9.0,0.6,1373453.6,5326624.8,136492.0,364493.6,65.6,0.0,310.4,24486.4,19625.6,41427.4,28.4,64.2,6.6,0.8,0.0,0.724152,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.6,0.6,1372916.0,4706670.4,136512.8,365724.0,70.4,0.0,71.2,26075.2,21814.6,41930.0,27.2,64.2,7.6,1.0,0.0,0.582255,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,10.2,0.2,1634968.0,4923352.0,136520.0,364057.6,54.4,105264.0,54.4,125571.2,19872.8,38818.0,26.4,67.2,5.8,1.0,0.0,0.71245,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.2,0.2,1372221.6,4298802.4,136530.4,365668.8,50.4,0.0,51.2,26500.0,20738.2,41159.6,36.6,57.6,5.4,0.8,0.0,0.649019,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.6,0.2,1371660.0,4522739.2,136544.8,362112.8,40.0,0.0,40.8,25877.6,20118.8,41674.8,30.4,62.6,6.2,0.8,0.0,0.747657,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.0,0.0,1371222.4,4508864.0,136565.6,364496.0,58.4,0.0,88.0,23536.8,19157.2,38185.8,33.2,59.8,6.2,1.0,0.0,0.739857,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.0,0.4,1370589.6,4686617.6,136576.0,368021.6,173.6,0.0,1065.6,22309.6,18332.2,34496.6,33.0,59.6,6.2,0.8,0.0,0.773136,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.0,0.2,1369948.8,5309623.2,136578.4,367838.4,57.6,0.0,117.6,23049.6,18426.2,36626.6,34.8,56.4,7.6,1.2,0.0,0.715044,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.4,0.4,1369718.4,5573101.6,136590.4,367359.2,36.0,0.0,38.4,26062.4,20869.0,39540.4,29.8,61.6,7.6,0.8,0.0,0.712996,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.6,0.4,1369417.6,5686946.4,136604.0,373002.4,80.8,0.0,91.2,27014.4,21007.4,41563.2,33.0,60.0,6.0,0.8,0.0,0.673444,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.8,0.0,1368972.0,5673972.8,136604.0,369156.0,65.6,0.0,65.6,25825.6,18044.2,39858.2,33.2,59.4,6.6,0.4,0.0,0.593878,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.8,0.4,1368628.0,5629308.8,136610.4,374971.2,54.4,0.0,58.4,28540.0,20330.4,43207.2,34.6,60.0,5.0,0.2,0.0,0.629881,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.0,0.2,1369980.0,5957194.4,136628.0,368584.8,52.8,1663.2,53.6,27944.0,21882.8,43024.2,33.0,59.4,6.6,1.0,0.0,0.712836,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.6,0.0,1368876.0,6282063.2,136632.0,369698.4,41.6,0.0,43.2,26374.4,21251.8,41033.2,30.0,62.8,7.0,0.8,0.0,0.632154,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.8,0.6,1368235.2,6498995.2,136636.0,374103.2,97.6,0.0,1345.0,24865.6,19309.8,38582.8,32.4,59.4,7.2,1.0,0.0,0.88118,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.8,0.0,1368184.0,6659100.0,136636.0,376496.8,33.6,31.2,33.6,28136.8,21420.4,45913.8,33.4,59.0,7.0,0.6,0.0,0.467436,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.0,0.0,1761732.0,126527.2,103621.6,263642.4,19424.0,150868.0,23717.8,167909.6,20160.6,30900.0,19.2,73.0,3.8,4.4,0.0,0.921683,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.8,0.4,1548291.2,1562031.2,27024.0,250045.6,28297.6,56765.6,30663.0,77412.0,19512.6,35304.2,20.0,70.8,7.0,2.6,0.0,0.868663,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,5.6,0.4,1465195.2,3640543.2,93504.0,243452.8,19288.8,23241.6,21885.2,47394.4,21453.8,37741.4,18.4,74.6,5.4,2.2,0.0,0.775021,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.6,0.0,1447368.0,3002060.8,120483.2,275114.4,90.4,0.0,936.8,22174.4,16221.0,31376.2,21.8,69.8,7.4,1.0,0.0,0.865866,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,10.2,0.6,1446139.2,1648321.6,129424.8,281686.4,151.2,0.0,192.8,11728.0,9179.0,16301.8,32.4,59.6,6.4,1.8,0.0,2.820042,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.4,0.0,1445320.0,3803629.6,132300.8,281736.0,91.2,0.0,193.2,23820.0,18731.4,38027.0,20.2,67.8,11.6,1.0,0.0,0.728676,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,12.2,0.8,1444040.0,3374986.4,133826.4,279370.4,80.8,0.0,156.8,6984.8,5317.4,10046.0,25.8,65.8,6.6,2.0,0.0,4.690514,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.2,0.0,1443272.0,2335372.8,134400.8,285891.2,80.0,0.0,95.2,17329.6,12802.2,24577.0,25.2,63.6,10.0,1.4,0.0,1.45224,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.2,0.0,1440712.0,3761843.2,135012.8,287498.4,66.4,0.0,70.4,22427.2,16715.6,33654.4,21.6,67.0,10.2,1.4,0.0,0.917267,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.2,0.0,1439227.2,5007560.0,135278.4,299976.0,144.8,0.0,156.8,24056.0,20458.8,39704.4,21.8,65.8,11.0,1.2,0.0,0.769502,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.2,0.0,1807186.4,4034976.0,135370.4,295029.6,88.8,137920.8,90.4,157385.6,17895.8,35901.2,15.8,71.0,11.8,1.8,0.0,0.741109,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.0,0.2,1436472.0,5319864.0,135426.4,294436.0,71.2,0.0,72.0,22384.0,17072.0,35277.8,23.4,63.8,12.2,1.0,0.0,0.960338,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,5.0,0.6,1435808.0,4392328.8,135460.0,298086.4,59.2,0.0,69.6,25312.0,21420.4,46259.2,20.6,65.8,12.2,1.4,0.0,0.673426,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,5.4,0.2,1435129.6,4381768.0,135463.2,298092.0,132.0,0.0,218.4,24372.8,17885.4,40920.0,25.4,62.4,11.2,1.2,0.0,0.746227,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,5.8,0.0,1434365.6,5048615.2,135471.2,297882.4,62.4,0.0,64.8,23975.2,19434.4,38602.0,22.8,65.8,10.8,1.2,0.0,0.760958,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.2,0.0,1433492.0,4348844.8,135481.6,305392.0,96.0,0.0,102.4,25659.2,18283.2,36407.2,28.0,59.8,11.6,1.2,0.0,0.826239,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.2,0.2,1432744.0,4320504.8,135508.8,304759.2,116.8,0.0,116.8,25565.6,21457.6,39071.4,23.8,64.0,11.2,1.0,0.0,0.765449,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.4,0.2,1429644.8,4496970.4,135524.0,302143.2,1032.8,0.0,1069.6,22398.4,17779.8,35045.0,31.4,57.0,10.2,1.2,0.0,0.85596,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.4,0.0,1427590.4,4846688.0,135532.8,303878.4,46.4,0.0,49.6,25092.8,17410.8,38410.4,29.0,60.2,10.0,1.4,0.0,0.703245,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.4,0.2,1427194.4,5127730.4,135540.0,300665.6,70.4,0.0,93.6,26268.8,19477.4,39693.4,25.6,61.4,12.0,1.0,0.0,0.751405,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.4,0.0,1426172.0,5297060.0,135545.6,306846.4,97.6,0.0,322.4,23443.2,16781.2,38106.0,30.4,57.0,11.2,1.4,0.0,0.831481,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.6,0.2,1606504.8,5157142.4,135548.0,306891.2,101.6,100916.0,101.6,121020.8,17349.2,32551.0,26.6,61.4,9.8,1.8,0.0,0.750516,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.2,0.4,1731616.8,5490068.8,135551.2,304725.6,128.8,127564.8,129.6,146568.8,17074.8,30785.2,26.8,61.4,9.8,2.0,0.0,1.014889,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.8,0.0,1539508.0,5923916.0,135768.0,307427.2,70.4,59981.6,72.8,82722.4,19438.6,34697.2,25.6,62.6,10.2,2.0,0.0,0.882103,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.6,0.4,1558131.2,5845098.4,135780.0,305096.0,117.6,78618.4,147.2,99578.4,17551.8,33421.0,30.8,59.4,8.4,2.0,0.0,0.792474,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.8,0.4,1421624.0,6176480.0,135780.0,302302.4,106.4,0.0,108.0,21947.2,17749.2,34409.2,33.2,56.8,9.0,1.2,0.0,0.776742,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.6,0.0,1494059.2,6352128.8,135784.0,302948.8,69.6,52428.8,70.4,74531.2,18882.4,34184.6,27.4,60.4,9.6,2.4,0.0,0.813955,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.2,1.2,1445528.8,6562891.2,135796.0,306248.8,104.8,52428.8,156.8,73392.0,17932.6,31837.0,27.6,63.0,7.8,1.8,0.0,0.882548,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,5.2,0.6,1420016.8,6765650.4,135804.0,307492.0,66.4,32.0,66.4,26636.8,22841.4,43404.2,34.0,53.8,10.2,1.8,0.0,0.645464,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.4,0.2,1419508.0,4217556.0,135816.0,307149.6,69.6,0.0,70.4,24693.6,17957.4,38046.0,17.8,70.8,10.4,1.2,0.0,0.712451,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.0,0.2,1447826.4,3629152.0,26505.6,233059.2,3741.6,9342.4,23322.0,33406.4,18235.2,38045.0,16.0,72.6,9.8,1.6,0.0,0.725224,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.6,0.2,1448693.6,3628126.4,67840.8,304197.6,120.0,2667.2,3256.2,28790.4,18585.2,36380.0,19.4,69.4,10.0,1.4,0.0,0.65169,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.2,0.2,1450088.0,4579250.4,111195.2,320668.8,111.2,0.0,1365.0,27919.2,17754.8,41212.6,19.4,68.6,11.0,1.2,0.0,0.645907,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.0,0.0,1448808.0,4152282.4,130907.2,320576.0,68.8,0.0,77.6,26761.6,18753.8,39499.4,19.4,68.6,10.4,1.8,0.0,0.692723,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.4,0.6,1448040.0,4844176.0,136309.6,312164.0,94.4,0.0,113.6,20590.4,14586.8,32514.6,21.6,67.0,10.0,1.2,0.0,0.789538,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.8,0.0,1786992.0,3169180.8,138052.8,313516.0,154.4,149096.8,172.0,168220.8,16249.2,31858.6,16.4,72.0,9.2,2.6,0.0,0.674677,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,5.6,1.0,1860381.6,3210334.4,138761.6,316081.6,68.0,151017.6,79.2,170202.4,17159.2,33748.2,17.8,69.4,10.2,3.0,0.0,0.633776,2
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.8,0.2,1435669.6,4420152.8,139083.2,321368.0,72.8,0.0,92.0,29584.0,19696.0,44123.2,18.4,69.8,10.8,1.0,0.0,0.581475,2
