ipc,context_switches(K/s),cpu_migrations(/s),page_faults(/s),branches(M/s),branch_misses(%),L1_dcache_loads(M/sec),r_procs,b_procs,swap(KB),free(KB),buffers(KB),cached(KB),swap_in(KB/s),swap_out(KB/s),interrupts(/s),user_time(%),idle_time(%),iowait_time(%),avg-latency(ms)
0.67,11.796,33.471,38417.408,265.173,2.02,349.069,8.2,0.2,1370084.0,3487025.6,97171.2,338680.0,651.2,0.0,19381.0,29.0,4.8,0.4,0.456923
0.67,11.583,30.819,40519.68,260.946,2.0,336.787,9.8,0.0,1346685.6,4288251.2,125872.8,355667.2,3586.4,0.0,21089.4,28.8,3.6,0.6,0.468295
0.68,10.921,27.378,34293.76,255.544,1.9,332.458,6.8,0.2,1344228.0,3984508.8,133401.6,366350.4,105.6,0.0,21033.6,29.6,3.4,0.8,0.524314
0.81,11.481,30.686,20983.808,230.262,2.17,439.141,7.0,0.4,1343101.6,2596208.8,135838.4,373970.4,97.6,0.0,20612.6,32.2,3.8,1.0,0.557847
0.69,10.806,24.566,38072.32,253.545,1.99,331.007,8.0,0.0,1336719.2,4870039.2,136532.0,389509.6,965.6,0.0,21003.4,29.8,2.6,0.2,0.572267
0.68,11.951,28.97,33150.976,256.873,2.07,333.242,9.4,0.4,1334213.6,4995014.4,136916.0,388618.4,36.0,0.0,21486.4,29.0,3.8,0.6,0.543965
0.68,10.688,30.778,31204.352,245.344,2.22,322.341,8.4,0.0,1332310.4,5116994.4,137196.8,398880.8,1525.6,0.0,18974.2,34.4,3.4,0.8,0.475526
0.64,11.387,21.97,37980.16,243.964,2.18,314.712,8.2,0.2,1326234.4,5313663.2,137293.6,406977.6,94.4,0.0,22601.2,27.2,3.4,0.2,0.417207
0.65,11.729,22.53,44964.864,239.305,2.15,306.657,8.8,0.0,1325333.6,4545810.4,137316.8,411156.0,45.6,0.0,20582.4,29.6,3.8,0.6,0.47975
0.95,10.322,25.268,1328.128,212.535,2.21,543.036,7.8,0.4,1325006.4,2680548.8,137331.2,416229.6,29.6,0.0,21581.4,35.6,4.6,0.6,0.545602
0.68,11.026,23.76,43790.336,220.339,2.27,348.512,7.6,0.4,1321472.0,4433367.2,137345.6,419696.0,41.6,0.0,21057.0,30.4,3.2,0.4,0.5397
0.74,10.136,24.253,37541.888,213.272,2.26,377.856,7.8,0.0,1317403.2,4265417.6,137356.0,424166.4,52.0,0.0,19728.4,31.6,3.6,0.4,0.595337
0.86,10.719,19.694,17482.752,228.086,2.31,508.011,7.2,0.2,1314385.6,3983060.8,137370.4,431018.4,1313.6,0.0,21618.8,34.6,2.8,0.4,0.44995
0.86,10.706,22.47,25838.592,207.139,2.45,518.963,6.4,0.0,1301082.4,3953543.2,138065.6,450252.0,32.8,0.0,21022.6,37.6,3.8,0.6,0.561696
0.86,11.162,19.815,22719.488,232.067,2.34,529.621,7.0,0.2,1298480.8,4122488.0,138124.8,464650.4,11.2,0.0,24632.4,30.8,2.6,0.4,0.48149
0.89,11.674,17.557,24352.768,253.54,2.01,515.601,6.0,0.6,1297475.2,4690713.6,138380.0,470856.0,16.0,0.0,21978.4,32.0,4.0,0.8,0.572755
0.91,11.253,20.527,26609.664,257.944,1.82,497.491,6.6,0.2,1297636.0,4987225.6,138380.0,478929.6,19.2,0.0,21689.2,32.6,4.8,0.6,0.597982
0.93,9.399,32.607,24881.152,305.099,1.56,532.423,9.2,0.0,1505910.4,5241477.6,138384.8,477517.6,23.2,94944.0,19384.8,30.8,3.6,1.0,0.612124
0.85,11.391,28.105,20934.656,287.842,1.71,469.076,7.6,0.0,1557716.8,5511292.0,138388.0,477711.2,20.8,84308.8,19101.8,29.0,4.4,0.6,0.506045
1.02,10.92,24.227,18314.24,328.03,1.52,592.555,8.0,0.2,1295848.8,5488984.0,138392.0,484069.6,21.6,0.0,22026.2,31.8,4.4,0.6,0.560254
1.01,11.101,27.626,21846.016,324.748,1.49,582.54,8.2,0.0,1296459.2,5527272.8,138396.0,484978.4,8.8,16810.4,19644.6,35.4,4.4,0.6,0.571073
1.12,11.139,17.405,3742.72,342.095,1.48,736.374,9.8,0.4,1296408.0,5479024.8,138412.0,491786.4,8.0,0.0,24176.8,34.0,4.0,0.8,0.483986
0.97,8.984,40.277,10225.664,312.59,1.49,538.586,10.0,0.2,1437077.6,5838346.4,138412.0,487231.2,10.4,121483.2,17255.2,39.4,6.0,1.2,0.729717
0.9,9.338,41.435,15387.648,299.401,1.64,481.244,6.8,0.2,1363041.6,6118016.8,138415.2,490956.8,65.6,52428.8,18816.4,32.8,4.4,0.6,0.49627
0.9,11.088,29.702,16086.016,329.458,1.61,481.461,8.0,0.2,1315399.2,6301484.8,138416.8,491697.6,24.0,26214.4,21304.8,31.8,3.0,0.6,0.452171
0.58,8.575,66.772,18780.16,242.286,2.4,329.771,11.6,0.6,1685191.2,129640.0,14845.6,219016.0,38343.2,148397.6,21881.4,14.2,3.0,2.8,0.497736
0.62,11.105,37.502,37057.536,246.454,1.99,328.794,6.6,1.2,1434815.2,4273945.6,44425.6,337997.6,4687.2,1028.0,20959.6,21.4,4.4,1.0,0.401979
0.64,11.039,34.053,38762.496,247.862,2.1,331.46,11.2,0.0,1408447.2,4185960.0,109310.4,394459.2,2188.8,0.0,20347.2,22.4,4.8,0.8,0.442265
0.66,11.212,27.183,20180.992,248.645,1.92,333.944,6.8,0.4,1354277.6,3276592.0,76545.6,418021.6,257.6,0.0,19788.0,27.2,4.0,0.6,0.414052
0.61,13.12,32.516,37486.592,250.304,2.09,332.391,7.2,0.0,1330572.0,4003120.0,117152.8,426831.2,118.4,0.0,21652.0,25.0,4.4,0.8,0.346543
0.59,11.364,31.032,50196.48,227.288,2.14,293.761,8.2,0.0,1327551.2,4245820.0,128884.0,433666.4,88.0,0.0,18905.4,29.4,3.8,0.6,0.372283
0.61,12.889,32.497,40799.232,238.009,2.09,314.754,8.4,0.0,1327192.8,4614860.0,133455.2,437273.6,73.6,0.0,20144.6,26.4,4.0,0.4,0.383659
0.61,11.723,30.01,51073.024,240.137,2.09,314.707,6.4,0.2,1326476.0,4772352.0,135161.6,443442.4,56.0,0.0,21497.8,27.4,3.8,1.0,0.41355
0.58,12.472,33.134,51123.2,218.234,2.2,282.702,7.8,0.4,1314444.0,4470306.4,136242.4,467130.4,48.8,0.0,21394.8,26.8,5.0,0.8,0.484547
0.59,12.106,46.578,50152.448,219.003,2.49,289.378,7.4,0.0,1312261.6,4339942.4,136800.8,481844.0,291.2,0.0,19749.2,25.4,4.8,0.6,0.40295
0.62,12.613,38.892,47977.472,208.839,2.27,321.257,8.2,0.0,1309292.0,3806928.8,136874.4,480237.6,28.8,0.0,21534.6,23.0,5.4,0.6,0.493398
0.78,11.768,33.556,24017.92,216.633,2.4,456.085,8.2,0.2,1307858.4,3398638.4,136902.4,484746.4,174.4,0.0,20575.8,31.0,4.6,1.0,0.356642
0.8,11.654,28.016,38008.832,185.869,2.62,506.654,7.4,0.6,1306988.0,3189682.4,136924.8,492160.8,16.8,0.0,22834.2,26.8,4.8,1.0,0.434188
0.77,11.292,36.017,35088.384,175.448,2.78,460.135,6.8,0.2,1305443.2,3327076.0,136944.8,493096.8,465.6,0.0,21028.2,29.8,5.8,1.0,0.505273
0.64,9.916,38.423,20323.328,258.478,1.89,347.552,8.8,0.4,1693448.8,4344304.0,136962.4,503442.4,29.6,138699.2,19414.0,20.4,4.4,1.6,0.39633
0.86,11.098,30.482,26359.808,198.991,2.38,520.302,9.8,0.0,1303596.0,3448960.0,136976.0,507645.6,14.4,0.0,21400.2,31.0,6.8,1.0,0.362808
0.89,10.358,28.106,25298.944,231.258,2.07,531.667,8.0,0.0,1303596.0,4397486.4,136984.8,510515.2,14.4,0.0,21256.4,27.8,3.4,0.2,0.428598
0.78,10.257,34.309,24356.864,265.054,1.83,448.102,8.8,0.4,1679132.0,4533562.4,137400.0,512112.0,15.2,121378.4,19364.4,25.0,3.6,0.6,0.405237
0.8,11.202,27.88,23593.984,269.613,1.85,443.907,10.0,0.2,1719453.6,4800108.0,137401.6,518174.4,0.0,111325.6,19323.2,27.2,4.2,0.8,0.423429
0.89,11.874,33.624,30801.92,265.293,1.86,496.604,6.4,0.2,1301642.4,4880056.0,137414.4,521495.2,11.2,0.0,21228.2,29.4,5.0,0.6,0.427836
1.0,11.512,29.589,23770.112,298.236,1.61,579.038,7.4,0.0,1301262.4,5003841.6,137421.6,533938.4,21.6,0.0,21861.0,30.4,4.8,0.8,0.454635
1.02,12.365,34.594,21009.408,350.943,1.42,636.001,7.6,0.2,1300965.6,5067294.4,137440.0,534965.6,20.8,0.0,20601.2,32.0,4.0,0.8,0.355166
1.2,11.04,32.27,15028.224,361.279,1.27,782.971,7.4,0.6,1300338.4,4957082.4,137447.2,535275.2,8.0,0.0,19144.6,35.6,4.6,0.6,0.503338
1.17,12.376,26.275,11277.312,363.705,1.28,795.275,7.8,0.0,1300155.2,5172873.6,137459.2,542716.0,19.2,0.0,21761.4,32.2,4.6,0.6,0.382262
0.99,12.196,44.455,17010.688,291.528,1.66,603.527,8.8,0.2,1300432.0,5588787.2,137464.0,544742.4,19.2,0.0,19344.8,33.6,7.2,0.8,0.40039
1.05,10.508,40.222,20120.576,315.523,1.36,606.926,8.8,0.2,1300444.0,5686648.8,137799.2,543857.6,7.2,3763.2,20234.2,35.4,6.4,1.0,0.492446
0.93,12.356,23.187,27715.584,394.906,1.3,419.031,6.6,0.0,1300290.4,6079258.4,137804.8,549134.4,22.4,0.0,22746.2,27.0,4.6,0.8,0.366022
0.87,9.419,51.306,17191.936,283.082,1.56,392.675,9.4,0.2,1308802.4,6238645.6,137808.0,551224.8,13.6,26214.4,20663.6,28.8,11.6,1.4,0.44049
0.48,7.981,63.898,8837.12,186.867,2.24,276.422,8.2,1.0,1836666.4,132573.6,15289.6,287088.0,41411.2,174650.4,22533.6,8.8,2.6,7.8,0.595563
0.53,8.878,75.988,25047.04,206.187,2.16,289.029,7.8,0.4,1480723.2,2315052.8,29892.8,254383.2,36050.4,56325.6,20589.2,15.2,2.2,3.4,0.529001
0.56,10.969,34.219,53779.456,213.174,2.25,284.123,8.4,0.0,1393564.8,4821034.4,62754.4,326192.8,5872.0,1456.0,20266.6,22.4,3.6,1.2,0.504537
0.56,11.341,37.427,49800.192,215.541,2.21,282.852,7.2,0.0,1358646.4,4962477.6,118053.6,377175.2,1584.0,0.0,23435.0,19.0,6.4,1.0,0.413377
0.8,11.719,34.196,33596.416,222.686,2.3,487.384,10.0,0.6,1352502.4,2776369.6,133126.4,386963.2,1429.6,0.0,20309.6,32.4,3.8,1.0,0.389722
0.56,12.721,39.674,60329.984,232.463,2.15,304.891,5.8,0.4,1314358.4,4450791.2,137663.2,396662.4,68.0,0.0,21570.8,18.4,4.8,0.6,0.33134
0.57,12.245,41.16,61817.856,237.459,2.16,308.126,7.6,0.4,1312412.8,4108472.0,139137.6,413528.8,126.4,0.0,22472.4,15.6,3.8,0.2,0.315676
0.54,11.907,37.399,56781.824,198.133,2.43,293.88,6.2,0.0,1310620.8,4193370.4,139681.6,408733.6,82.4,0.0,22452.2,21.6,5.2,1.0,0.347396
0.53,12.731,27.27,51813.376,206.651,2.42,290.754,7.6,0.0,1309648.0,4109072.8,139844.8,419334.4,37.6,0.0,22857.2,17.0,4.0,0.6,0.319355
0.94,12.784,33.059,34725.888,201.176,2.34,627.403,7.6,0.0,1309136.0,3207388.0,139976.8,426172.0,19.2,0.0,21428.6,28.8,3.8,0.8,0.39913
0.7,11.685,41.433,48531.456,176.066,2.78,456.261,8.0,0.4,1303504.0,3274947.2,140092.8,435354.4,965.6,0.0,21735.4,22.2,4.2,0.8,0.360722
0.79,12.322,33.725,47482.88,183.906,2.56,559.515,6.6,0.0,1302787.2,3365004.8,140116.8,435756.0,35.2,0.0,20409.0,28.6,4.0,0.4,0.377732
0.78,13.517,50.006,36216.832,164.096,2.96,539.516,8.2,0.0,1302070.4,3159234.4,140358.4,440900.0,28.8,0.0,23844.0,23.6,4.6,0.6,0.375601
0.72,12.104,42.373,36473.856,232.127,2.12,460.078,6.0,0.2,1600800.0,3911400.8,140380.0,444648.0,12.0,87727.2,20770.0,22.6,4.4,1.4,0.400827
0.92,12.823,37.395,35974.144,253.754,1.96,592.228,7.0,0.0,1300656.8,4073363.2,140405.6,447985.6,24.0,0.0,22087.4,28.6,4.4,1.0,0.325308
0.88,13.378,37.651,34694.144,228.617,1.92,541.129,8.4,0.0,1298642.4,4111916.0,140560.0,458468.0,6.4,0.0,22872.8,27.0,5.4,1.2,0.428023
0.74,11.926,45.048,24225.792,258.508,1.98,453.256,8.6,0.0,1696631.2,4483467.2,140628.8,471626.4,2028.8,107768.0,20866.4,21.0,4.0,1.2,0.340028
0.84,12.091,30.205,28289.024,231.944,2.12,505.869,6.6,0.0,1287244.0,4986100.0,140844.0,486101.6,40.0,0.0,23938.4,22.2,4.2,0.8,0.324044
0.88,10.55,43.851,16610.304,268.165,1.73,529.638,5.6,0.0,1662876.0,4556502.4,141167.2,495605.6,35.2,162296.0,19102.8,25.0,4.6,2.0,0.451535
0.96,13.584,26.525,28109.824,300.847,1.67,604.35,8.8,0.2,1285622.4,5035840.0,141178.4,501036.8,28.8,0.0,23413.6,25.0,6.2,1.0,0.373268
1.05,12.685,35.648,23790.592,338.856,1.42,683.532,5.2,0.2,1284886.4,5023485.6,141190.4,502189.6,53.6,0.0,23376.8,28.0,4.4,1.0,0.347583
1.03,13.153,35.179,21030.912,352.958,1.38,696.309,7.0,0.2,1284661.6,4898520.0,141192.0,505243.2,11.2,0.0,22408.2,25.2,5.8,0.4,0.308668
1.11,9.438,55.091,14825.472,345.422,1.19,674.704,5.6,0.6,1569668.0,5101840.8,141196.8,508934.4,25.6,152231.2,17980.6,28.8,5.8,2.4,0.531384
1.22,11.496,39.799,15203.328,345.25,1.24,820.824,5.8,0.0,1284940.0,5230861.6,141208.8,516599.2,8.0,0.0,20118.2,35.8,6.0,1.0,0.422889
0.99,11.241,60.562,12659.712,302.76,1.52,624.551,6.8,0.2,1358712.8,5468712.8,141212.8,524696.0,10.4,53562.4,21907.0,23.0,4.8,1.0,0.376919
1.01,12.816,51.136,23767.04,401.722,1.2,519.918,9.6,0.0,1284451.2,5860695.2,141220.8,523010.4,69.6,0.0,22178.6,24.4,4.2,0.8,0.302841
0.98,12.377,37.259,24986.624,417.323,1.22,465.887,6.6,0.0,1283976.0,6063188.0,141371.2,531706.4,5.6,0.0,22922.4,25.8,7.4,1.2,0.303834
0.77,10.867,27.567,20065.28,246.974,1.96,411.391,6.8,0.2,1284131.2,6249023.2,141386.4,532664.0,15.2,0.0,21795.8,29.2,4.4,1.0,0.398128
0.71,7.898,31.634,31171.584,260.299,1.75,339.881,11.8,0.4,1396370.4,328468.0,60811.2,343943.2,206.4,73562.4,18170.4,29.6,2.6,1.0,0.828419
0.7,7.677,27.298,29390.848,252.355,1.77,332.725,9.4,0.6,1467363.2,435944.0,50129.6,320393.6,8780.0,79459.2,17554.2,28.4,2.8,0.8,0.865672
0.75,9.958,21.053,25243.648,268.923,1.69,340.238,10.2,0.4,1326548.8,2869040.0,93292.0,356291.2,1202.4,0.0,18773.2,32.8,3.8,0.2,0.697684
0.74,9.264,19.901,39249.92,271.555,1.61,351.198,11.4,0.0,1305732.0,2366441.6,122908.0,364186.4,106.4,0.0,19158.8,32.0,2.4,0.0,0.814348
0.75,9.971,24.613,33221.632,271.347,1.81,351.946,8.0,0.0,1303957.6,3539402.4,132547.2,366203.2,68.8,0.0,19019.4,31.6,4.4,0.4,0.626296
0.74,9.812,22.778,37578.752,269.58,1.82,352.385,11.2,0.2,1302349.6,3846764.8,135280.8,373050.4,270.4,0.0,18451.6,33.2,5.0,0.4,0.630715
0.72,10.66,18.611,24136.704,263.036,1.87,340.906,9.8,0.6,1301747.2,3280889.6,136255.2,382680.8,7.2,0.0,19382.0,31.2,3.0,0.6,0.584395
0.7,10.058,25.063,41245.696,247.497,1.93,317.238,9.4,0.2,1301387.2,4396163.2,136649.6,377240.8,25.6,0.0,17816.2,30.8,3.2,0.0,0.666472
0.73,9.751,20.987,32957.44,263.536,1.81,340.756,9.8,0.2,1301057.6,4731060.0,136851.2,378360.0,16.8,0.0,19471.6,33.6,2.2,0.0,0.646577
0.73,9.102,26.356,38019.072,272.632,1.84,353.61,9.4,0.0,1300433.6,4882828.0,136936.8,377739.2,165.6,0.0,17508.6,35.2,2.8,0.4,0.559907
0.71,10.7,19.739,31466.496,268.566,1.97,346.904,8.6,0.2,1299476.8,5265672.8,136955.2,386416.0,52.8,0.0,20237.2,28.4,3.2,0.0,0.525588
0.72,10.36,20.908,35529.728,257.669,1.86,328.363,9.8,0.4,1299125.6,5281715.2,136966.4,389584.0,27.2,0.0,18655.0,35.0,3.0,0.0,0.751715
0.73,8.117,21.027,18403.328,259.874,1.84,338.494,10.6,0.2,1493380.8,3892516.0,137806.4,413284.0,10.4,87723.2,17954.4,32.2,2.8,0.4,0.720851
0.71,10.893,15.436,35860.48,244.928,2.1,316.122,8.6,0.2,1289882.4,5142195.2,137994.4,418107.2,14.4,0.0,19418.4,31.8,1.2,0.2,0.73395
0.69,11.365,14.227,35823.616,239.317,2.12,331.446,8.8,0.4,1289409.6,4776480.8,138120.0,426665.6,24.8,0.0,21410.6,30.8,2.6,0.8,0.547442
0.71,9.76,20.374,19831.808,275.224,1.82,353.99,9.6,0.4,1780707.2,4362632.0,138136.0,428489.6,16.8,132256.8,17855.0,29.6,1.8,0.4,0.654296
0.77,8.857,29.774,15684.608,256.955,1.87,394.608,10.2,0.4,1759855.2,3819904.8,138304.8,432527.2,33.6,128048.8,16461.0,34.0,3.0,1.0,0.693542
0.84,8.137,28.019,12838.912,265.38,1.79,445.122,8.2,0.0,1811732.8,3941805.6,138328.0,429947.2,47.2,147710.4,18191.6,34.4,3.0,0.8,0.713695
0.83,8.882,26.311,13230.08,268.852,1.79,445.763,8.6,0.0,1712428.8,4160456.8,138329.6,436606.4,8.8,129108.0,18471.4,34.8,2.4,0.6,0.58301
0.96,9.299,29.392,27388.928,275.366,1.73,514.207,8.4,0.8,1256336.8,4823919.2,138351.2,439788.0,10.4,0.0,17699.0,39.8,2.6,0.6,0.636435
0.91,10.673,23.364,19523.584,262.641,2.01,487.353,8.6,0.4,1256028.8,5234261.6,138360.0,444228.0,12.8,0.0,19226.8,37.6,2.6,0.4,0.599071
0.97,10.936,19.694,21000.192,303.26,1.68,513.293,8.8,0.8,1255936.8,5467302.4,138360.0,449048.8,2.4,0.0,19776.6,34.4,2.6,0.2,0.573276
1.0,11.084,20.819,18396.16,309.203,1.52,524.783,11.2,0.0,1255137.6,5423468.8,138371.2,451425.6,0.0,0.0,19432.4,35.0,3.4,0.4,0.687374
1.01,10.142,19.86,16005.12,330.368,1.47,566.091,8.0,0.4,1255040.0,5440860.8,138377.6,455735.2,4.0,0.0,20004.4,38.6,3.4,0.4,0.60966
1.05,8.569,23.085,10830.848,333.473,1.31,567.531,9.4,0.2,1479171.2,5539352.8,138396.0,448632.8,5.6,87047.2,17348.4,38.2,3.2,0.8,0.768999
1.12,10.261,23.566,3253.248,323.294,1.44,645.777,8.0,0.0,1255452.0,5681008.8,138410.4,452601.6,0.8,0.0,19713.4,40.6,3.6,0.6,0.546527
0.95,9.193,26.609,11898.88,302.516,1.55,488.229,8.8,0.8,1302839.2,6093898.4,138415.2,458808.0,0.0,52428.8,18622.6,37.0,2.8,0.4,0.649769
0.98,9.747,24.817,16001.024,337.236,1.41,460.78,9.4,0.0,1255564.0,6282939.2,138436.8,465300.0,0.0,0.0,20275.2,33.2,3.4,0.2,0.667773
0.64,7.538,42.15,27991.04,242.189,2.01,324.36,12.4,1.8,1529776.8,163863.2,37772.8,298251.2,6505.6,129324.8,18937.6,20.0,1.2,1.4,0.956622
0.66,9.049,37.026,27030.528,234.212,2.08,321.381,11.6,0.6,1441577.6,1627429.6,22428.8,249444.0,20004.0,16764.8,19335.6,25.2,1.6,2.0,0.809586
0.72,9.11,27.136,23928.832,263.096,1.72,349.823,12.0,0.2,1390945.6,2719844.0,45685.6,330344.0,9717.6,2612.0,19332.0,25.0,1.8,0.4,0.62753
0.75,9.338,28.069,13612.032,272.659,1.67,353.142,8.4,0.0,1355327.2,1837541.6,97581.6,337440.8,96.8,0.0,19600.8,24.2,2.8,0.4,0.55476
0.71,9.877,28.846,41181.184,263.276,1.87,345.814,8.6,0.2,1352664.8,3856834.4,128254.4,352148.0,367.2,0.0,19244.2,28.4,2.8,0.4,0.55115
0.72,9.835,44.6,37382.144,264.774,1.79,341.412,7.6,0.2,1348773.6,4817257.6,137079.2,363648.0,303.2,0.0,18570.2,30.8,4.0,0.6,0.507847
0.66,12.322,20.368,28170.24,253.992,2.17,337.262,6.8,0.4,1345804.0,3630824.8,139695.2,370010.4,40.0,0.0,20921.6,25.4,2.4,0.2,0.399989
0.69,9.426,34.346,23628.8,266.948,1.85,350.252,8.6,0.2,1543090.4,2918328.8,140652.8,382094.4,52.8,93936.8,18580.2,31.2,3.0,1.0,0.499386
0.68,9.965,31.768,38238.208,239.723,2.01,319.431,10.6,0.0,1337161.6,4226319.2,140937.6,389639.2,36.0,0.0,19320.2,28.6,5.0,0.6,0.55141
0.69,10.251,23.84,34564.096,250.123,2.01,325.885,8.2,0.0,1336568.0,5256902.4,141056.8,397750.4,126.4,0.0,20379.2,29.0,4.0,0.6,0.5206
0.67,10.732,26.223,41582.592,247.178,2.08,320.826,8.8,0.2,1323127.2,5008989.6,141101.6,409755.2,51.2,0.0,21371.2,29.0,3.6,0.6,0.484668
0.65,10.899,22.361,40921.088,235.857,2.13,307.502,7.4,0.2,1322744.8,4838753.6,141200.8,415334.4,20.8,0.0,20223.6,29.8,3.8,0.6,0.462237
0.68,9.203,26.991,19870.72,266.177,1.84,346.014,9.4,0.0,1739376.0,3764528.8,141275.2,412796.8,23.2,132055.2,18252.4,30.2,3.4,0.8,0.471621
0.66,10.538,21.528,42014.72,226.744,2.09,308.507,9.8,0.0,1320885.6,4245417.6,141289.6,426891.2,16.0,0.0,20608.2,29.6,4.2,0.4,0.529079
0.76,10.912,23.883,35889.152,215.418,2.32,400.439,7.6,0.0,1320420.0,3712146.4,141334.4,435856.0,31.2,0.0,20100.4,32.2,3.6,0.8,0.529541
0.92,10.109,19.797,19897.344,217.406,2.18,511.406,8.8,0.2,1319992.8,3920039.2,141358.4,436671.2,28.0,0.0,19464.8,36.4,4.4,0.6,0.649788
0.92,10.317,23.862,21211.136,221.845,2.26,521.011,8.8,0.0,1319625.6,4056815.2,141360.0,438386.4,28.8,0.0,20544.4,36.6,2.8,0.4,0.552974
0.94,10.056,28.402,19494.912,246.068,1.98,534.515,7.6,0.0,1319369.6,4825812.0,141379.2,442341.6,56.8,0.0,20096.4,37.8,3.2,0.4,0.46833
0.85,11.649,24.233,20877.312,217.853,2.22,488.231,8.0,0.2,1321069.6,4067130.4,141393.6,450213.6,48.8,2489.6,20475.0,33.4,3.0,0.4,0.582154
0.88,8.988,30.139,17113.088,239.236,2.02,489.747,6.8,0.4,1373856.8,4525994.4,141404.0,474043.2,88.8,45654.4,19233.0,36.0,2.8,0.6,0.489566
0.81,10.14,32.228,13937.664,272.954,1.91,433.81,7.8,0.6,1788792.0,5213009.6,141782.4,511151.2,555.2,125632.0,18974.2,31.2,3.2,0.8,0.462968
0.98,11.128,24.485,24322.048,295.745,1.6,555.651,9.2,0.2,1279882.4,5400008.8,142102.4,539076.8,7.2,0.0,21255.4,34.2,3.8,0.6,0.582365
1.16,10.174,26.013,16828.416,360.582,1.3,713.95,8.8,0.4,1279192.0,5175666.4,142237.6,553090.4,16.0,0.0,20422.8,37.2,3.6,0.8,0.640959
1.08,10.889,26.377,10550.272,327.932,1.4,652.051,7.4,0.4,1278892.0,5298253.6,142267.2,549958.4,16.0,0.0,21389.4,35.6,4.6,1.0,0.526499
1.15,10.664,24.013,3502.08,340.599,1.43,726.173,7.6,0.2,1278676.0,5368239.2,142283.2,549887.2,11.2,0.0,19780.0,42.2,4.2,0.8,0.488282
1.01,11.175,20.483,19486.72,318.96,1.53,610.932,8.6,0.0,1278535.2,5958270.4,142287.2,549699.2,2.4,0.0,20111.0,31.6,4.8,0.6,0.509147
0.87,8.12,30.316,18081.792,325.743,1.55,409.672,7.2,0.2,1318105.6,6092564.8,142292.0,560727.2,10.4,63247.2,19346.8,31.4,4.2,0.8,0.524971
0.89,10.913,37.307,17168.384,303.688,1.63,451.679,8.6,0.4,1288608.0,6207779.2,142304.8,559892.8,10.4,26214.4,20693.6,36.4,3.4,1.2,0.524571
0.65,8.741,34.76,29437.952,262.739,1.83,346.479,9.2,0.4,1374401.6,2709475.2,25010.4,363183.2,25.6,66149.6,18506.8,24.0,3.4,1.0,0.428723
0.62,10.344,35.826,27305.984,238.819,1.88,324.355,8.4,0.0,1332388.8,2674536.8,25476.8,220314.4,13536.0,21000.0,20995.4,23.8,4.0,2.0,0.533846
0.64,10.697,33.103,41527.296,242.627,1.86,317.742,8.2,0.0,1360456.8,4269639.2,97142.4,266536.0,1312.8,10167.2,19862.4,23.8,5.6,0.8,0.457249
0.62,12.412,29.64,38114.304,230.403,2.09,305.983,6.0,0.4,1335269.6,4698417.6,126202.4,336248.8,143.2,0.0,21519.4,23.0,5.8,1.0,0.434702
0.63,11.555,31.816,42416.128,243.844,2.07,319.052,9.8,0.0,1332300.0,4515449.6,134044.8,345603.2,45.6,0.0,21516.2,22.0,5.2,0.8,0.414052
0.62,11.881,26.725,43945.984,233.672,2.11,307.865,6.2,0.6,1330252.0,5012596.8,136088.8,359538.4,44.0,0.0,20949.8,26.4,5.8,1.0,0.423147
0.63,11.751,28.267,40300.544,228.859,2.01,297.692,7.8,0.4,1328706.4,5303559.2,136712.8,366576.8,32.0,0.0,21519.4,21.8,5.8,0.8,0.518275
0.63,12.619,28.81,47798.272,233.689,2.07,306.977,8.2,0.4,1327458.4,5042145.6,136849.6,369526.4,26.4,0.0,21793.8,22.0,7.0,1.0,0.525706
0.6,12.463,34.771,52840.448,233.948,2.16,304.05,6.4,0.0,1326942.4,4485351.2,136900.8,374413.6,49.6,0.0,22544.6,24.4,4.6,1.0,0.391499
0.65,11.588,25.554,45321.216,219.901,2.35,376.028,7.6,0.0,1326560.8,3832372.0,136906.4,384292.8,35.2,0.0,23814.4,21.8,3.8,0.4,0.360514
0.58,11.416,53.541,49379.328,213.546,2.35,279.888,9.4,0.0,1313019.2,4800580.8,136924.0,392711.2,3231.2,0.0,21205.6,25.4,5.6,1.2,0.397017
0.61,11.973,33.858,47392.768,206.769,2.41,332.766,8.2,0.4,1312776.0,4009916.0,136968.8,395989.6,16.8,0.0,22214.6,25.2,4.2,1.0,0.368477
0.87,11.308,35.639,19236.864,196.836,2.47,532.123,9.2,0.2,1312468.8,2762292.8,137093.6,401709.6,22.4,0.0,21802.0,29.4,3.6,0.6,0.38638
0.82,11.497,30.963,28662.784,200.088,2.4,498.695,8.8,0.2,1312093.6,3382166.4,137100.8,401862.4,15.2,0.0,21315.6,29.6,5.0,1.0,0.4005
0.83,12.065,29.986,26378.24,196.112,2.6,536.706,7.6,0.2,1311788.8,3387695.2,137104.0,405487.2,14.4,0.0,22773.0,26.4,5.0,1.0,0.36378
0.85,11.836,30.817,28113.92,214.115,2.31,544.956,8.4,0.2,1301052.0,3610746.4,137932.8,438384.0,17.6,0.0,21046.2,27.6,6.4,0.6,0.375949
1.01,10.321,28.548,32453.632,300.355,1.79,539.797,7.6,0.2,1299346.4,4945692.8,138120.0,444237.6,348.8,0.0,19977.4,32.6,4.4,0.8,0.483544
