ipc,context_switches(K/sec),cpu_migrations(/sec),page_faults(/sec),branches(M/sec),branch_misses(%),L1_dcache_loads(M/sec),L1_dcache_load_misses(%),r (procs),b (procs),Swap (KB),Free (KB),Buffers (KB),Cached (KB),si (KB/s),so (KB/s),bi (blocks/s),bo (blocks/s),in (interrupts/s),cs (context switches/s),us (%),sy (%),id (%),wa (%),st (%),avg-latency(ms)
1.12,7.154,47.166,11644.928,301.714,1.53,606.78,5.76,8.4,0.6,1073828.8,5786296.0,139432.0,414904.8,5.6,14539.2,6.4,39456.8,16128.8,29676.4,44.6,49.0,5.4,1.2,0.0,5.486214150012576
1.11,8.337,34.504,23288.832,390.034,1.27,464.052,7.72,7.8,0.2,1058305.6,6144813.6,139432.0,422582.4,32.0,0.0,113.6,28100.8,16813.6,33415.8,38.2,57.2,4.4,0.4,0.0,4.698822677696013
1.03,7.878,39.648,19384.32,332.786,1.45,479.144,7.41,9.4,0.0,1058484.0,6345524.8,139440.0,415797.6,7.2,8004.8,9.6,34456.8,16541.0,31039.0,43.4,52.2,3.8,0.6,0.0,5.353219387678295
0.49,8.81,37.592,1934.336,181.941,2.82,249.171,12.13,11.0,0.4,1053530.4,6493612.0,139453.6,418789.6,4791.2,38.4,5074.0,27407.2,18240.2,35674.2,48.6,46.0,4.6,0.8,0.0,4.785760523031313
0.59,5.948,92.647,27403.264,221.165,2.03,303.416,9.56,8.0,1.2,1428144.0,105577.6,15158.4,295430.4,24040.8,163474.4,35672.2,177843.2,19942.8,23444.4,15.8,77.8,2.2,4.4,0.0,7.988245604676349
0.54,5.981,118.972,26115.072,184.533,2.6,268.401,10.49,7.8,0.8,1412683.2,211264.8,19925.6,295588.0,28862.4,86489.6,45742.2,100836.8,18749.6,23916.8,15.2,76.2,2.4,6.0,0.0,8.797635430814235
0.62,7.951,78.618,43508.736,229.887,2.07,314.719,13.2,6.6,0.8,1241788.0,3187744.0,32604.8,307964.8,29454.4,23424.8,35339.8,45591.2,18143.0,30571.8,25.4,67.4,5.0,1.8,0.0,4.862856304171795
0.67,7.41,77.514,46708.736,234.087,1.8,311.175,12.6,7.6,0.8,1194005.6,3567622.4,97048.0,319988.8,5251.2,4600.0,7502.0,29328.8,15595.6,29254.6,27.4,66.6,5.6,0.8,0.0,5.764694397266095
0.63,7.989,31.389,53670.912,210.798,2.14,276.092,15.17,5.0,0.2,1166681.6,4309085.6,126319.2,363342.4,2509.6,0.0,4214.8,23461.6,16269.2,31140.8,28.0,64.0,7.2,1.2,0.0,4.46610372574603
0.75,7.89,37.383,25835.52,220.022,2.01,338.106,11.22,6.0,0.4,1143641.6,3166730.4,135520.8,386870.4,2649.6,0.0,4130.4,25688.0,15995.6,30927.8,31.0,61.8,6.0,1.4,0.0,4.770820051975235
0.64,7.287,31.726,43699.2,204.36,2.16,266.351,13.97,7.0,0.6,1131805.6,4805787.2,138775.2,395697.6,109.6,0.0,110.4,22770.4,14900.6,28452.6,28.0,65.4,6.0,0.8,0.0,4.806963653686817
0.66,7.844,34.59,50330.624,220.543,2.23,285.538,13.91,6.6,0.0,1128288.0,4927768.0,139832.0,397384.8,177.6,0.0,547.4,25951.2,15908.0,30511.4,28.2,64.2,6.4,1.2,0.0,4.4826056053144505
0.65,8.329,35.595,51328.0,230.456,2.18,305.27,13.86,6.8,0.0,1125112.0,4393143.2,140249.6,393423.2,68.8,0.0,85.6,27946.4,17267.0,34360.8,27.0,65.4,6.8,0.6,0.0,3.988165420765728
0.64,7.811,32.699,45565.952,206.122,2.08,271.338,13.5,7.8,0.0,1124014.4,5014582.4,140364.8,397838.4,148.0,0.0,215.2,24117.6,15498.0,30116.4,29.6,62.8,6.4,1.0,0.0,4.958189647980619
0.66,6.072,57.485,27348.992,222.931,1.86,287.085,11.07,5.8,0.0,1439027.2,3174820.0,140440.8,396278.4,68.8,136708.8,69.6,156036.0,14857.2,24759.6,23.6,68.0,6.4,2.0,0.0,5.80028546847965
0.74,8.105,43.953,46268.416,170.28,2.66,382.866,9.42,7.6,0.6,1120731.2,3831254.4,140485.6,394372.8,59.2,0.0,106.4,23962.4,15719.0,32046.0,33.8,59.6,6.0,0.6,0.0,4.466606323480962
0.91,7.687,49.986,21013.504,171.906,2.65,495.457,6.59,7.6,0.2,1119502.4,3181634.4,140512.0,398808.0,17.6,0.0,17.6,26025.6,15471.6,30928.6,37.4,56.0,6.0,0.6,0.0,4.507584679395633
0.74,8.017,35.375,42613.76,171.293,2.71,376.967,9.45,7.8,0.0,1118511.2,4013711.2,140528.0,402344.8,114.4,0.0,114.4,26822.4,16294.8,32213.8,28.8,63.8,7.0,0.8,0.0,4.48012031247263
0.86,7.659,39.332,34589.696,162.65,2.65,466.468,7.12,7.0,0.0,1117787.2,3813357.6,140560.0,398172.0,37.6,0.0,450.4,25754.4,15805.8,31393.6,35.6,57.4,6.0,0.8,0.0,5.07406021472271
0.83,6.609,30.441,19282.944,231.546,1.86,429.311,7.07,7.0,0.2,1833763.2,3646833.6,140581.6,401609.6,18.4,193004.0,18.4,213319.2,14485.0,25579.4,26.2,65.0,7.0,1.8,0.0,5.589897730457249
0.91,8.026,40.517,26566.656,196.033,2.33,497.739,6.83,7.8,0.0,1116510.4,4068115.2,140604.0,404951.2,20.0,0.0,20.8,29149.6,16354.0,31852.8,36.8,55.6,7.0,0.6,0.0,4.320831636717073
0.91,7.881,25.191,28466.176,201.502,2.18,475.46,7.12,5.8,0.2,1115931.2,4639242.4,140650.4,408544.0,24.0,0.0,24.8,25658.4,16285.2,31545.6,34.0,57.8,7.2,1.0,0.0,4.570180917639634
0.84,6.573,42.891,19570.688,246.858,1.83,413.779,7.43,5.6,0.0,1699263.2,4448098.4,140656.0,398274.4,64.8,169116.0,65.6,188752.8,14301.0,24856.2,28.4,64.2,6.6,1.4,0.0,4.899596934033921
1.02,9.213,26.77,31363.072,284.683,1.8,575.146,6.45,6.2,0.0,1114821.6,5024027.2,140656.0,403972.0,91.2,0.0,91.2,27299.2,18758.0,36274.6,35.0,55.4,8.2,1.2,0.0,3.7979565947983502
0.98,7.213,42.382,15709.184,268.005,1.7,542.561,5.68,6.4,0.0,1328019.2,4825732.8,140668.8,408612.0,3.2,111316.8,4.0,134052.8,16767.0,29084.4,31.0,59.6,7.2,2.4,0.0,4.927838152318875
1.18,8.37,33.729,11055.104,315.126,1.57,674.979,4.85,7.4,0.4,1114848.0,5158944.8,140682.4,405273.6,14.4,0.0,14.4,26085.6,16958.6,33517.0,39.2,53.0,7.2,1.0,0.0,3.857771555582682
1.24,8.299,49.805,17818.624,349.922,1.28,731.7,4.66,6.2,0.0,1113568.0,5231870.4,140867.2,406955.2,39.2,0.0,39.2,23436.0,17222.8,33723.8,40.8,52.0,6.4,1.2,0.0,4.360184214537108
1.04,8.069,38.925,19552.256,289.954,1.64,585.198,5.76,9.4,0.2,1113220.0,5648102.4,140876.8,401692.0,40.0,25177.6,44.8,52309.6,16113.0,31593.4,36.6,55.8,6.6,0.6,0.0,4.246908780873328
1.2,7.97,47.962,7955.456,328.541,1.44,731.689,4.41,9.2,0.2,1144784.8,5547039.2,140884.0,404099.2,45.6,28476.0,45.6,54008.8,17956.2,33120.2,42.8,49.4,6.6,1.6,0.0,4.347645086685413
1.16,8.035,63.216,21897.216,347.132,1.41,627.223,5.45,8.0,0.0,1108528.0,5990858.4,140888.0,403908.8,48.8,0.0,48.8,29772.8,16105.4,32585.2,36.4,56.4,7.0,0.4,0.0,4.005030036610078
1.01,6.586,80.254,22596.608,346.397,1.22,368.869,8.08,6.4,1.2,1187184.8,6174447.2,140907.2,397832.8,16.8,104857.6,16.8,124209.6,15216.0,24664.8,31.2,58.6,7.6,2.6,0.0,4.9953486522038775
1.0,7.17,81.323,20714.496,316.639,1.44,437.537,7.03,9.4,0.2,1143289.6,6332121.6,140908.0,403944.0,8.8,57280.0,9.6,79758.4,15748.6,27624.4,36.8,56.8,5.4,1.4,0.0,4.825367443803428
0.36,8.68,41.097,995.064,141.638,3.44,198.755,12.79,8.4,0.0,1106982.4,6519428.0,140910.4,407224.0,7.2,56.0,7.2,29764.8,16976.0,33924.0,46.2,46.2,7.0,0.6,0.0,3.9685629850981248
0.49,7.176,87.513,17146.88,208.57,2.62,295.428,9.28,5.4,0.8,1527009.6,113814.4,12168.0,234822.4,40287.2,156747.2,51325.8,171382.4,23651.4,27852.0,11.0,78.6,3.4,7.2,0.0,4.995293021202087
0.54,7.512,101.818,28176.384,186.137,2.01,266.997,11.31,7.4,0.2,1467647.2,1867843.2,16720.0,303863.2,52871.2,72515.2,59791.6,87594.4,18843.2,28597.4,13.8,73.6,5.2,7.4,0.0,6.347287256838912
0.6,7.634,61.069,52671.488,215.766,2.16,283.154,14.17,8.0,0.6,1228976.8,3719732.0,27058.4,299777.6,5965.6,2952.8,22491.8,27933.6,15772.8,30281.6,23.0,67.8,6.8,2.0,0.0,4.908998123843781
0.6,8.408,48.476,57134.08,216.544,2.21,288.43,15.11,5.6,0.2,1182794.4,4574464.0,106884.8,383224.0,2320.0,0.0,3739.2,25895.2,16723.8,33462.8,25.2,67.0,6.4,1.2,0.0,3.588926292465118
0.6,8.214,38.354,54406.144,203.418,2.3,269.998,15.01,5.2,0.2,1168304.8,4603671.2,130566.4,404029.6,76.0,0.0,135.2,25208.8,16081.2,33165.4,23.4,67.6,7.6,1.6,0.0,3.64907708441006
0.61,8.226,50.943,60489.728,206.2,2.34,273.649,13.91,5.8,0.2,1145162.4,4359451.2,137812.8,419427.2,4227.2,0.0,5319.6,24246.4,16548.2,32484.2,25.8,65.8,6.4,1.8,0.0,4.205317350122738
0.57,8.595,36.516,62524.416,185.908,2.52,266.138,14.84,5.0,0.4,1136663.2,3891277.6,140564.0,419908.8,36.0,0.0,36.8,27695.2,16921.2,33909.0,25.2,66.8,7.2,0.6,0.0,3.7319154810727087
0.64,8.241,49.8,59230.208,210.38,2.67,321.613,12.03,6.0,0.8,1132516.0,4103767.2,141933.6,438560.0,264.8,0.0,1772.4,30289.6,15997.6,32209.0,24.6,68.8,6.6,0.2,0.0,3.46296184040882
0.67,8.672,32.887,56716.288,182.843,2.61,358.486,10.55,5.8,0.2,1131594.4,3625363.2,142278.4,441576.8,100.8,0.0,197.2,29463.2,17400.6,34503.6,23.4,68.6,7.0,1.0,0.0,3.600393329654728
0.81,9.062,30.71,46687.232,172.146,2.94,505.907,7.42,6.2,0.4,1130212.0,3037728.8,142387.2,443527.2,16.8,0.0,17.6,22888.8,17291.2,36609.8,31.4,60.0,7.4,1.2,0.0,3.275655006450382
0.84,8.161,49.865,49925.12,157.738,2.94,521.791,7.05,6.8,0.0,1129700.0,3087620.8,142463.2,438404.8,6.4,0.0,12.0,29496.0,15922.2,32683.0,29.8,63.0,6.8,0.4,0.0,3.641531215403523
0.81,6.637,60.117,28068.864,231.418,1.98,475.618,6.63,5.2,0.2,1671083.2,3033768.0,142493.6,440899.2,44.0,198981.6,161.2,219670.4,14568.0,24763.8,21.4,71.8,5.6,1.4,0.0,4.152778280500067
0.9,9.125,17.468,37103.616,158.522,2.89,534.961,6.24,5.0,0.0,1127756.0,3079543.2,142508.8,442481.6,7.2,0.0,7.2,25964.0,18694.4,36118.2,29.6,58.6,10.2,1.6,0.0,3.818798430111944
0.89,8.435,41.108,36378.624,175.228,2.76,537.392,6.26,8.0,0.6,1121929.6,3117894.4,142711.2,449534.4,2150.4,0.0,4179.8,28988.8,17014.8,34028.6,32.4,59.8,6.8,1.0,0.0,3.685016462095105
0.83,7.413,45.469,27544.576,247.199,1.9,454.64,6.79,6.6,0.2,1730476.8,3689774.4,143000.8,459474.4,12.8,177672.8,12.8,199540.8,15226.2,29214.2,25.0,66.0,7.2,2.2,0.0,4.055659567712931
0.89,6.443,67.624,18778.112,166.777,2.54,475.981,5.67,5.4,0.0,1184965.6,3686841.6,143023.2,449048.0,23.2,50488.0,28.8,73706.4,15247.8,26811.4,32.2,60.8,6.0,0.8,0.0,4.664515004013524
0.91,7.167,38.454,34110.464,183.838,2.29,467.233,6.42,7.2,0.0,1115016.8,4285236.0,143046.4,452786.4,55.2,0.0,55.2,23364.0,14379.2,28074.6,32.6,59.0,7.6,1.0,0.0,4.196090858523585
0.93,7.891,30.65,35731.456,202.426,2.05,465.035,6.68,5.8,0.0,1114455.2,4455434.4,143078.4,457531.2,26.4,0.0,27.2,27202.4,16143.6,31525.4,31.0,60.8,7.2,1.2,0.0,4.315239821860393
0.85,7.016,53.674,25233.408,246.557,1.77,401.781,7.09,6.2,0.4,1717110.4,4609802.4,143096.8,452466.4,17.6,161983.2,17.6,181576.8,14596.2,27130.6,25.0,65.0,8.0,1.6,0.0,4.414008065477025
1.09,8.544,24.026,28719.104,255.942,1.72,560.878,5.48,4.0,0.0,1113759.2,5069302.4,143117.6,457847.2,0.8,0.0,0.8,25840.0,17516.6,34804.0,32.4,56.8,8.6,2.2,0.0,4.047606620814332
0.84,6.449,58.653,13837.312,210.648,2.11,428.524,6.02,7.6,0.6,1358030.4,4817273.6,143150.4,454846.4,12.8,122654.4,12.8,140705.6,14971.4,25861.6,29.2,61.0,7.2,2.2,0.0,4.403568015379064
1.2,7.83,34.26,20797.44,330.534,1.29,691.523,4.54,7.2,0.2,1113696.0,5075120.8,143167.2,459762.4,19.2,0.0,19.2,24678.4,15310.8,30930.2,37.0,55.8,6.4,1.2,0.0,4.101583192317475
1.36,7.601,50.416,12507.136,343.244,1.16,834.127,3.57,7.6,0.4,1112928.0,4979444.0,143192.0,455922.4,1.6,0.0,1.6,27662.4,15506.2,30948.4,40.8,52.2,6.4,1.0,0.0,4.6245047339686645
1.36,6.873,33.579,9718.784,306.95,1.22,743.373,3.54,6.6,0.0,1112569.6,5210036.8,143199.2,456748.8,14.4,0.0,14.4,23753.6,13885.4,27374.6,43.4,48.8,7.0,1.2,0.0,4.965620981135839
1.18,7.104,33.318,13105.152,291.439,1.48,619.666,4.44,5.0,0.6,1261746.4,5510876.0,143209.6,452875.2,103.2,81336.8,103.2,101300.0,14653.4,27231.2,32.0,56.8,9.6,1.8,0.0,4.335869410966136
1.04,8.061,20.638,26328.064,306.855,1.39,475.892,6.29,5.0,0.2,1111852.0,5861562.4,143216.0,462125.6,1.6,0.0,19.2,23086.4,16636.0,32012.8,33.6,56.4,8.4,1.6,0.0,4.218237164994361
1.17,7.932,24.137,23196.672,408.536,1.05,463.595,6.41,5.2,0.2,1111560.0,6149548.0,143217.6,462730.4,11.2,0.0,14.4,25714.4,16076.4,32361.0,33.0,57.8,8.0,1.2,0.0,4.156134510768279
