ipc,context_switches(K/sec),cpu_migrations(/sec),page_faults(/sec),branches(M/sec),branch_misses(%),L1_dcache_loads(M/sec),L1_dcache_load_misses(%)
0.38,1.722,24.267,10804.224,66.051,2.05,77.864,18.75
0.33,0.60141015625,21.938,7547.904,34.379,1.86,42.971,13.91
0.64,6.411,17.386,38175.744,190.416,1.87,252.054,13.46
0.62,2.439,12.947,18507.776,78.147,2.18,99.067,13.87
0.63,6.874,14.155,36554.752,185.206,2.02,245.822,13.59
0.63,7.672,14.654,42155.008,203.701,2.11,268.461,13.65
0.64,4.588,14.024,18629.632,130.207,2.08,167.991,13.25
0.65,5.112,10.884,29497.344,139.724,2.05,187.289,13.54
0.29,1.034,20.843,11885.568,41.033,2.10,50.09,15.56
0.48,4.904,17.151,42668.032,131.919,2.24,169.502,17.85
0.64,6.763,14.069,23922.688,183.339,2.12,242.734,12.83
0.62,6.844,14.319,35822.592,175.474,2.16,231.217,13.60
0.62,7.311,15.898,41129.984,184.828,2.16,237.248,14.02
0.63,7.614,15.024,40961.024,176.956,2.27,250.504,13.19
0.62,7.526,12.943,40415.232,177.368,2.41,251.043,13.09
0.81,6.185,17.694,12900.352,191.345,2.16,371.95,7.06
0.75,6.876,14.900,31251.456,138.828,2.67,334.583,8.37
0.76,6.521,18.042,16505.856,144.434,2.64,311.514,8.39
0.90,7.358,14.175,28820.48,183.584,2.18,430.128,6.99
0.93,7.326,14.282,17697.792,185.929,2.18,409.146,6.78
0.90,5.658,15.145,20322.304,152.426,2.15,347.734,6.80
1.02,7.212,13.025,22913.024,219.575,1.77,452.402,6.26
0.74,6.207,19.113,8249.344,202.542,2.14,324.352,7.81
1.18,7.07,16.320,13270.016,274.647,1.39,573.702,4.75
1.17,8.105,11.575,15963.136,286.851,1.50,611.827,4.96
1.07,7.171,17.761,6219.776,252.776,1.68,524.437,5.09
1.01,7.07,20.452,16618.496,272.789,1.49,452.621,6.28
1.06,7.808,14.189,21490.688,305.828,1.36,417.265,7.04
0.37,8.61,12.655,1099.776,129.068,3.43,177.691,12.86
0.55,8.442,12.726,53051.392,175.282,2.46,229.89,15.88
0.57,6.45,26.072,27938.816,171.242,2.20,239.166,11.89
0.54,7.848,14.028,48030.72,162.105,2.37,213.326,15.69
0.61,7.92,17.320,40334.336,193.793,2.11,258.554,13.44
0.53,7.54,23.723,36977.664,173.622,2.56,227.916,14.47
0.59,6.614,23.893,32120.832,184.374,2.10,240.973,12.97
0.59,8.406,16.155,49082.368,187.292,2.28,248.231,14.63
0.58,8.202,24.650,53622.784,187.913,2.31,246.929,14.06
0.84,7.912,27.060,23100.416,154.828,2.63,405.072,7.37
0.66,8.596,13.906,45368.32,163.801,2.77,314.145,11.03
0.74,8.274,17.861,26291.2,159.419,2.70,352.25,9.06
0.64,8.61,14.116,46327.808,156.114,2.84,307.683,10.90
0.71,8.454,14.850,43365.376,142.342,2.96,362.119,8.92
0.54,5.952,23.647,32066.56,136.153,2.41,179.991,14.69
0.61,8.185,12.307,40178.688,158.872,2.46,257.401,11.73
0.93,8.495,14.731,31351.808,174.666,2.50,487.294,6.19
0.94,8.424,12.692,31041.536,184.637,2.28,470.864,6.23
0.82,6.147,16.255,12775.424,212.377,1.84,380.907,6.55
0.97,8.319,17.050,38042.624,229.129,1.85,462.906,6.92
0.96,7.094,19.012,17639.424,211.040,1.87,463.157,5.61
1.16,8.195,17.517,23787.52,275.235,1.44,599.954,4.91
0.96,7.28,25.886,23851.008,239.244,1.76,475.18,6.00
1.06,6.593,19.269,12728.32,273.153,1.37,495.01,5.10
1.44,8.075,23.772,3761.152,321.956,1.25,808.629,3.25
1.29,7.362,22.861,13039.616,285.947,1.36,683.696,3.87
1.18,7.676,44.092,26304.512,373.821,1.21,542.132,5.72
0.90,6.157,30.440,20276.224,258.992,1.39,274.81,8.52
0.90,7.059,18.010,18230.272,229.191,1.63,376.421,6.51
0.26,8.69,15.634,1027.072,106.486,4.12,154.106,12.92
