ipc,context_switches(K/sec),cpu_migrations(/sec),page_faults(/sec),branches(M/sec),branch_misses(%),L1_dcache_loads(M/sec),L1_dcache_load_misses(%),r (procs),b (procs),Swap (KB),Free (KB),Buffers (KB),Cached (KB),si (KB/s),so (KB/s),bi (blocks/s),bo (blocks/s),in (interrupts/s),cs (context switches/s),us (%),sy (%),id (%),wa (%),st (%),avg-latency(ms)
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.6,0.2,1479727.2,3442426.4,138224.0,334903.2,70.4,59140.8,70.4,83972.0,18124.2,41500.4,32.0,60.2,6.8,0.8,0.0,0.535097
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.4,0.0,1404015.2,4249340.0,138228.0,340622.4,73.6,0.0,73.6,25750.4,19791.8,43441.6,29.8,60.6,9.0,0.6,0.0,0.479054
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.6,0.2,1804580.0,4450545.6,138230.4,340273.6,63.2,81789.6,74.4,101784.0,20524.8,39894.8,21.6,64.8,11.0,2.6,0.0,0.675498
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.8,0.2,1403488.0,4973682.4,138248.8,339506.4,53.6,0.0,54.4,24773.6,21597.4,44419.4,24.8,66.6,8.2,0.8,0.0,0.607035
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.4,0.0,1399156.8,5081807.2,138266.4,342288.8,72.0,0.0,78.4,24550.4,20068.0,44000.0,32.0,57.8,9.2,1.2,0.0,0.538044
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.2,0.0,1546501.6,5109582.4,138280.0,342383.2,48.0,54373.6,48.0,77351.2,20737.8,41999.4,27.8,61.6,9.0,1.8,0.0,0.639702
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.8,0.4,1759135.2,4982211.2,138281.6,337275.2,53.6,138552.0,59.2,160580.8,18845.0,42282.6,29.4,60.4,8.8,1.4,0.0,0.530523
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.6,0.4,1398412.0,5356587.2,138305.6,342582.4,52.0,0.0,52.8,23521.6,19198.6,42268.8,33.2,56.0,9.8,1.4,0.0,0.6151
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.4,0.2,1398104.8,5395943.2,138312.0,336848.8,96.8,0.0,169.6,23109.6,22093.2,42913.8,24.2,64.0,10.6,1.0,0.0,0.685494
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.0,0.8,1365900.0,5389422.4,138312.0,344157.6,81.6,0.0,256.8,25364.8,22599.4,47722.6,30.2,57.4,11.2,1.2,0.0,0.632961
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.8,0.0,1365388.0,5775868.0,138322.4,343798.4,50.4,0.0,51.2,24532.0,20173.0,42107.4,34.2,55.6,9.4,1.0,0.0,0.571231
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.6,0.6,1365184.0,6126648.0,138335.2,340897.6,74.4,0.0,76.8,24008.0,22888.8,48171.6,26.4,61.0,11.4,1.2,0.0,0.597551
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.0,0.0,1364672.0,6398544.0,138345.6,336939.2,45.6,0.0,45.6,24464.0,21809.8,42924.6,25.0,64.6,9.0,1.2,0.0,0.634542
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.0,0.0,1364140.0,6478359.2,138356.0,345152.8,84.0,0.0,84.0,23065.6,21287.0,42863.0,31.0,59.2,8.6,1.2,0.0,0.698519
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.4,0.4,1364478.4,6699724.0,138356.8,338600.0,64.0,64.8,64.0,27071.2,21468.8,52898.0,39.8,50.6,8.4,1.4,0.0,0.423501
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,5.8,0.2,1837304.0,133412.8,13450.4,260900.8,60168.8,180175.2,77821.4,193207.2,22351.0,30756.0,8.4,82.4,4.0,5.0,0.0,0.910034
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,5.8,0.2,1515937.6,4011384.8,44752.0,316230.4,1027.2,759.2,10541.4,26943.2,19976.6,41836.8,21.2,70.8,6.6,1.4,0.0,0.607788
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.2,0.0,1833914.4,961422.4,35897.6,303236.8,684.8,137512.0,2145.6,157472.0,17712.4,36831.8,17.8,73.6,6.6,2.2,0.0,0.652034
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.2,0.0,1840279.2,3296677.6,97503.2,334421.6,162.4,135719.2,1125.6,155385.6,18361.2,36558.6,19.6,69.2,8.6,2.4,0.0,0.545188
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.6,0.4,1498158.4,4790233.6,124757.6,360146.4,1392.8,0.0,4024.0,21947.2,19842.2,41261.6,20.4,69.8,8.6,1.8,0.0,0.580916
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.8,0.2,1471530.4,4059828.8,133000.8,396066.4,3759.2,0.0,5184.0,20871.2,19860.4,38913.4,17.0,67.4,13.8,1.8,0.0,0.68763
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,9.4,1.2,1457340.8,5334008.0,134845.6,379084.8,108.8,0.0,108.8,6914.4,6478.6,11697.0,18.0,71.2,8.6,2.0,0.0,3.72498
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.0,1.4,1455777.6,3010378.4,135424.0,395453.6,89.6,0.0,99.2,7684.8,6666.4,11820.2,17.0,69.4,9.4,4.2,0.0,2.753419
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.0,0.0,1454565.6,4664147.2,136348.0,402999.2,187.2,0.0,187.2,18955.2,16526.8,31665.2,15.0,71.8,11.6,1.8,0.0,1.042426
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,5.8,0.0,1448127.2,4439057.6,137223.2,415372.8,210.4,0.0,231.2,20756.8,17878.2,36584.0,17.2,66.6,14.4,1.6,0.0,0.868747
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,5.8,0.6,1446963.2,4277113.6,137456.0,414984.0,129.6,0.0,129.6,23825.6,21116.2,44256.6,17.4,66.8,14.8,1.4,0.0,0.634413
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.8,0.0,1446158.4,3455338.4,137550.4,412235.2,94.4,0.0,94.4,22386.4,20488.6,43888.0,24.4,59.2,14.6,1.8,0.0,0.616744
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.2,0.6,1445363.2,3861296.0,137620.0,413820.8,82.4,0.0,88.0,22980.8,20582.6,44402.8,25.8,59.4,13.2,1.8,0.0,0.694094
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.2,0.0,1444188.0,4995624.0,137662.4,411042.4,108.8,0.0,108.8,19799.2,18200.4,35835.8,17.8,67.4,13.6,1.8,0.0,0.81191
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.4,0.2,1762226.4,4221820.0,137692.8,420923.2,572.8,91828.8,572.8,110904.0,19709.0,34892.4,16.8,67.4,13.4,3.0,0.0,0.82873
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,7.4,0.2,1765834.4,4321445.6,137708.8,417351.2,109.6,94882.4,112.0,111922.4,17131.4,30877.4,18.4,67.2,12.6,2.2,0.0,0.778545
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.2,0.0,1438672.8,4472076.0,137720.8,417161.6,100.0,0.0,100.8,20181.6,17204.4,36169.6,27.4,60.0,11.8,1.2,0.0,0.887993
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,5.6,0.0,1437650.4,4453353.6,137729.6,411155.2,120.8,0.0,120.8,20687.2,21008.0,39549.8,23.0,60.8,14.0,1.8,0.0,0.774123
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,5.8,0.4,1436709.6,4991054.4,137744.0,414879.2,70.4,0.0,70.4,19519.2,19914.6,38412.4,25.8,61.0,12.0,1.2,0.0,0.942299
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.2,0.0,1435794.4,5516927.2,137760.8,398173.6,202.4,0.0,202.4,12291.2,11066.0,22174.0,22.8,63.6,10.6,3.0,0.0,0.982361
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,4.4,0.4,1434935.2,5370930.4,137774.4,413518.4,81.6,0.0,81.6,21937.6,20150.2,41159.0,27.4,60.4,10.4,1.8,0.0,0.703779
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.6,0.6,1434126.4,5508507.2,137801.6,415653.6,88.0,0.0,93.6,22326.4,20286.6,40440.0,24.0,60.6,14.0,1.8,0.0,0.797644
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,6.6,0.0,1433584.0,5437468.0,137828.0,408461.6,65.6,0.0,66.4,17518.4,15748.6,30038.0,26.8,59.6,11.6,1.6,0.0,0.965889
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,8.6,0.2,1432556.0,5460621.6,137848.0,411614.4,66.4,0.0,66.4,16131.2,14108.0,30627.6,31.4,54.8,11.6,2.4,0.0,0.98991
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,9.11,4.2,0.0,1431544.8,5719545.6,137849.6,409270.4,124.8,0.0,124.8,19360.0,17695.0,36901.6,30.0,54.8,13.0,2.2,0.0,0.900538
