ipc,context_switches(K/sec),cpu_migrations(/sec),page_faults(/sec),branches(M/sec),branch_misses(%),L1_dcache_loads(M/sec),L1_dcache_load_misses(%)
0.70,7.766,17.945,38876.16,227.826,2.09,297.197,12.75
0.71,5.896,27.434,14307.328,232.691,1.82,299.148,10.42
0.73,5.983,23.026,19423.232,240.800,1.76,308.02,10.01
0.76,7.882,21.484,36941.824,191.200,2.30,348.548,10.43
0.85,7.766,25.736,31800.32,189.422,2.41,430.334,8.25
0.80,7.813,21.441,29717.504,182.678,2.52,383.263,9.13
0.86,7.608,21.154,23341.056,181.759,2.26,431.652,7.49
0.93,8.149,24.314,27579.392,237.103,1.94,472.114,7.59
0.99,8.146,31.977,27460.608,278.748,1.63,502.458,7.19
1.03,7.908,31.553,22722.56,278.797,1.66,540.549,6.65
1.12,8.198,37.050,9587.712,302.914,1.52,601.161,5.72
1.21,7.293,37.216,7427.072,327.369,1.34,665.244,4.81
1.23,7.283,47.391,7232.512,316.690,1.44,678.923,4.69
1.17,6.777,42.601,9479.168,281.203,1.37,604.203,4.97
1.01,6.807,34.291,17987.584,290.021,1.40,388.928,7.81
0.97,6.919,47.384,18528.256,325.236,1.36,412.479,7.89
0.49,8.547,37.898,1270.784,182.209,2.89,249.073,12.32
0.61,7.829,40.516,61144.064,215.815,2.16,278.71,14.90
0.58,6.063,64.308,21941.248,179.458,2.50,251.412,10.06
0.64,7.861,49.972,46820.352,226.275,1.94,302.479,13.38
0.66,7.904,50.291,49422.336,222.845,2.04,288.873,13.89
0.65,8.052,42.211,48144.384,217.463,1.99,285.971,13.75
0.64,8.419,41.634,46842.88,224.860,2.09,294.955,13.95
0.64,8.067,37.624,46002.176,213.569,2.11,280.976,14.14
0.63,8.197,34.379,49703.936,208.914,2.16,275.2,14.22
0.66,7.782,46.554,46833.664,217.412,2.27,283.339,13.58
0.64,8.093,48.673,53281.792,218.944,2.10,284.103,14.70
0.69,8.320,43.557,51658.752,214.207,2.30,334.977,11.68
0.72,8.446,36.350,48490.496,188.595,2.57,381.239,10.16
0.75,8.998,49.963,44578.816,191.401,2.57,415.394,9.24
0.82,7.925,52.052,40116.224,163.579,2.61,453.674,7.67
0.82,8.557,37.965,34421.76,163.593,2.99,455.303,7.59
0.73,7.737,32.285,37479.424,159.879,2.87,356.604,9.22
0.93,7.303,25.520,18841.6,175.142,2.26,465.691,6.02
0.93,7.551,42.584,26124.288,204.786,2.08,471.782,6.55
0.87,6.180,28.436,21179.392,140.103,2.27,383.462,6.15
0.87,6.507,41.665,21114.88,247.343,1.76,396.828,7.38
0.95,7.305,38.935,29242.368,225.130,1.83,425.419,7.24
0.90,5.870,35.019,17227.776,230.126,1.65,374.94,6.89
1.15,7.512,22.153,17720.32,288.107,1.46,595.486,5.07
1.01,6.807,21.326,18457.6,269.320,1.54,500.089,5.85
1.27,8.409,22.117,14804.992,329.825,1.37,746.013,4.35
1.14,8.238,13.561,24675.328,337.045,1.33,558.674,5.87
1.03,7.358,21.736,20636.672,328.496,1.31,383.677,7.61
0.99,8.482,15.354,23766.016,306.460,1.46,441.765,7.11
0.36,8.672,18.264,984.768,132.157,3.38,184.675,12.51
0.59,5.891,47.707,27104.256,180.020,2.35,247.929,10.91
0.48,4.481,33.835,35094.528,137.799,2.25,183.743,13.14
0.61,8.029,19.340,42488.832,204.778,2.02,276.313,13.05
0.68,6.723,24.262,28414.976,246.801,1.55,330.169,8.88
0.58,9.280,18.848,54877.184,208.246,2.33,275.989,15.05
0.59,8.531,13.152,53295.104,199.379,2.27,263.832,14.25
0.65,8.145,40.199,51617.792,181.035,2.63,344.728,11.24
0.59,8.980,15.762,53385.216,179.386,2.70,275.774,13.56
0.64,7.437,49.811,56206.336,191.393,2.44,330.9,11.43
0.84,8.941,20.656,27381.76,179.356,2.57,469.781,7.21
0.73,9.174,28.021,50709.504,157.649,2.99,441.831,8.56
0.78,8.633,34.926,47419.392,147.268,2.82,459.877,7.61
0.80,7.888,65.985,44980.224,147.014,3.00,476.218,7.40
0.87,7.741,49.993,36275.2,163.178,2.76,523.359,6.44
0.95,7.931,45.682,36222.976,205.297,2.22,535.854,6.17
0.90,8.596,41.218,41503.744,211.085,2.21,523.417,6.77
0.84,8.006,17.277,16324.608,249.765,1.89,439.311,6.84
1.09,7.868,49.570,20538.368,270.459,1.73,613.467,5.14
0.96,7.920,25.690,33594.368,227.091,1.94,466.803,6.53
1.23,7.731,49.759,15261.696,293.595,1.57,674.839,4.48
1.11,8.088,52.154,27526.144,278.508,1.57,610.062,5.12
1.11,6.042,60.019,3346.432,278.610,1.45,533.499,4.54
1.26,7.188,37.919,17782.784,314.506,1.23,691.756,4.08
1.37,7.474,31.380,11575.296,324.683,1.16,789.233,3.47
1.23,7.805,28.608,3011.584,289.146,1.49,697.458,3.72
1.14,8.154,27.185,22141.952,350.744,1.22,513.917,5.67
1.11,8.135,29.471,26776.576,349.936,1.25,427.797,6.88
0.95,7.204,54.256,23582.72,273.305,1.55,428.29,6.71
0.25,8.909,35.180,1055.744,115.837,4.08,168.263,12.85
0.70,5.728,28.730,42878.976,233.172,2.07,301.735,11.96
0.66,5.692,33.117,35462.144,216.994,1.98,279.504,12.57
0.70,6.417,28.989,28601.344,219.581,2.18,285.055,12.79
0.70,6.346,24.371,37874.688,210.150,1.85,273.527,13.39
0.79,6.530,19.025,37872.64,250.735,1.67,326.453,12.12
0.77,6.949,18.111,32045.056,232.324,1.77,301.567,12.34
0.76,6.852,20.868,36638.72,240.096,1.78,312.237,12.53
0.74,8.030,14.782,30635.008,251.482,2.00,332.352,12.99
0.73,6.482,17.904,23250.944,242.853,2.01,318.663,11.89
0.76,7.312,16.396,29971.456,242.429,1.97,316.771,12.26
0.74,7.155,16.985,32969.728,233.035,1.89,299.342,12.81
0.74,6.991,18.204,30618.624,234.908,1.87,300.243,12.66
0.73,5.457,17.931,25542.656,198.684,1.72,256.169,12.40
0.77,7.061,15.901,20659.2,229.817,1.87,294.926,12.74
0.75,6.778,17.114,35716.096,239.484,1.87,303.42,12.85
0.76,5.263,18.608,13548.544,183.007,1.91,241.785,12.07
0.76,7.327,16.938,33809.408,224.574,1.93,287.64,12.66
0.78,7.635,13.837,31729.664,217.145,2.16,332.178,11.15
0.85,7.475,14.655,28186.624,212.161,2.15,418.449,8.68
0.97,7.662,18.283,25148.416,238.304,2.00,483.364,7.53
0.93,7.659,14.917,24075.264,230.746,1.93,447.757,7.91
0.92,5.990,20.265,12036.096,261.695,1.58,396.327,7.73
0.92,6.616,18.650,21554.176,214.309,1.83,383.449,8.19
1.09,7.751,16.153,15139.84,291.458,1.56,539.554,6.60
1.16,7.052,22.277,10566.656,310.853,1.41,598.235,5.61
1.19,7.231,21.567,7798.784,318.543,1.52,654.783,5.25
1.03,6.362,33.509,15812.608,304.227,1.52,465.294,7.44
1.08,7.689,20.481,20945.92,361.077,1.30,470.108,7.74
0.56,8.596,19.487,1081.344,203.632,2.53,269.706,12.21
0.69,5.177,51.419,34779.136,228.670,1.98,298.336,10.58
0.69,6.660,54.463,32575.488,229.980,1.99,312.542,11.37
0.73,6.968,41.426,36897.792,249.318,1.70,325.095,12.42
0.74,7.411,48.793,41094.144,239.742,1.85,312.208,12.93
0.74,7.245,39.088,41392.128,238.589,1.79,312.734,12.67
0.75,7.294,43.311,44375.04,247.917,1.79,317.71,12.96
0.71,7.745,30.855,38369.28,234.368,2.00,305.729,13.13
0.70,7.527,28.270,44980.224,222.662,2.04,287.774,13.75
0.73,7.518,23.024,40170.496,238.447,1.93,308.538,12.87
0.72,7.925,31.885,40918.016,228.906,2.04,297.585,13.63
0.72,7.578,33.028,45000.704,231.319,2.36,298.789,12.89
0.76,5.773,44.108,18329.6,246.233,1.68,317.945,10.00
0.72,7.483,26.819,42717.184,231.837,2.12,304.473,12.91
0.94,6.372,35.346,1742.848,263.532,1.67,463.644,6.53
0.83,7.993,38.300,37953.536,219.482,2.33,445.576,8.95
0.90,8.393,37.605,34699.264,209.193,2.44,516.687,7.69
0.88,7.842,27.401,25860.096,188.669,2.57,469.608,7.50
0.81,6.902,19.983,28301.312,173.121,2.38,368.711,8.78
0.92,7.391,29.595,22884.352,198.334,2.28,460.238,7.42
0.96,7.748,23.972,27575.296,242.678,2.03,480.27,7.53
0.91,5.973,33.342,10343.424,250.944,1.67,391.919,7.52
1.05,8.105,19.218,22747.136,280.629,1.66,528.223,6.65
1.06,7.634,24.630,18867.2,264.301,1.63,511.44,6.50
1.16,7.528,18.898,15055.872,312.259,1.42,600.913,5.59
1.26,7.552,18.692,5982.208,321.600,1.34,686.394,4.67
1.03,5.718,17.645,9201.664,211.005,1.48,432.387,5.62
1.02,6.482,24.348,16544.768,275.947,1.47,453.905,6.74
0.90,6.213,32.923,16310.272,278.018,1.53,315.006,9.38
0.46,6.020,17.571,1070.08,123.432,2.83,166.852,12.80
0.58,5.171,26.785,36399.104,190.258,2.34,247.128,11.06
0.63,5.974,40.865,32122.88,203.643,2.19,279.124,11.62
0.69,7.891,52.018,38065.152,230.466,2.54,306.366,12.17
0.65,8.363,35.385,55774.208,240.241,1.89,312.288,13.80
0.65,8.902,40.613,53766.144,245.946,2.21,323.898,13.83
0.65,8.495,44.374,56735.744,233.002,2.16,307.438,14.32
0.66,8.323,47.576,51000.32,229.645,2.27,302.076,13.71
0.68,8.169,56.385,54755.328,225.649,2.15,314.614,12.61
0.65,7.733,76.003,52672.512,209.967,2.22,273.985,13.78
0.77,8.078,71.634,48158.72,190.513,2.38,382.671,9.57
0.77,8.227,61.776,51737.6,198.284,2.44,422.916,9.14
0.79,8.676,55.292,48894.976,206.404,2.34,436.548,8.87
0.82,8.497,47.341,45821.952,186.158,2.54,481.857,7.96
0.82,6.425,58.246,18717.696,232.467,1.87,422.097,6.97
0.80,5.975,56.160,20839.424,229.467,1.80,388.524,7.37
0.90,8.263,45.308,33683.456,187.000,2.47,504.701,6.87
1.08,8.385,33.871,21797.888,260.387,1.77,581.85,5.89
1.01,8.268,41.763,36001.792,263.126,2.02,536.173,6.62
1.03,8.642,57.278,36339.712,275.052,1.78,555.368,6.56
1.05,8.181,37.311,30795.776,269.794,1.72,544.586,6.38
1.05,8.110,38.556,27626.496,258.418,1.72,533.769,6.12
1.24,8.066,62.237,20640.768,324.291,1.36,707.231,4.73
1.00,6.546,63.864,14865.408,301.639,1.47,502.733,6.02
1.33,8.011,40.836,11482.112,356.546,1.23,808.489,4.00
1.27,7.667,45.048,8804.352,334.980,1.44,748.392,4.28
1.08,6.672,68.936,14522.368,297.162,1.48,551.233,5.42
1.06,7.778,65.437,26192.896,384.961,1.21,408.947,8.09
0.96,7.868,58.829,22998.016,306.248,1.52,459.622,7.16
0.36,8.983,37.521,1299.456,142.486,3.31,198.416,12.43
0.53,8.151,71.487,28932.096,194.315,2.21,277.498,11.38
0.47,6.100,109.809,10323.968,163.831,2.76,245.78,8.63
0.59,7.906,98.450,66932.736,208.202,1.99,272.737,15.60
0.60,8.597,43.044,63902.72,220.578,2.21,290.259,14.40
0.59,9.094,39.460,64523.264,217.349,2.23,291.01,14.38
0.79,8.344,56.794,57284.608,187.452,2.71,483.333,8.08
0.65,8.572,55.805,62287.872,210.662,2.37,340.663,12.06
0.64,8.292,49.922,57803.776,188.772,2.43,305.634,12.09
0.60,8.120,36.952,56565.76,169.785,2.49,273.71,12.95
0.88,8.684,37.563,27534.336,171.138,2.68,490.449,6.73
0.76,8.669,34.357,50250.752,150.920,2.95,448.828,8.10
0.85,9.362,21.313,29441.024,173.819,2.61,456.319,7.12
0.83,8.367,43.446,42366.976,161.920,2.90,487.634,7.11
0.97,8.965,34.061,34658.304,206.681,2.26,557.636,6.09
1.00,8.321,51.542,40201.216,228.627,2.00,555.316,6.09
1.01,8.082,60.190,36330.496,230.596,1.88,533.132,6.11
0.92,8.407,29.775,35563.52,207.910,2.18,498.716,6.48
0.99,8.285,32.133,41398.272,254.285,1.80,518.72,6.63
1.18,8.200,31.609,30592.0,287.948,1.52,659.58,4.91
1.20,8.776,53.017,27331.584,317.324,1.52,721.336,4.71
1.27,7.962,49.308,23504.896,343.618,1.31,754.322,4.31
1.43,8.446,50.012,8484.864,406.003,1.19,956.484,3.49
1.36,9.002,40.251,14665.728,374.107,1.28,882.581,3.74
1.11,6.617,65.941,8240.128,294.918,1.49,578.99,4.74
1.13,8.284,57.362,23410.688,295.793,1.60,675.1,4.84
0.91,7.293,69.205,20947.968,250.781,1.82,447.181,6.52
1.19,7.756,55.910,23652.352,395.180,1.06,496.493,5.98
0.95,8.330,34.673,21271.552,292.784,1.70,428.412,7.55
0.26,8.493,41.501,1221.632,119.432,4.12,173.76,12.80
0.61,5.093,30.097,37284.864,208.298,1.92,273.391,11.72
0.68,6.387,26.604,49526.784,223.986,2.07,293.939,13.41
0.61,5.202,26.432,33904.64,168.305,1.93,217.129,15.08
0.67,5.837,20.467,28162.048,179.214,2.13,237.301,13.42
0.69,6.041,20.393,31947.776,195.788,1.85,257.128,13.96
0.69,6.492,18.020,36239.36,205.707,2.29,270.531,13.81
0.72,5.884,18.697,34844.672,201.860,1.69,261.591,13.06
0.73,7.056,14.242,35627.008,242.443,1.90,318.102,12.68
0.73,6.795,17.613,32143.36,232.186,1.87,302.32,12.68
0.74,7.467,17.271,33607.68,243.045,1.92,315.707,12.62
0.72,5.458,18.113,30264.32,208.988,1.72,266.592,12.32
0.73,6.000,16.284,30948.352,215.704,1.74,273.955,12.71
0.72,6.095,16.334,20686.848,242.755,1.85,314.697,11.19
0.73,7.204,13.984,33440.768,232.752,1.90,298.688,13.10
0.72,6.070,14.658,25617.408,195.171,1.95,250.529,12.94
0.76,7.408,11.740,37028.864,224.565,1.91,302.256,12.08
0.71,7.252,14.656,27027.456,209.367,2.21,276.275,12.63
0.73,7.869,13.866,31922.176,216.100,2.25,307.477,12.22
0.77,6.979,16.838,28776.448,209.198,2.00,306.033,11.32
0.83,7.537,14.481,26213.376,203.055,2.20,385.62,9.04
0.94,7.850,15.825,19491.84,244.966,1.98,465.429,7.78
0.86,6.955,19.479,15934.464,214.418,2.15,420.387,7.90
1.02,7.296,14.741,12116.992,258.769,1.63,454.992,7.00
0.98,7.431,15.655,17418.24,270.884,1.68,472.475,7.26
1.10,7.524,14.614,11832.32,310.826,1.41,580.361,5.92
1.17,7.315,16.860,6555.648,308.402,1.35,627.417,5.27
1.01,7.490,15.032,16912.384,306.911,1.46,482.573,7.32
1.02,7.521,20.280,16494.592,325.094,1.37,420.879,8.13
0.53,7.782,18.491,1199.104,180.692,2.59,241.344,12.14
0.67,5.570,50.647,28232.704,225.656,1.96,301.41,10.57
0.62,6.140,39.227,31251.456,198.760,1.88,270.584,12.11
0.73,7.186,42.254,36330.496,268.734,1.79,356.1,12.48
0.71,6.832,32.055,38777.856,230.403,1.88,302.768,12.99
0.76,7.055,36.018,32185.344,242.794,1.70,319.677,12.51
0.70,6.025,35.874,31854.592,220.611,1.81,289.456,12.44
0.70,6.245,34.542,33861.632,221.960,1.87,291.453,12.81
0.71,7.750,25.475,38939.648,236.097,1.89,306.624,13.17
0.71,7.890,25.139,38280.192,239.170,2.21,311.114,13.21
0.78,7.757,23.277,22586.368,240.476,1.98,351.736,11.20
0.71,7.524,27.300,43958.272,232.288,1.84,300.178,13.48
0.69,7.199,32.421,31806.464,215.903,2.07,283.457,12.92
0.75,5.711,41.501,23024.64,237.599,1.74,330.647,9.32
0.64,5.557,37.069,26280.96,178.215,2.15,230.904,12.84
0.69,6.819,27.045,37059.584,204.088,2.21,263.485,13.03
0.87,7.391,17.093,34042.88,195.173,2.31,446.266,7.95
0.62,6.674,21.315,29775.872,182.987,2.26,241.587,13.79
0.79,7.427,24.054,31874.048,189.886,2.22,369.025,9.31
0.93,6.825,24.686,23115.776,186.125,2.18,436.124,7.03
0.91,6.815,28.356,21394.432,186.929,2.16,421.852,7.17
0.94,6.412,42.823,16223.232,231.051,1.94,452.205,7.04
1.05,7.973,28.900,22764.544,280.971,1.76,523.231,6.91
1.11,7.627,34.141,18231.296,310.527,1.50,570.823,6.12
1.21,7.294,36.174,11400.192,323.576,1.38,676.907,4.90
1.10,7.392,19.142,12128.256,296.862,1.51,569.572,5.66
1.15,7.121,23.922,8235.008,280.724,1.48,600.23,5.13
0.93,6.433,27.853,14661.632,259.081,1.68,408.627,7.63
1.04,7.455,28.488,20088.832,331.914,1.37,444.51,7.50
0.49,8.187,20.396,1155.072,167.141,2.94,227.853,12.52
0.59,5.448,64.445,27881.472,195.347,2.23,264.608,9.93
0.61,6.256,59.913,31901.696,201.441,2.04,282.847,11.79
0.68,7.256,62.412,21617.664,222.669,1.81,301.627,11.78
0.64,7.120,42.369,44056.576,212.536,1.85,281.082,13.46
0.65,7.483,34.302,45927.424,209.551,2.05,276.062,13.83
0.64,7.341,31.235,46831.616,203.920,2.01,265.805,13.93
0.65,7.790,35.929,52516.864,205.123,2.29,289.964,13.42
0.65,7.770,42.115,47154.176,213.499,2.17,280.123,13.70
0.65,8.274,38.744,49511.424,226.572,2.15,299.006,12.88
0.79,7.282,26.898,24713.216,204.506,2.23,368.911,9.39
0.60,7.240,24.772,45991.936,185.146,2.21,239.765,15.06
0.62,7.310,25.484,46700.544,184.193,2.23,240.186,13.87
0.64,6.989,22.850,45674.496,180.191,2.59,260.903,12.57
